Name,Address,Location,section,Role,page_num,nom_classification,is_provincia,provincia_town,geocoding_tier,match_confidence,match_note,nominatim_query,nominatim_flagged,matched_lat,matched_lon
Naccareglio Ettore,,Dolo,COMMERCIO E INDUSTRIA,"Ferramenta, ottanomi ed affini",520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Cazzagon Carlo,,Dolo,COMMERCIO E INDUSTRIA,Fiori freschi e pianfe,520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Cogno Luigi,,Dolo,COMMERCIO E INDUSTRIA,Fiori freschi e pianfe,520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
S. A. Fornaci Valdagie,,Dolo,COMMERCIO E INDUSTRIA,Fornaci,520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Semenzato Francesco,,Dolo,COMMERCIO E INDUSTRIA,"Frutta fresca, secca ed erbaggi",520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Pacagnella Otello,,Dolo,COMMERCIO E INDUSTRIA,"Frutta fresca, secca ed erbaggi",520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Ditadai Romano,,Dolo,COMMERCIO E INDUSTRIA,"Frutta fresca, secca ed erbaggi",520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Martelota Umberto,,Dolo,COMMERCIO E INDUSTRIA,"Frutta fresca, secca ed erbaggi",520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Rizzato Giuseppe,,Dolo,COMMERCIO E INDUSTRIA,"Frutta fresca, secca ed erbaggi",520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Sacchetta Guido,,Dolo,COMMERCIO E INDUSTRIA,"Frutta fresca, secca ed erbaggi",520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Berini Alfredo e Nalon,,Dolo,COMMERCIO E INDUSTRIA,Gelaterie,520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Simeoni Alessandro,,Dolo,COMMERCIO E INDUSTRIA,Ghiaccio,520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Semenzato Francesco,,Dolo,COMMERCIO E INDUSTRIA,Ghiaccio,520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Calzavara Andrea,,Dolo,COMMERCIO E INDUSTRIA,Ghiaccio,520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Cazzagon cav. Giovanni e Figli,,Dolo,COMMERCIO E INDUSTRIA,"Giardini, vivai, piante",520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Galante Sorelle,,Dolo,COMMERCIO E INDUSTRIA,Giocattoli (Vendite),520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Stradiotto Fratelli,,Dolo,COMMERCIO E INDUSTRIA,Giocattoli (Vendite),520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Giach Antonio,,Dolo,COMMERCIO E INDUSTRIA,Gioiellerie,520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Frasason Riccardo,,Dolo,COMMERCIO E INDUSTRIA,Gioiellerie,520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Vego Socco Alessandro,,Dolo,COMMERCIO E INDUSTRIA,Giornalì (Rivendite),520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Ditta di Romano,,Dolo,COMMERCIO E INDUSTRIA,Giornalì (Rivendite),520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Artusi Alessandro,,Dolo,COMMERCIO E INDUSTRIA,Granaglie,520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Fasolato Francesco,,Dolo,COMMERCIO E INDUSTRIA,Granaglie,520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Consorzio Agrario della Provincia di Venezia,,Dolo,COMMERCIO E INDUSTRIA,Industrie agricole,520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Soc. An. Fornaci Valdadgie,,Dolo,COMMERCIO E INDUSTRIA,Laterizi (Fabbriche),520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Nalon Paolo,,Dolo,COMMERCIO E INDUSTRIA,"Latte, burro ed affini",520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Latteria Sociale di Sanbruson,,Dolo,COMMERCIO E INDUSTRIA,"Latte, burro ed affini",520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Latteria Sociale di Arino,,Dolo,COMMERCIO E INDUSTRIA,"Latte, burro ed affini",520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Cazzagon Umberto,,Dolo,COMMERCIO E INDUSTRIA,Lavorazione del legno,520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Pelazzaro Mario,,Dolo,COMMERCIO E INDUSTRIA,Lavorazione del legno,520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Vanzan Valentino,,Dolo,COMMERCIO E INDUSTRIA,Lavorazione del legno,520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Monon Luciano,,Dolo,COMMERCIO E INDUSTRIA,Lavorazione del legno,520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Morassutti Antonio,,Dolo,COMMERCIO E INDUSTRIA,Legna da ardere,520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Calzavara Andrea,,Dolo,COMMERCIO E INDUSTRIA,Legna da ardere,520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Cordi Sante,,Dolo,COMMERCIO E INDUSTRIA,Legna da ardere,520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Garbo Emilo,,Dolo,COMMERCIO E INDUSTRIA,Legna da ardere,520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Ermola Giuseppe Modesto,,Dolo,COMMERCIO E INDUSTRIA,Legna da ardere,520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Bonta Battista,,Dolo,COMMERCIO E INDUSTRIA,Legna da ardere,520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Antigo Elisa,,Dolo,COMMERCIO E INDUSTRIA,Legna da ardere,520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Bordin Pietro,,Dolo,COMMERCIO E INDUSTRIA,Legname da construz.,520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Morassutti Antonio fu Paolo,,Dolo,COMMERCIO E INDUSTRIA,Legname da construz.,520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Piasentin Angelo,,Dolo,COMMERCIO E INDUSTRIA,Liquori,520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Rebeschini Amaliina,,Dolo,COMMERCIO E INDUSTRIA,Liquori,520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Brigo Giuseppe,,Dolo,COMMERCIO E INDUSTRIA,Macellerie,520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Fattore Emu.,,Dolo,COMMERCIO E INDUSTRIA,Macellerie,520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Rizzi Severino,,Dolo,COMMERCIO E INDUSTRIA,Macellerie,520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Scantamburlo Antonio,,Dolo,COMMERCIO E INDUSTRIA,Macellerie,520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Lucatello Luigina Rizzi,,Dolo,COMMERCIO E INDUSTRIA,Macellerie,520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Artsni Rosa,,Dolo,COMMERCIO E INDUSTRIA,Macellerie,520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Vanuzzo Pietro,,Dolo,COMMERCIO E INDUSTRIA,Macellerie,520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Morassutti Antonio fu Paolo,,Dolo,COMMERCIO E INDUSTRIA,Macchine agricole ed attrezzi,520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Consorzio Agrario della Provincia di Venezia,,Dolo,COMMERCIO E INDUSTRIA,Macchine agricole ed attrezzi,520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Bruscagni Luigi,,Dolo,COMMERCIO E INDUSTRIA,Macchine agricole ed attrezzi,520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Tognetti Antonio,,Dolo,COMMERCIO E INDUSTRIA,Macchine per cucire,520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Marigo Pietro,,Dolo,COMMERCIO E INDUSTRIA,Macchine per cucire,520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Battistella Sante,,Dolo,COMMERCIO E INDUSTRIA,Macchine per cucire,520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Birello Francesco,,Dolo,COMMERCIO E INDUSTRIA,"Manifatture, merciarte, filati",520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Catoro Gilberto,,Dolo,COMMERCIO E INDUSTRIA,"Manifatture, merciarte, filati",520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Colombo Antonio,,Dolo,COMMERCIO E INDUSTRIA,"Manifatture, merciarte, filati",520,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Cadorn Antonio,,Dolo,COMMERCIO E INDUSTRIA,Maniscalchi,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Obretelli Luciano,,Dolo,COMMERCIO E INDUSTRIA,Maniscalchi,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Milanese Alberto Filippo,,Dolo,COMMERCIO E INDUSTRIA,Marmi greggi e lavorati,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Chino Ernesto,,Dolo,COMMERCIO E INDUSTRIA,Materassai e tappezzieri,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Rizzi Settimio,,Dolo,COMMERCIO E INDUSTRIA,Materassai e tappezzieri,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Sturalotto Fratelli,,Dolo,COMMERCIO E INDUSTRIA,Materiale elettrico,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Vulcano Guglielmo e Figli,,Dolo,COMMERCIO E INDUSTRIA,Materiale elettrico,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Zorzan Antonio,,Dolo,COMMERCIO E INDUSTRIA,Materiale elettrico,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Boato Giannino,,Dolo,COMMERCIO E INDUSTRIA,Materiale elettrico,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Rampazzo Natale,,Dolo,COMMERCIO E INDUSTRIA,Materiale elettrico,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Artusi Enrico,,Dolo,COMMERCIO E INDUSTRIA,Mediatori,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Bertoldo Angelo,,Dolo,COMMERCIO E INDUSTRIA,Mediatori,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Favaro Augusto,,Dolo,COMMERCIO E INDUSTRIA,Mediatori,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Guidolin Luigi,,Dolo,COMMERCIO E INDUSTRIA,Mediatori,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Lavorato Domenico,,Dolo,COMMERCIO E INDUSTRIA,Mediatori,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Novello Antonio,,Dolo,COMMERCIO E INDUSTRIA,Mediatori,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Zanopieri Gaetano,,Dolo,COMMERCIO E INDUSTRIA,Mediatori,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Zorzan Cesare,,Dolo,COMMERCIO E INDUSTRIA,Mediatori,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Coin Ernesto,,Dolo,COMMERCIO E INDUSTRIA,Mobili di lusso e comuni,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Bordìn Pietro,,Dolo,COMMERCIO E INDUSTRIA,Mobili in ferro,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Coin Ernestino,,Dolo,COMMERCIO E INDUSTRIA,Mobili in ferro,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Manusatti Antonio fu Paolo,,Dolo,COMMERCIO E INDUSTRIA,Mobili in ferro,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Gardellini Liorino,,Dolo,COMMERCIO E INDUSTRIA,Molinie e pilerie,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Simionato Orfeo,,Dolo,COMMERCIO E INDUSTRIA,Molinie e pilerie,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Martinello Arturo,,Dolo,COMMERCIO E INDUSTRIA,Officine meccaniche,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Fracasso Antonio,,Dolo,COMMERCIO E INDUSTRIA,Officine meccaniche,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Leocino Ernesto,,Dolo,COMMERCIO E INDUSTRIA,Officine meccaniche,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Fratelli Cerato,,Dolo,COMMERCIO E INDUSTRIA,Officine meccaniche,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Segato Giuseppe e figli,,Dolo,COMMERCIO E INDUSTRIA,Olio,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Grìgolo Giovanna in Balan,,Dolo,COMMERCIO E INDUSTRIA,"Ombrelli, bastoni, valigíerie",521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Ferrazzì Giovannì,,Dolo,COMMERCIO E INDUSTRIA,"Ombrelli, bastoni, valigíerie",521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Ciack Antonio,,Dolo,COMMERCIO E INDUSTRIA,"Orefici, orologiai",521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Vìn Mozzí,,Dolo,COMMERCIO E INDUSTRIA,"Orefici, orologiai",521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Fahsson Riccardo,,Dolo,COMMERCIO E INDUSTRIA,"Orefici, orologiai",521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Comettì Caterina,,Dolo,COMMERCIO E INDUSTRIA,Panifici,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Terribile Agostino,,Dolo,COMMERCIO E INDUSTRIA,Panifici,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Franzin Narciso,,Dolo,COMMERCIO E INDUSTRIA,Panifici,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Segato Antonio,,Dolo,COMMERCIO E INDUSTRIA,Panifici,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Cazarro Angelo,,Dolo,COMMERCIO E INDUSTRIA,Panifici,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Dani Emilio,,Dolo,COMMERCIO E INDUSTRIA,Panifici,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Desiderio Alessandro,,Dolo,COMMERCIO E INDUSTRIA,Panifici,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Scattin Luigi,,Dolo,COMMERCIO E INDUSTRIA,Pane (Rivendito),521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Salmaso Mario,,Dolo,COMMERCIO E INDUSTRIA,Pane (Rivendito),521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Zaramella Giuseppe,,Dolo,COMMERCIO E INDUSTRIA,Pasticcerie orefellerie,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Zanardo Gino,,Dolo,COMMERCIO E INDUSTRIA,Pasticcerie orefellerie,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Meneghelli Riccardo,,Dolo,COMMERCIO E INDUSTRIA,Pellami,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Ditta Segato Giovanni e Figli,,Dolo,COMMERCIO E INDUSTRIA,Pellami,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Meneghelli Riccardo,,Dolo,COMMERCIO E INDUSTRIA,Pellami (Negoziante),521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Comettì Caterina,,Dolo,COMMERCIO E INDUSTRIA,Pesa pubblica,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Naletto Fratelli,,Dolo,COMMERCIO E INDUSTRIA,Pesce fresco (Dettaglianti),521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Poleto Giovanni,,Dolo,COMMERCIO E INDUSTRIA,Pesce fresco (Dettaglianti),521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Poletto Pietro,,Dolo,COMMERCIO E INDUSTRIA,Pesce fresco (Dettaglianti),521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Baldan Gino,,Dolo,COMMERCIO E INDUSTRIA,"Petroliò, benzina",521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Gardellinì Spartaco,,Dolo,COMMERCIO E INDUSTRIA,"Petroliò, benzina",521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Cecchí Severino,,Dolo,COMMERCIO E INDUSTRIA,"Petroliò, benzina",521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Zebellin Angelo,,Dolo,COMMERCIO E INDUSTRIA,"Petroliò, benzina",521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Disaòri Antonio,,Dolo,COMMERCIO E INDUSTRIA,Pollerie (Dettaglianti),521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Cecchí Severino,,Dolo,COMMERCIO E INDUSTRIA,Prodotti e concimi chimici,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Conorzio Agrario della Provincia di Venezia,,Dolo,COMMERCIO E INDUSTRIA,Prodotti e concimi chimici,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Vescovì Mario,,Dolo,COMMERCIO E INDUSTRIA,Prodotti e concimi chimici,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Grìgòlo Giovanna in Balan,,Dolo,COMMERCIO E INDUSTRIA,Profumerie ed articoli per toilette,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Birello Francesco,,Dolo,COMMERCIO E INDUSTRIA,Profumerie ed articoli per toilette,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Fasolatto Francesco,,Dolo,COMMERCIO E INDUSTRIA,Rappresentante,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Ernu Edoardo,,Dolo,COMMERCIO E INDUSTRIA,Rigattieri,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Bettini Mario,,Dolo,COMMERCIO E INDUSTRIA,Sàsgina,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Novello Antonio,,Dolo,COMMERCIO E INDUSTRIA,Sàsgina,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Novello Armando,,Dolo,COMMERCIO E INDUSTRIA,Saponi,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Segatò Giuseppe e Figli,,Dolo,COMMERCIO E INDUSTRIA,Saponi,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Levorato Amelia,,Dolo,COMMERCIO E INDUSTRIA,Sartorie,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Marchiori Edigio,,Dolo,COMMERCIO E INDUSTRIA,Sartorie,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Masievzo Aldisio,,Dolo,COMMERCIO E INDUSTRIA,Sartorie,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Carraro Federico,,Dolo,COMMERCIO E INDUSTRIA,Sartorie,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Milanesi Alberto e Filippo,,Dolo,COMMERCIO E INDUSTRIA,"Scalpellini, marmisti",521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Novello Antonio,,Dolo,COMMERCIO E INDUSTRIA,Scopà (Fabbriche),521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Coletto Ilio,,Dolo,COMMERCIO E INDUSTRIA,Sellai,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Bacelle Giacomo,,Dolo,COMMERCIO E INDUSTRIA,Spedizioni e trasporti,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Munaro Ercole,,Dolo,COMMERCIO E INDUSTRIA,Spedizioni e trasporti,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Nalato Fratelli,,Dolo,COMMERCIO E INDUSTRIA,Spedizioni e trasporti,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Stocca Romeo,,Dolo,COMMERCIO E INDUSTRIA,Spedizioni e trasporti,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Bertolin Modesto,,Dolo,COMMERCIO E INDUSTRIA,Squerei,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Bado Eugenio,,Dolo,COMMERCIO E INDUSTRIA,Stalli,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Lovonato Luigi,,Dolo,COMMERCIO E INDUSTRIA,Stalli,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Lizzari O.,,Dolo,COMMERCIO E INDUSTRIA,Stalli,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Novo Valentino,,Dolo,COMMERCIO E INDUSTRIA,Stalli,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Monì Antonio,,Dolo,COMMERCIO E INDUSTRIA,Stalli,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Segato Annìbale,,Dolo,COMMERCIO E INDUSTRIA,Stalli,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Bortoletti Natalina,,Dolo,COMMERCIO E INDUSTRIA,Tabacchi (Rivendite) generi di Monòpolio dello Stato,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Comettì Caterina ved. Parolin,,Dolo,COMMERCIO E INDUSTRIA,Tabacchi (Rivendite) generi di Monòpolio dello Stato,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Fuaro Cesira,,Dolo,COMMERCIO E INDUSTRIA,Tabacchi (Rivendite) generi di Monòpolio dello Stato,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Gasparinì Luigia,,Dolo,COMMERCIO E INDUSTRIA,Tabacchi (Rivendite) generi di Monòpolio dello Stato,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Martiglion Mario,,Dolo,COMMERCIO E INDUSTRIA,Tabacchi (Rivendite) generi di Monòpolio dello Stato,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Masesto Ermenegilda,,Dolo,COMMERCIO E INDUSTRIA,Tabacchi (Rivendite) generi di Monòpolio dello Stato,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
Piva Albino,,Dolo,COMMERCIO E INDUSTRIA,Tabacchi (Rivendite) generi di Monòpolio dello Stato,521,outside_venice,True,dolo,7a,centroid_direct,No address — centroid for dolo,,False,45.421,12.0941
