occupation,frequency,cluster_id,category_name
Soffierie,2,1,"Fashion, textiles & personal goods retail"
Pellicceria,2,1,"Fashion, textiles & personal goods retail"
Sartoria e confezioni per uomo,2,1,"Fashion, textiles & personal goods retail"
merceria,2,1,"Fashion, textiles & personal goods retail"
cereria e prodotti affini,2,1,"Fashion, textiles & personal goods retail"
pelletterie,2,1,"Fashion, textiles & personal goods retail"
 cartoleria,2,1,"Fashion, textiles & personal goods retail"
rappresentante calzature,2,1,"Fashion, textiles & personal goods retail"
"oreficeria, gioielleria",2,1,"Fashion, textiles & personal goods retail"
rappresentante tessuti confezioni,2,1,"Fashion, textiles & personal goods retail"
rappresentante profumi,2,1,"Fashion, textiles & personal goods retail"
Manifatture,2,1,"Fashion, textiles & personal goods retail"
sartoria da uomo,2,1,"Fashion, textiles & personal goods retail"
sartoria uomo,2,1,"Fashion, textiles & personal goods retail"
confezioni per bambini,2,1,"Fashion, textiles & personal goods retail"
merletti e ricami,2,1,"Fashion, textiles & personal goods retail"
Riparazioni calzature e capelli,2,1,"Fashion, textiles & personal goods retail"
"fiori, piante e sementi",2,1,"Fashion, textiles & personal goods retail"
rappresentante articoli casalinghi,2,1,"Fashion, textiles & personal goods retail"
maglieria (negozio),2,1,"Fashion, textiles & personal goods retail"
giornali rivendita,2,1,"Fashion, textiles & personal goods retail"
abbigliamento,2,1,"Fashion, textiles & personal goods retail"
"Mercerie, Filati e Affini",2,1,"Fashion, textiles & personal goods retail"
"Fiori, Piante e Sementi",2,1,"Fashion, textiles & personal goods retail"
Sarto,2,1,"Fashion, textiles & personal goods retail"
Camicerie,1,1,"Fashion, textiles & personal goods retail"
Abbigliamento per bambini e ragazzi,1,1,"Fashion, textiles & personal goods retail"
Magazzini della Gomma,1,1,"Fashion, textiles & personal goods retail"
Biancheria per Signora,1,1,"Fashion, textiles & personal goods retail"
Calzoleria,1,1,"Fashion, textiles & personal goods retail"
Camicie da uomo,1,1,"Fashion, textiles & personal goods retail"
Carte e Stracci per Cartiere,1,1,"Fashion, textiles & personal goods retail"
CANCELLERIA CARTA E CARTONI,1,1,"Fashion, textiles & personal goods retail"
Confezioni per Signora,1,1,"Fashion, textiles & personal goods retail"
Copisterie,1,1,"Fashion, textiles & personal goods retail"
"Stabilimento Serico Velluti, Soprarizzi, Broccati, Damaschi per Arredamento e chiesa. Passamanterie.",1,1,"Fashion, textiles & personal goods retail"
Commercio Filande per la trattatura della seta,1,1,"Fashion, textiles & personal goods retail"
Lanerìe e seterie,1,1,"Fashion, textiles & personal goods retail"
"Ricami artisti a mano, Laboratorio proprio, Negozio di vendita",1,1,"Fashion, textiles & personal goods retail"
FABBRICA,1,1,"Fashion, textiles & personal goods retail"
Modelli abiti signora,1,1,"Fashion, textiles & personal goods retail"
Confezioni Pelliccerie,1,1,"Fashion, textiles & personal goods retail"
Prodotti coloranti,1,1,"Fashion, textiles & personal goods retail"
Prodotti tessili,1,1,"Fashion, textiles & personal goods retail"
Lavorazione profumerie,1,1,"Fashion, textiles & personal goods retail"
"Biancheria fine per signora finita e su commissioni, Corredi, Ricami a mano, di fronte Hotel Bonvecchiati",1,1,"Fashion, textiles & personal goods retail"
Deposito stoffe,1,1,"Fashion, textiles & personal goods retail"
Utensili e utensileria in genere,1,1,"Fashion, textiles & personal goods retail"
maglieria,1,1,"Fashion, textiles & personal goods retail"
Pellicce e Confezioni per Signora,1,1,"Fashion, textiles & personal goods retail"
carpenterie,1,1,"Fashion, textiles & personal goods retail"
cotoleria,1,1,"Fashion, textiles & personal goods retail"
linge rie e maglierie,1,1,"Fashion, textiles & personal goods retail"
Parrucchiere per signora,1,1,"Fashion, textiles & personal goods retail"
Merceria,1,1,"Fashion, textiles & personal goods retail"
maglierie negozio,1,1,"Fashion, textiles & personal goods retail"
lingerie,1,1,"Fashion, textiles & personal goods retail"
rappresentante cicli e accessori,1,1,"Fashion, textiles & personal goods retail"
Succ. Ditta Perissinotto Giuseppe di Nicola Qualsiasi lavoro in fiori,1,1,"Fashion, textiles & personal goods retail"
parrucchiere per signora e berbiere,1,1,"Fashion, textiles & personal goods retail"
carta e stracci per cartiere,1,1,"Fashion, textiles & personal goods retail"
pelle (lavor.e commercio),1,1,"Fashion, textiles & personal goods retail"
confezioni Varie,1,1,"Fashion, textiles & personal goods retail"
abiti confezioni,1,1,"Fashion, textiles & personal goods retail"
calzificio,1,1,"Fashion, textiles & personal goods retail"
macellaeria,1,1,"Fashion, textiles & personal goods retail"
calzaturaio,1,1,"Fashion, textiles & personal goods retail"
micelleria,1,1,"Fashion, textiles & personal goods retail"
Uff. di Magazzino,1,1,"Fashion, textiles & personal goods retail"
Abbigliamento per Bambini e Ragazzi,1,1,"Fashion, textiles & personal goods retail"
Sarto Da Uomo,1,1,"Fashion, textiles & personal goods retail"
Parrucchiere per Signora,1,1,"Fashion, textiles & personal goods retail"
cartoleria profumeria,1,1,"Fashion, textiles & personal goods retail"
coltelleria e arrotini,1,1,"Fashion, textiles & personal goods retail"
drogherie,1,1,"Fashion, textiles & personal goods retail"
macchine da cucire e accessori,1,1,"Fashion, textiles & personal goods retail"
calzaturifico,1,1,"Fashion, textiles & personal goods retail"
pizzi e ricami,1,1,"Fashion, textiles & personal goods retail"
"« Biasetto », mercerie, fliati e affini",1,1,"Fashion, textiles & personal goods retail"
mercegie pellicceria,1,1,"Fashion, textiles & personal goods retail"
profumeria e parrucchiere per signora,1,1,"Fashion, textiles & personal goods retail"
"orificeria, gioielleria",1,1,"Fashion, textiles & personal goods retail"
carrozzeria,1,1,"Fashion, textiles & personal goods retail"
 Tessuti,1,1,"Fashion, textiles & personal goods retail"
"Mercerie, filati e affini",1,1,"Fashion, textiles & personal goods retail"
Lavanderia e Stireria,1,1,"Fashion, textiles & personal goods retail"
manifattura,1,1,"Fashion, textiles & personal goods retail"
Confezioni per signora,1,1,"Fashion, textiles & personal goods retail"
perle (lavorie i commercio),1,1,"Fashion, textiles & personal goods retail"
"Alla Città di Scbio, Tessuti",1,1,"Fashion, textiles & personal goods retail"
Abbigliamento uomo,1,1,"Fashion, textiles & personal goods retail"
pelletterie (negozio),1,1,"Fashion, textiles & personal goods retail"
Tipografia; Cartoleria,1,1,"Fashion, textiles & personal goods retail"
Confezioni,1,1,"Fashion, textiles & personal goods retail"
Mobili (negozio); Cartoleria,1,1,"Fashion, textiles & personal goods retail"
Lingerie e maglie-ig.,1,1,"Fashion, textiles & personal goods retail"
Mod.; Pellicerie,1,1,"Fashion, textiles & personal goods retail"
lanerie e seterie,1,1,"Fashion, textiles & personal goods retail"
maniffatura e,1,1,"Fashion, textiles & personal goods retail"
faiegrieria,1,1,"Fashion, textiles & personal goods retail"
Pelletterie,1,1,"Fashion, textiles & personal goods retail"
 gioieileria,1,1,"Fashion, textiles & personal goods retail"
pellicceria tessuti,1,1,"Fashion, textiles & personal goods retail"
lavaderia e stierira,1,1,"Fashion, textiles & personal goods retail"
"rappresentante, filati",1,1,"Fashion, textiles & personal goods retail"
"articoli casalinghi, cartoleria",1,1,"Fashion, textiles & personal goods retail"
"merceire, filati e affini",1,1,"Fashion, textiles & personal goods retail"
lingería e maglierie mercerie filati,1,1,"Fashion, textiles & personal goods retail"
"confezioni per uomo, impermanefili lingerie e maglierie",1,1,"Fashion, textiles & personal goods retail"
mercerie filati,1,1,"Fashion, textiles & personal goods retail"
cererie e prodotti affini,1,1,"Fashion, textiles & personal goods retail"
"Confezioni Pellicceria, Deposito Pelli",1,1,"Fashion, textiles & personal goods retail"
"detergenti, saponi, affini",1,1,"Fashion, textiles & personal goods retail"
sartola confezioni per uomo,1,1,"Fashion, textiles & personal goods retail"
"Rappresentante tessuti, confezioni, liniti",1,1,"Fashion, textiles & personal goods retail"
"Specialità venoziane, pelletterie",1,1,"Fashion, textiles & personal goods retail"
"Legnime, mercerie, filat e affini",1,1,"Fashion, textiles & personal goods retail"
calzaturficio,1,1,"Fashion, textiles & personal goods retail"
"Magasin de Paris, Sartoria, Confezioni e Lingerie di Lusso",1,1,"Fashion, textiles & personal goods retail"
stoffine e tessuti,1,1,"Fashion, textiles & personal goods retail"
vendita di saponi,1,1,"Fashion, textiles & personal goods retail"
perle (produtt. e commercio),1,1,"Fashion, textiles & personal goods retail"
mercerie e filati,1,1,"Fashion, textiles & personal goods retail"
"mercerie, afiat e affini",1,1,"Fashion, textiles & personal goods retail"
manifatture tessuti,1,1,"Fashion, textiles & personal goods retail"
"cartoleria, libreria",1,1,"Fashion, textiles & personal goods retail"
"terrazze porcellane, detersivi, saponi, affini (vendita)",1,1,"Fashion, textiles & personal goods retail"
fiori piante e sementi,1,1,"Fashion, textiles & personal goods retail"
modista,1,1,"Fashion, textiles & personal goods retail"
parruccchiere per signora,1,1,"Fashion, textiles & personal goods retail"
tappeti (negozio),1,1,"Fashion, textiles & personal goods retail"
Sarto da Uomo,1,1,"Fashion, textiles & personal goods retail"
Rappresentante tessuti,1,1,"Fashion, textiles & personal goods retail"
"prodotti antisettícu-genici, inchiostri",1,1,"Fashion, textiles & personal goods retail"
sarta; e a confezioni per bambini,1,1,"Fashion, textiles & personal goods retail"
mercerie filati ed affini,1,1,"Fashion, textiles & personal goods retail"
lavanderia e stalleria,1,1,"Fashion, textiles & personal goods retail"
maglieria biancheria (negozio),1,1,"Fashion, textiles & personal goods retail"
forniture,1,1,"Fashion, textiles & personal goods retail"
"cartoleria, tabaccheria",1,1,"Fashion, textiles & personal goods retail"
"merce nelia, filati e affini",1,1,"Fashion, textiles & personal goods retail"
"merce-ria, filati e affini",1,1,"Fashion, textiles & personal goods retail"
"argenteria, oreficeria, gioiellerie",1,1,"Fashion, textiles & personal goods retail"
"orologeria, oreficeria, gioielleri",1,1,"Fashion, textiles & personal goods retail"
"perle (produtt, e commercio)",1,1,"Fashion, textiles & personal goods retail"
tintoria puliture a secco,1,1,"Fashion, textiles & personal goods retail"
ab. bigliamento,1,1,"Fashion, textiles & personal goods retail"
Tessuti stampati e arti etici,1,1,"Fashion, textiles & personal goods retail"
Ditta Cecchetti Pradel & C.,1,1,"Fashion, textiles & personal goods retail"
Sartoria e Confezioni per Signore,1,1,"Fashion, textiles & personal goods retail"
Cartoleria Chinaglierie,1,1,"Fashion, textiles & personal goods retail"
Maglieria (negozio),1,1,"Fashion, textiles & personal goods retail"
Tossenti filati,1,1,"Fashion, textiles & personal goods retail"
Laboratorio Fiale,1,1,"Fashion, textiles & personal goods retail"
"seterie, merletti e ricami",1,1,"Fashion, textiles & personal goods retail"
"Ferramenta, Utensileria, Articoli casalinghi",1,1,"Fashion, textiles & personal goods retail"
rappresentante articoli casalinghici,1,1,"Fashion, textiles & personal goods retail"
pelle (lavor. e commercio),1,1,"Fashion, textiles & personal goods retail"
concerie e pelli,1,1,"Fashion, textiles & personal goods retail"
coltelleria,1,1,"Fashion, textiles & personal goods retail"
modelli abiti signore,1,1,"Fashion, textiles & personal goods retail"
Manifattura Tabacchi,1,1,"Fashion, textiles & personal goods retail"
tintoria e pulitura a secco,1,1,"Fashion, textiles & personal goods retail"
saddlery,1,1,"Fashion, textiles & personal goods retail"
perfumery,1,1,"Fashion, textiles & personal goods retail"
laundry and ironing,1,1,"Fashion, textiles & personal goods retail"
sewing goods,1,1,"Fashion, textiles & personal goods retail"
dressmaker,1,1,"Fashion, textiles & personal goods retail"
barbiere | Pescheria,1,1,"Fashion, textiles & personal goods retail"
sartoria e confezioni,1,1,"Fashion, textiles & personal goods retail"
lavanderia e stirerie,1,1,"Fashion, textiles & personal goods retail"
Giornali (rivendita),1,1,"Fashion, textiles & personal goods retail"
lingerie e maglieric,1,1,"Fashion, textiles & personal goods retail"
profumi e affini (fab. brcia),1,1,"Fashion, textiles & personal goods retail"
sarto a uomo,1,1,"Fashion, textiles & personal goods retail"
Laboratorio di Merceologia e Museo merceologico,1,1,Education & academic institutions
Imballaggi,1,1,"Fashion, textiles & personal goods retail"
Ditta Cecchiotti,1,1,"Fashion, textiles & personal goods retail"
Industria editoriale San Fantin,1,1,"Fashion, textiles & personal goods retail"
scatole carta cartoni ed affini,1,1,"Fashion, textiles & personal goods retail"
"stoffe, tessuti, lingerie e maglierie",1,1,"Fashion, textiles & personal goods retail"
Stoffe per arredamenti,1,1,"Fashion, textiles & personal goods retail"
Colletlico Italialee,1,1,"Fashion, textiles & personal goods retail"
"Guanti, Pizzi, Ricami a mano, Esportazione",1,1,"Fashion, textiles & personal goods retail"
Articoli imballaggi di cellulosa,1,1,"Fashion, textiles & personal goods retail"
 tessuti seterie e affini,1,1,"Fashion, textiles & personal goods retail"
abiti confezionati,1,1,"Fashion, textiles & personal goods retail"
stoffe tessuti,1,1,"Fashion, textiles & personal goods retail"
macchine per cucire,1,1,"Fashion, textiles & personal goods retail"
articoli igienici,1,1,"Fashion, textiles & personal goods retail"
argenteria orologeria,1,1,"Fashion, textiles & personal goods retail"
"stoffe per arredamenti, tendeaggi e tappezzi, Filiali a Roma, Milano, Torino, Firenze",1,1,"Fashion, textiles & personal goods retail"
tendaggi e tappeti,1,1,"Fashion, textiles & personal goods retail"
Stampa,1,1,"Fashion, textiles & personal goods retail"
sartoria e confezioni per signorа,1,1,"Fashion, textiles & personal goods retail"
lavandera e stireira,1,1,"Fashion, textiles & personal goods retail"
Stole e tessuti,1,1,"Fashion, textiles & personal goods retail"
botigli°eria,1,1,"Fashion, textiles & personal goods retail"
Mercerie filati e affini,1,1,"Fashion, textiles & personal goods retail"
Fiori piante e sementi,1,1,"Fashion, textiles & personal goods retail"
 pelletterie,1,1,"Fashion, textiles & personal goods retail"
 confezioni,1,1,"Fashion, textiles & personal goods retail"
gioiellera (rivendita),1,1,"Fashion, textiles & personal goods retail"
parrucchiera per signora,1,1,"Fashion, textiles & personal goods retail"
"mercierie, lingere, maglierie ed affini",1,1,"Fashion, textiles & personal goods retail"
Forniture complete mobili e accessori per ufficio,1,1,"Fashion, textiles & personal goods retail"
Forniture,1,1,"Fashion, textiles & personal goods retail"
Presidente,44,2,"Governance, civic administration & institutional titles"
Consigliere,39,2,"Governance, civic administration & institutional titles"
Segretario,35,2,"Governance, civic administration & institutional titles"
Direttore,34,2,"Governance, civic administration & institutional titles"
Consigliere Municipale,24,2,"Governance, civic administration & institutional titles"
Consiglieri,17,2,"Governance, civic administration & institutional titles"
rappresentante,17,2,"Governance, civic administration & institutional titles"
Membri effettivi,17,2,"Governance, civic administration & institutional titles"
Consiglio di Amministrazione,15,2,"Governance, civic administration & institutional titles"
Arciprete-parroco,13,2,"Governance, civic administration & institutional titles"
Deputato,10,2,"Governance, civic administration & institutional titles"
Vicario,10,2,"Governance, civic administration & institutional titles"
Vice Presidente,9,2,"Governance, civic administration & institutional titles"
Rettore,9,2,"Governance, civic administration & institutional titles"
vice direttore,9,2,"Governance, civic administration & institutional titles"
professore,9,2,"Governance, civic administration & institutional titles"
Consiglio Direttivo,9,2,"Governance, civic administration & institutional titles"
Comitato esecutivo,8,2,"Governance, civic administration & institutional titles"
Uffici Centrali,8,2,"Governance, civic administration & institutional titles"
Componenti il Consiglio Direttivo,8,2,"Governance, civic administration & institutional titles"
vicario,7,2,"Governance, civic administration & institutional titles"
Assistente incaricato,7,2,"Governance, civic administration & institutional titles"
Commissario,6,2,"Governance, civic administration & institutional titles"
Sindaci,6,2,"Governance, civic administration & institutional titles"
Vice Direttore,6,2,"Governance, civic administration & institutional titles"
Membri supplenti,6,2,"Governance, civic administration & institutional titles"
Dirigente,5,2,"Governance, civic administration & institutional titles"
Provveditore agli studi (reggente),5,2,"Governance, civic administration & institutional titles"
Assistente,5,2,"Governance, civic administration & institutional titles"
Ispettore Capo,5,2,"Governance, civic administration & institutional titles"
Membro effettivo,5,2,"Governance, civic administration & institutional titles"
Sindaco,4,2,"Governance, civic administration & institutional titles"
Banco di Roma vice direttore,4,2,"Governance, civic administration & institutional titles"
rappresentante varie,4,2,"Governance, civic administration & institutional titles"
Archivista,4,2,"Governance, civic administration & institutional titles"
Comandante,4,2,"Governance, civic administration & institutional titles"
Ispettori di l.a cl.,4,2,"Governance, civic administration & institutional titles"
Personale degli Uffici - Segreteria della Sezione di Economia e Commercio,4,2,"Governance, civic administration & institutional titles"
Comitato di Venezia,3,2,"Governance, civic administration & institutional titles"
Condirettore,3,2,"Governance, civic administration & institutional titles"
Insegnante,3,2,"Governance, civic administration & institutional titles"
Pretore della Pretura Civile e Penale,3,2,"Governance, civic administration & institutional titles"
Ispettore,3,2,"Governance, civic administration & institutional titles"
Capo Divisione,3,2,"Governance, civic administration & institutional titles"
Ispett. Capo,3,2,"Governance, civic administration & institutional titles"
Rappresentanza del Consiglio di Facoltà,3,2,"Governance, civic administration & institutional titles"
Personale degli Uffici - Segreteria della Sezione di Lingue e letterature straniere,3,2,"Governance, civic administration & institutional titles"
Amministratore,3,2,"Governance, civic administration & institutional titles"
Titolare Procuratore,3,2,"Governance, civic administration & institutional titles"
Segretario Generale,2,2,"Governance, civic administration & institutional titles"
Comm. Capo,2,2,"Governance, civic administration & institutional titles"
Ispettore Compartimentale,2,2,"Governance, civic administration & institutional titles"
Direttore Amm.,2,2,"Governance, civic administration & institutional titles"
Sindaco Revisore,2,2,"Governance, civic administration & institutional titles"
Direttore Tecnico Prov. per il Tiro a Volo,2,2,"Governance, civic administration & institutional titles"
Collaboratore Tecnico FIGB,2,2,"Governance, civic administration & institutional titles"
Altri Consolati aventi giurisdizione sulla Regione Veneta,2,2,"Governance, civic administration & institutional titles"
Sovrintendente,2,2,"Governance, civic administration & institutional titles"
Direttrice,2,2,"Governance, civic administration & institutional titles"
signor,2,2,"Governance, civic administration & institutional titles"
Direttore responsabile,2,2,"Governance, civic administration & institutional titles"
Vice Segretario,2,2,"Governance, civic administration & institutional titles"
Vice Pres.,2,2,"Governance, civic administration & institutional titles"
Assitenza,2,2,"Governance, civic administration & institutional titles"
rappresentanti,2,2,"Governance, civic administration & institutional titles"
Medico Provinciale,2,2,"Governance, civic administration & institutional titles"
Soprintendente,2,2,"Governance, civic administration & institutional titles"
segretario,2,2,"Governance, civic administration & institutional titles"
Consigliere (TELVE),2,2,"Governance, civic administration & institutional titles"
Questore,2,2,"Governance, civic administration & institutional titles"
Deputato dell'Amministrazione della Provincia,2,2,"Governance, civic administration & institutional titles"
Vice Comm.,2,2,"Governance, civic administration & institutional titles"
Capo ufficio,2,2,"Governance, civic administration & institutional titles"
Ispettori Principali,2,2,"Governance, civic administration & institutional titles"
Coadiutore,2,2,"Governance, civic administration & institutional titles"
Membro supplente,2,2,"Governance, civic administration & institutional titles"
Membro di diritto,2,2,"Governance, civic administration & institutional titles"
Addetto,2,2,"Governance, civic administration & institutional titles"
Capitano di P.S. in S.P.E.,2,2,"Governance, civic administration & institutional titles"
Ispettori Capi,2,2,"Governance, civic administration & institutional titles"
Sindaci supplenti.,2,2,"Governance, civic administration & institutional titles"
Vice Segretario Generale,1,2,"Governance, civic administration & institutional titles"
Primo Segretario,1,2,"Governance, civic administration & institutional titles"
Ragioniere capo,1,2,"Governance, civic administration & institutional titles"
Incaricato della supplenza del Presidente del Tribunale di Venezia,1,2,"Governance, civic administration & institutional titles"
Consigliere Corte Appello,1,2,"Governance, civic administration & institutional titles"
Ingegnere Capo,1,2,"Governance, civic administration & institutional titles"
Vice Comnissario Amm.vo,1,2,"Governance, civic administration & institutional titles"
Gestore,1,2,"Governance, civic administration & institutional titles"
Capo Ufficio,1,2,"Governance, civic administration & institutional titles"
Direttore Regionale,1,2,"Governance, civic administration & institutional titles"
Segretario Regionale,1,2,"Governance, civic administration & institutional titles"
Direttore della Sede,1,2,"Governance, civic administration & institutional titles"
Ispettore Compartimentale Amministrativo per le Tre Venezie,1,2,"Governance, civic administration & institutional titles"
Reggente,1,2,"Governance, civic administration & institutional titles"
Capo dei Servizi Sanitari,1,2,"Governance, civic administration & institutional titles"
Membro commissione,1,2,"Governance, civic administration & institutional titles"
Delegato sportivo prov.,1,2,"Governance, civic administration & institutional titles"
Direttore Tecnico Provinciale per l'attività Nautica,1,2,"Governance, civic administration & institutional titles"
Direttore Tecnico Prov. per l'Atletica Leggera e Tiro alla Fune,1,2,"Governance, civic administration & institutional titles"
Direttore Tecnico Prov. per il Tamburello - Palla a volo e Pallone a bracciale,1,2,"Governance, civic administration & institutional titles"
Direttore Tecnico Prov. FIGB,1,2,"Governance, civic administration & institutional titles"
Presidente Gruppo Prov. Arbitri della F. I G. B.,1,2,"Governance, civic administration & institutional titles"
Vice Console onorario,1,2,"Governance, civic administration & institutional titles"
Console onorario,1,2,"Governance, civic administration & institutional titles"
Direttore onor.,1,2,"Governance, civic administration & institutional titles"
Distribuitore capo,1,2,"Governance, civic administration & institutional titles"
Vice direttore,1,2,"Governance, civic administration & institutional titles"
Assistente alla direzione,1,2,"Governance, civic administration & institutional titles"
Assistente alla direzione biblioteca,1,2,"Governance, civic administration & institutional titles"
Comitato di Amministrazione,1,2,"Governance, civic administration & institutional titles"
"Uffici Centrali, Aiutanti tecnici",1,2,"Governance, civic administration & institutional titles"
Cancellista capo,1,2,"Governance, civic administration & institutional titles"
Vice tesoriere,1,2,"Governance, civic administration & institutional titles"
Vice Economo,1,2,"Governance, civic administration & institutional titles"
Medico dirigente,1,2,"Governance, civic administration & institutional titles"
"Ispettore Onorario, prof. Amedeo Gottardi",1,2,"Governance, civic administration & institutional titles"
Medico direttore,1,2,"Governance, civic administration & institutional titles"
Medico di Sez.,1,2,"Governance, civic administration & institutional titles"
Primo Procuratore di Chiesa,1,2,"Governance, civic administration & institutional titles"
Agente principale della Società Autori ed Editori della Agenzia di Venezia,1,2,"Governance, civic administration & institutional titles"
Segretario Tesoriere,1,2,"Governance, civic administration & institutional titles"
Addetto Provinciale,1,2,"Governance, civic administration & institutional titles"
Sede: Regionale e Provinciale,1,2,"Governance, civic administration & institutional titles"
Segretario Politico,1,2,"Governance, civic administration & institutional titles"
Vice Segretario Politico,1,2,"Governance, civic administration & institutional titles"
Segretario Amministrativo,1,2,"Governance, civic administration & institutional titles"
Segretario Federazione Provinciale,1,2,"Governance, civic administration & institutional titles"
Vice Segretario Provinciale,1,2,"Governance, civic administration & institutional titles"
Segretario amministrativo,1,2,"Governance, civic administration & institutional titles"
Funzionario concetto,1,2,"Governance, civic administration & institutional titles"
Gerente Baldi Antonio,1,2,"Governance, civic administration & institutional titles"
di Guido Rusconi,1,2,"Governance, civic administration & institutional titles"
"Consiglio di Amministrazione: Presidente Giovanni Scaramanga di Altomonte; Vice Presidente: cav. di gr. cr. ing. dr. Luigi Macalina; Consiglieri comm. dr. Rodolfo Bernardi; comm. dott. Pardè Formentini; avv. Bruno Forti conte Mario Moretti; dott. Mario Valenti. nuzzi. - Collegio dei Sindaci: gr. uff. rag. Amedeo Fracassi; gr. uff. dott, Cesare Cichi; dott. Girolamo Manzutto; dott. Mario Renzi; dr. rag. Antonio Tedeschi. Direttore Generale: gr. uff. cap. Guido Cosulich, - Sede di Venezia, Direzione ed ufficio merci: Piazza S. Marco. Direttore della sede di Venezia: Com.te, cav. uff, Filibert Francesco.",1,2,"Governance, civic administration & institutional titles"
Comandante Legione Terr. della Guardia di Finanza,1,2,"Governance, civic administration & institutional titles"
Capo rip. personale Polrvice dello Stato,1,2,"Governance, civic administration & institutional titles"
Ingegner Capo del Corpo del Genio Civile,1,2,"Governance, civic administration & institutional titles"
Direttore Ass,1,2,"Governance, civic administration & institutional titles"
Capo Servizio Sez. Deposito Franco,1,2,"Governance, civic administration & institutional titles"
Ispettore Divisione S. Lucia,1,2,"Governance, civic administration & institutional titles"
Rappresentante cingalmerie,1,2,"Governance, civic administration & institutional titles"
Cassiere Banca Nazionale del Lavoro,1,2,"Governance, civic administration & institutional titles"
Commissariato,1,2,"Governance, civic administration & institutional titles"
Impresario Edile,1,2,"Governance, civic administration & institutional titles"
Consigliere Segr.,1,2,"Governance, civic administration & institutional titles"
Banco di Roma condirettore,1,2,"Governance, civic administration & institutional titles"
Direttore Banco San Marco,1,2,"Governance, civic administration & institutional titles"
Capo Divisione prima,1,2,"Governance, civic administration & institutional titles"
deputato Amminist. della Provincia,1,2,"Governance, civic administration & institutional titles"
Procuratore Tribunale dei Minorenni,1,2,"Governance, civic administration & institutional titles"
"Uff. Supelivo - Addetto, Legione Ferr. della Guardia di Finanza",1,2,"Governance, civic administration & institutional titles"
Procuratore presso la Corte d’Appello,1,2,"Governance, civic administration & institutional titles"
Direttore Banqueca Veneziana di Cprediti e Conti Corrrenti,1,2,"Governance, civic administration & institutional titles"
"Ispettore, Materiale e Trazione, Ferrovie dello Stato, Direzione",1,2,"Governance, civic administration & institutional titles"
Capo Uff. Amministrazione,1,2,"Governance, civic administration & institutional titles"
capitano,1,2,"Governance, civic administration & institutional titles"
V. Direttore,1,2,"Governance, civic administration & institutional titles"
Vice Presidente Deputazione Provinciale dell’Amministrazione della Provincia,1,2,"Governance, civic administration & institutional titles"
Relatore Comando di Legione Guardia di Finanza,1,2,"Governance, civic administration & institutional titles"
"Vice Direttore, Banco di Napoli, ",1,2,"Governance, civic administration & institutional titles"
"Segetarjo Capo Uff. Impianti Elettrici e di Segnalamento, Ferrovie dello Stato, Direzione S. Lucia",1,2,"Governance, civic administration & institutional titles"
Presidente di Sez.,1,2,"Governance, civic administration & institutional titles"
Legione Territ. Guardia di Finanza di Marghera,1,2,"Governance, civic administration & institutional titles"
Vicc. Presid. Club Alpino Italiano,1,2,"Governance, civic administration & institutional titles"
Dep. Fornaggi,1,2,"Governance, civic administration & institutional titles"
applicato segreteria Istituto Universitario di Aretich.,1,2,"Governance, civic administration & institutional titles"
Presidente Tribunale Civile e Penale,1,2,"Governance, civic administration & institutional titles"
Sostituto Proc.,1,2,"Governance, civic administration & institutional titles"
"vicario S. Leone, (S. Lio)",1,2,"Governance, civic administration & institutional titles"
"Amministratore, Medio acg. dr. Ulisse Camalfi, Consulente ordinario dr. Tancredi Cortei",1,2,"Governance, civic administration & institutional titles"
Direttore Banca d'A. mercica e d'Italia,1,2,"Governance, civic administration & institutional titles"
Com. Esecutivo della Cam. Conf. del lavoro,1,2,"Governance, civic administration & institutional titles"
Segretaria della Camera Conf. del Lavoro,1,2,"Governance, civic administration & institutional titles"
"Vice Cam. dirigente ""Commissariato di Castello""",1,2,"Governance, civic administration & institutional titles"
"Amministrazione della Provincia, Economo Provinciale",1,2,"Governance, civic administration & institutional titles"
"Vice Presd. Società Canottieri, Numero 5576-A",1,2,"Governance, civic administration & institutional titles"
Cassiere Principale Banca di Napoli,1,2,"Governance, civic administration & institutional titles"
Ing. Capo Ufficio Tecnico dell’Amministrazione del Provincia,1,2,"Governance, civic administration & institutional titles"
rappresentante assicurazioni,1,2,"Governance, civic administration & institutional titles"
Direttore Consorzio Agrario Cooperativo,1,2,"Governance, civic administration & institutional titles"
Vice comm. Agg. dirigente Commissariato di,1,2,"Governance, civic administration & institutional titles"
Professore,1,2,"Governance, civic administration & institutional titles"
"Revisore Ufficiale dei Conti, Amministratore Giudiziario",1,2,"Governance, civic administration & institutional titles"
Capo uff. Trasmissioni,1,2,"Governance, civic administration & institutional titles"
Questura,1,2,"Governance, civic administration & institutional titles"
Ispettore Capo Ufficio scritture,1,2,"Governance, civic administration & institutional titles"
"Addetto ""Consigliere""",1,2,"Governance, civic administration & institutional titles"
Comandante Comando Gruppo Agenti P. Sicurezza,1,2,"Governance, civic administration & institutional titles"
sindaco supplente,1,2,"Governance, civic administration & institutional titles"
Vicario S. Sofia,1,2,"Governance, civic administration & institutional titles"
Segretario Tribunale dei Minorenni,1,2,"Governance, civic administration & institutional titles"
Uff. pagat. Legione Territ. Guardia di Finanza,1,2,"Governance, civic administration & institutional titles"
Consigliere Ospedale Civile,1,2,"Governance, civic administration & institutional titles"
