canonical_label,frequency,cluster_id,category_name
Various clothing,7,2,"Fashion, textiles & personal goods retail"
laundries,7,2,"Fashion, textiles & personal goods retail"
Textile manufacturing,7,2,"Fashion, textiles & personal goods retail"
Fur Trade,6,2,"Fashion, textiles & personal goods retail"
Leather Trade,6,2,"Fashion, textiles & personal goods retail"
Beads and Trimmings,6,2,"Fashion, textiles & personal goods retail"
fabrics and textiles,6,2,"Fashion, textiles & personal goods retail"
Silk Trade,6,2,"Fashion, textiles & personal goods retail"
Sewing Machines and Accessories,6,2,"Fashion, textiles & personal goods retail"
haberdashery and yarn,5,2,"Fashion, textiles & personal goods retail"
Second-hand goods,5,2,"Fashion, textiles & personal goods retail"
yarn and fibers,5,2,"Fashion, textiles & personal goods retail"
Tailor,5,2,"Fashion, textiles & personal goods retail"
bookbinding,5,2,"Fashion, textiles & personal goods retail"
Leather goods,5,2,"Fashion, textiles & personal goods retail"
Leather Goods,5,2,"Fashion, textiles & personal goods retail"
Mattress makers,5,2,"Fashion, textiles & personal goods retail"
furniture,4,2,"Fashion, textiles & personal goods retail"
Haberdashery,4,2,"Fashion, textiles & personal goods retail"
Sack manufacturing,4,2,"Fashion, textiles & personal goods retail"
Rags,4,2,"Fashion, textiles & personal goods retail"
Men's tailoring,4,2,"Fashion, textiles & personal goods retail"
Venetian hat factory,4,2,"Fashion, textiles & personal goods retail"
millinery,4,2,"Fashion, textiles & personal goods retail"
Tailoring for men,4,2,"Fashion, textiles & personal goods retail"
Dyeing and dry cleaning,4,2,"Fashion, textiles & personal goods retail"
Silk Factories,4,2,"Fashion, textiles & personal goods retail"
Paper Mills,4,2,"Fashion, textiles & personal goods retail"
Bridal Accessories,4,2,"Fashion, textiles & personal goods retail"
Slippers,4,2,"Fashion, textiles & personal goods retail"
tailoring,4,2,"Fashion, textiles & personal goods retail"
clothing,4,2,"Fashion, textiles & personal goods retail"
Luggage and leather goods,4,2,"Fashion, textiles & personal goods retail"
linens,3,2,"Fashion, textiles & personal goods retail"
Hemp and Linen,3,2,"Fashion, textiles & personal goods retail"
Hosiery,3,2,"Fashion, textiles & personal goods retail"
knitwear shop,3,2,"Fashion, textiles & personal goods retail"
furrier,3,2,"Fashion, textiles & personal goods retail"
Men's Clothing,3,2,"Fashion, textiles & personal goods retail"
upholstery fabrics,3,2,"Fashion, textiles & personal goods retail"
second-hand furniture,3,2,"Fashion, textiles & personal goods retail"
Wholesale Yarns,3,2,"Fashion, textiles & personal goods retail"
Ropes and Twines,3,2,"Fashion, textiles & personal goods retail"
Silk weaving,3,2,"Fashion, textiles & personal goods retail"
sporting goods,3,2,"Fashion, textiles & personal goods retail"
shoemaker,3,2,"Fashion, textiles & personal goods retail"
Shoe and hat repairs,3,2,"Fashion, textiles & personal goods retail"
Furniture manufacturing,3,2,"Fashion, textiles & personal goods retail"
textile representative,3,2,"Fashion, textiles & personal goods retail"
yarn,3,2,"Fashion, textiles & personal goods retail"
Textiles and fabrics,2,2,"Fashion, textiles & personal goods retail"
lace and embroidery,2,2,"Fashion, textiles & personal goods retail"
Merchandise,2,2,"Fashion, textiles & personal goods retail"
laundry services,2,2,"Fashion, textiles & personal goods retail"
Women's Clothing,2,2,"Fashion, textiles & personal goods retail"
Wool and hair,2,2,"Fashion, textiles & personal goods retail"
luggage,2,2,"Fashion, textiles & personal goods retail"
Upholsterer,2,2,"Fashion, textiles & personal goods retail"
leather and hides,2,2,"Fashion, textiles & personal goods retail"
Textile Art,2,2,"Fashion, textiles & personal goods retail"
dry cleaning,2,2,"Fashion, textiles & personal goods retail"
Printed Fabrics,2,2,"Fashion, textiles & personal goods retail"
furniture manufacturing,2,2,"Fashion, textiles & personal goods retail"
Tailoring (civil and military),2,2,"Fashion, textiles & personal goods retail"
children's clothing,2,2,"Fashion, textiles & personal goods retail"
"haberdashery, yarns",2,2,"Fashion, textiles & personal goods retail"
Shoe polish manufacturing,2,2,"Fashion, textiles & personal goods retail"
Silk and wool trades,2,2,"Fashion, textiles & personal goods retail"
textile industry,2,2,"Fashion, textiles & personal goods retail"
Furrier,2,2,"Fashion, textiles & personal goods retail"
Complete furnishings,2,2,"Fashion, textiles & personal goods retail"
Leather Belts,2,2,"Fashion, textiles & personal goods retail"
luxury gift items,2,2,"Fashion, textiles & personal goods retail"
Luxury goods,2,2,"Fashion, textiles & personal goods retail"
Luxury and common furniture,2,2,"Fashion, textiles & personal goods retail"
shoe and hair repairs,2,2,"Fashion, textiles & personal goods retail"
sewing supplies,1,2,"Fashion, textiles & personal goods retail"
clothing manufacturer,1,2,"Fashion, textiles & personal goods retail"
clothing manufacturing,1,2,"Fashion, textiles & personal goods retail"
cutlery and sharpening,1,2,"Fashion, textiles & personal goods retail"
silk fabrics,1,2,"Fashion, textiles & personal goods retail"
silk and wool,1,2,"Fashion, textiles & personal goods retail"
curtains and carpets,1,2,"Fashion, textiles & personal goods retail"
shoe polish,1,2,"Fashion, textiles & personal goods retail"
weavers,1,2,"Fashion, textiles & personal goods retail"
women's clothing,1,2,"Fashion, textiles & personal goods retail"
wool and silk,1,2,"Fashion, textiles & personal goods retail"
yarn and textiles,1,2,"Fashion, textiles & personal goods retail"
yarn representative,1,2,"Fashion, textiles & personal goods retail"
timber and haberdashery,1,2,"Fashion, textiles & personal goods retail"
textiles and lingerie,1,2,"Fashion, textiles & personal goods retail"
textile trade,1,2,"Fashion, textiles & personal goods retail"
textile and upholstery,1,2,"Fashion, textiles & personal goods retail"
textile fabrics,1,2,"Fashion, textiles & personal goods retail"
textile manufacturing,1,2,"Fashion, textiles & personal goods retail"
trousseau,1,2,"Fashion, textiles & personal goods retail"
hunting supplies,1,2,"Fashion, textiles & personal goods retail"
household items,1,2,"Fashion, textiles & personal goods retail"
"household goods, stationery",1,2,"Fashion, textiles & personal goods retail"
household articles,1,2,"Fashion, textiles & personal goods retail"
novelty goods,1,2,"Fashion, textiles & personal goods retail"
gloves and embroidery,1,2,"Fashion, textiles & personal goods retail"
mattress maker,1,2,"Fashion, textiles & personal goods retail"
men's clothing,1,2,"Fashion, textiles & personal goods retail"
leather trade,1,2,"Fashion, textiles & personal goods retail"
leather representative,1,2,"Fashion, textiles & personal goods retail"
men's clothing and lingerie,1,2,"Fashion, textiles & personal goods retail"
men's clothing tailor,1,2,"Fashion, textiles & personal goods retail"
merchandise,1,2,"Fashion, textiles & personal goods retail"
laundry and dry cleaning,1,2,"Fashion, textiles & personal goods retail"
laundress,1,2,"Fashion, textiles & personal goods retail"
lace making,1,2,"Fashion, textiles & personal goods retail"
milliner,1,2,"Fashion, textiles & personal goods retail"
second-hand goods,1,2,"Fashion, textiles & personal goods retail"
fabric and clothing representative,1,2,"Fashion, textiles & personal goods retail"
sack and religious items,1,2,"Fashion, textiles & personal goods retail"
saddlery,1,2,"Fashion, textiles & personal goods retail"
ropes and threads,1,2,"Fashion, textiles & personal goods retail"
dressmaking,1,2,"Fashion, textiles & personal goods retail"
furniture storage,1,2,"Fashion, textiles & personal goods retail"
fur goods,1,2,"Fashion, textiles & personal goods retail"
fur and textiles,1,2,"Fashion, textiles & personal goods retail"
perfumery and hairdressing,1,2,"Fashion, textiles & personal goods retail"
printing and paper,1,2,"Fashion, textiles & personal goods retail"
Handicrafts,1,2,"Fashion, textiles & personal goods retail"
Hand embroidery,1,2,"Fashion, textiles & personal goods retail"
Haberdashery and Yarns,1,2,"Fashion, textiles & personal goods retail"
Bead Manufacturing,1,2,"Fashion, textiles & personal goods retail"
Fishing supplies,1,2,"Fashion, textiles & personal goods retail"
Fishing Gear,1,2,"Fashion, textiles & personal goods retail"
Footwear,1,2,"Fashion, textiles & personal goods retail"
Footwear manufacturing,1,2,"Fashion, textiles & personal goods retail"
Fur Clothing,1,2,"Fashion, textiles & personal goods retail"
Furriers,1,2,"Fashion, textiles & personal goods retail"
Furniture trade,1,2,"Fashion, textiles & personal goods retail"
Furniture factory,1,2,"Fashion, textiles & personal goods retail"
Furniture and Stationery,1,2,"Fashion, textiles & personal goods retail"
Furnishings,1,2,"Fashion, textiles & personal goods retail"
Fur and women's clothing,1,2,"Fashion, textiles & personal goods retail"
Fur and Leather Goods,1,2,"Fashion, textiles & personal goods retail"
Leather trade,1,2,"Fashion, textiles & personal goods retail"
Leather goods store,1,2,"Fashion, textiles & personal goods retail"
Laundry services,1,2,"Fashion, textiles & personal goods retail"
Laundry and ironing,1,2,"Fashion, textiles & personal goods retail"
Laundry and Ironing,1,2,"Fashion, textiles & personal goods retail"
Lampshades,1,2,"Fashion, textiles & personal goods retail"
Lace and Embroidery,1,2,"Fashion, textiles & personal goods retail"
Knitwear shop,1,2,"Fashion, textiles & personal goods retail"
Knitwear Store,1,2,"Fashion, textiles & personal goods retail"
Lingerie and Knitwear,1,2,"Fashion, textiles & personal goods retail"
Luxury Goods,1,2,"Fashion, textiles & personal goods retail"
Lingerie,1,2,"Fashion, textiles & personal goods retail"
Linen production,1,2,"Fashion, textiles & personal goods retail"
Linen and knitwear,1,2,"Fashion, textiles & personal goods retail"
Italian collars,1,2,"Fashion, textiles & personal goods retail"
Hides and leather,1,2,"Fashion, textiles & personal goods retail"
Household goods,1,2,"Fashion, textiles & personal goods retail"
High fabrics,1,2,"Fashion, textiles & personal goods retail"
Clothing retail,1,2,"Fashion, textiles & personal goods retail"
Clothing Repairs,1,2,"Fashion, textiles & personal goods retail"
Colonial Goods,1,2,"Fashion, textiles & personal goods retail"
Cingalese goods,1,2,"Fashion, textiles & personal goods retail"
Broom makers,1,2,"Fashion, textiles & personal goods retail"
Children's Clothing,1,2,"Fashion, textiles & personal goods retail"
Fashion and Fur,1,2,"Fashion, textiles & personal goods retail"
Fabrics and textiles,1,2,"Fashion, textiles & personal goods retail"
Fabric store,1,2,"Fashion, textiles & personal goods retail"
Cutlery,1,2,"Fashion, textiles & personal goods retail"
Cotton and Waste,1,2,"Fashion, textiles & personal goods retail"
Smoking Accessories,1,2,"Fashion, textiles & personal goods retail"
Silk processing trade,1,2,"Fashion, textiles & personal goods retail"
Silk and Velvet Factory,1,2,"Fashion, textiles & personal goods retail"
Silk and Lace,1,2,"Fashion, textiles & personal goods retail"
Stationery and Paper Products,1,2,"Fashion, textiles & personal goods retail"
Stationery and Perfume,1,2,"Fashion, textiles & personal goods retail"
Tannery,1,2,"Fashion, textiles & personal goods retail"
Tailoring for women,1,2,"Fashion, textiles & personal goods retail"
Tailoring and lingerie,1,2,"Fashion, textiles & personal goods retail"
Tailoring and clothing,1,2,"Fashion, textiles & personal goods retail"
Stationery and tobacco,1,2,"Fashion, textiles & personal goods retail"
Store furnishings,1,2,"Fashion, textiles & personal goods retail"
Silk Factory,1,2,"Fashion, textiles & personal goods retail"
Sanitary articles,1,2,"Fashion, textiles & personal goods retail"
Artistic Sewing,1,2,"Fashion, textiles & personal goods retail"
Shoemaker,1,2,"Fashion, textiles & personal goods retail"
Shoe polish,1,2,"Fashion, textiles & personal goods retail"
Shoe factory,1,2,"Fashion, textiles & personal goods retail"
Shoe Repair,1,2,"Fashion, textiles & personal goods retail"
Artistic Leather Goods,1,2,"Fashion, textiles & personal goods retail"
Sewing machines,1,2,"Fashion, textiles & personal goods retail"
Sewing Machines,1,2,"Fashion, textiles & personal goods retail"
"Venetian specialties, leather goods",1,2,"Fashion, textiles & personal goods retail"
Yarn Manufacturer,1,2,"Fashion, textiles & personal goods retail"
Wool and silk,1,2,"Fashion, textiles & personal goods retail"
Wool,1,2,"Fashion, textiles & personal goods retail"
Women's hairdresser,1,2,"Fashion, textiles & personal goods retail"
Women's clothing models,1,2,"Fashion, textiles & personal goods retail"
Women's clothing,1,2,"Fashion, textiles & personal goods retail"
Women's Tailoring and Dressmaking,1,2,"Fashion, textiles & personal goods retail"
Women's Lingerie,1,2,"Fashion, textiles & personal goods retail"
Timber and leather,1,2,"Fashion, textiles & personal goods retail"
Textile products,1,2,"Fashion, textiles & personal goods retail"
Textile processing,1,2,"Fashion, textiles & personal goods retail"
Textile Business,1,2,"Fashion, textiles & personal goods retail"
Used furniture,1,2,"Fashion, textiles & personal goods retail"
Upholstery Fabrics,1,2,"Fashion, textiles & personal goods retail"
Upholstery,1,2,"Fashion, textiles & personal goods retail"
Uniforms,1,2,"Fashion, textiles & personal goods retail"
Rope Manufacturing,1,2,"Fashion, textiles & personal goods retail"
Paper Goods,1,2,"Fashion, textiles & personal goods retail"
Packaging and Yarns,1,2,"Fashion, textiles & personal goods retail"
Autarchic fibers,1,2,"Fashion, textiles & personal goods retail"
Men's Shirts,1,2,"Fashion, textiles & personal goods retail"
Printing and Stationery,1,2,"Fashion, textiles & personal goods retail"
Printed Fabrics and Arts,1,2,"Fashion, textiles & personal goods retail"
Government/civic institution,107,3,"Governance, civic administration & institutional titles"
civic institution,53,3,"Governance, civic administration & institutional titles"
rental agency,52,3,Business & financial institutions
real estate,36,3,Business & financial institutions
real estate company,34,3,Business & financial institutions
accounting profession,33,3,Legal & accounting professions
civic organization,30,3,"Governance, civic administration & institutional titles"
commercial,25,3,Business & financial institutions
Industry,24,3,Industrial & electrical trades
government/civic institution,24,3,Business & financial institutions
Insurance Company,23,3,Business & financial institutions
Credit Institutions,22,3,Business & financial institutions
Real estate company,21,3,Business & financial institutions
company,18,3,Business & financial institutions
Insurance,18,3,Business & financial institutions
publishing house,18,3,"Visual, decorative arts & antiques"
state archive,18,3,"Governance, civic administration & institutional titles"
insurance,15,3,Business & financial institutions
partnership,15,3,Business & financial institutions
Apartment rentals,14,3,Business & financial institutions
Real estate,13,3,Business & financial institutions
Signs and advertising,12,3,"Visual, decorative arts & antiques"
boarding house,12,3,"Restaurants, cafés & retail shops"
Consulates,11,3,"Governance, civic administration & institutional titles"
Bank,10,3,Business & financial institutions
individual business,10,3,Business & financial institutions
Real estate and agriculture,9,3,Business & financial institutions
Real estate agency,9,3,Business & financial institutions
Sports Federation,8,3,"Governance, civic administration & institutional titles"
national press agency,8,3,"Visual, decorative arts & antiques"
Broker,8,3,Business & financial institutions
Central offices,8,3,Business & financial institutions
unspecified business,8,3,Business & financial institutions
Cooperator,7,3,Business & financial institutions
industrial company,7,3,Industrial & electrical trades
purchasing and management,7,3,Business & financial institutions
brokers,7,3,Business & financial institutions
agency,7,3,Business & financial institutions
Purchasing society,7,3,Business & financial institutions
Banking institution,6,3,Business & financial institutions
Agencies and business,6,3,Business & financial institutions
agricultural association,6,3,Wholesale & agricultural suppliers
Advertising,6,3,"Visual, decorative arts & antiques"
property owners association,5,3,Business & financial institutions
contracting and enterprises,5,3,"Construction, carpentry & building materials"
Corporation,5,3,Business & financial institutions
Government institution,4,3,"Governance, civic administration & institutional titles"
provincial federation,4,3,"Governance, civic administration & institutional titles"
Commercial Directory,4,3,"Visual, decorative arts & antiques"
Chamber of Commerce,4,3,Business & financial institutions
Banking,4,3,Business & financial institutions
labor chamber,4,3,"Governance, civic administration & institutional titles"
Agricultural company,4,3,Wholesale & agricultural suppliers
Economic profession,4,3,Legal & accounting professions
Sports organization,4,3,"Governance, civic administration & institutional titles"
Management company,4,3,Business & financial institutions
government inspection,3,3,"Governance, civic administration & institutional titles"
government office,3,3,"Governance, civic administration & institutional titles"
land reclamation consortium,3,3,Business & financial institutions
economic geography,3,3,Business & financial institutions
bank,3,3,Business & financial institutions
Social services,3,3,Business & financial institutions
Real Estate and Agricultural Purchases,3,3,Business & financial institutions
accounting,3,3,Legal & accounting professions
Real Estate Brokerage,3,3,Business & financial institutions
Publishing Houses,3,3,"Visual, decorative arts & antiques"
Accounting profession,3,3,Legal & accounting professions
Commerce,3,3,Business & financial institutions
car rental company,2,3,Business & financial institutions
insurance company,2,3,Business & financial institutions
internal communications,2,3,Business & financial institutions
Mining Company,2,3,Business & financial institutions
Mining companies,2,3,Business & financial institutions
lottery administration,2,3,Business & financial institutions
advertising agency,2,3,"Visual, decorative arts & antiques"
businesses,2,3,Business & financial institutions
Unknown (possibly a company name),2,3,Business & financial institutions
business,2,3,Business & financial institutions
banking institution,2,3,Business & financial institutions
Real Estate,2,3,Business & financial institutions
Real Estate Company,2,3,Business & financial institutions
government building,2,3,"Governance, civic administration & institutional titles"
National Labor Bank,2,3,Business & financial institutions
purchasing,2,3,Business & financial institutions
Hospitality industry,2,3,"Restaurants, cafés & retail shops"
travel agency,2,3,Business & financial institutions
Financial institution,2,3,Business & financial institutions
real estate development,2,3,Business & financial institutions
real estate brokerage,2,3,Business & financial institutions
Information and investigation services,2,3,Business & financial institutions
press office,2,3,"Visual, decorative arts & antiques"
Government/Civic Institution,2,3,Business & financial institutions
Gas company,2,3,Business & financial institutions
Banking profession,2,3,Business & financial institutions
Copyright organization,2,3,"Visual, decorative arts & antiques"
resale,2,3,Business & financial institutions
Business Agency,2,3,Business & financial institutions
Joint Stock Company,2,3,Business & financial institutions
Business Name,2,3,Business & financial institutions
Entertainment industry,2,3,"Visual, decorative arts & antiques"
Business/company,2,3,Business & financial institutions
Business owner,2,3,Business & financial institutions
Business association,2,3,Business & financial institutions
management,2,3,Business & financial institutions
Economic policy,2,3,Business & financial institutions
management company,2,3,Business & financial institutions
Apartment Rentals,1,3,Business & financial institutions
stock company,1,3,Business & financial institutions
civil and criminal court,1,3,"Governance, civic administration & institutional titles"
Accounting and Tax Consulting,1,3,Legal & accounting professions
succession and property office,1,3,"Governance, civic administration & institutional titles"
tax office,1,3,"Governance, civic administration & institutional titles"
civil registry office,1,3,"Governance, civic administration & institutional titles"
cooperative,1,3,Business & financial institutions
cinema rental agency,1,3,"Visual, decorative arts & antiques"
commercial information,1,3,Business & financial institutions
commercial representation,1,3,Business & financial institutions
company management,1,3,Business & financial institutions
company name,1,3,Business & financial institutions
cultural organization,1,3,Business & financial institutions
sports federation,1,3,Business & financial institutions
aviation company,1,3,Business & financial institutions
automobile dealership,1,3,Business & financial institutions
automobile club,1,3,Business & financial institutions
warehouse office,1,3,Business & financial institutions
banking,1,3,Business & financial institutions
association,1,3,Business & financial institutions
casino management,1,3,Business & financial institutions
Accounting,1,3,Legal & accounting professions
tenants' association,1,3,Business & financial institutions
trading company,1,3,Business & financial institutions
business agency,1,3,Business & financial institutions
business association,1,3,Business & financial institutions
capital investment,1,3,Business & financial institutions
health insurance office,1,3,Business & financial institutions
hydrogen company,1,3,Business & financial institutions
industrial and commercial representation,1,3,Industrial & electrical trades
Agent for lighting,1,3,Business & financial institutions
organization,1,3,Business & financial institutions
government finance,1,3,"Governance, civic administration & institutional titles"
Agricultural Enterprises,1,3,Wholesale & agricultural suppliers
member association,1,3,Business & financial institutions
Agricultural economics,1,3,Wholesale & agricultural suppliers
Agricultural consulate,1,3,Wholesale & agricultural suppliers
joint-stock company,1,3,Business & financial institutions
moving agency,1,3,Business & financial institutions
land and commercial investments,1,3,Business & financial institutions
labor organization,1,3,Business & financial institutions
real estate agency,1,3,Business & financial institutions
real estate and agricultural company,1,3,Business & financial institutions
real estate transactions,1,3,Business & financial institutions
public relations,1,3,Business & financial institutions
publishing and representation,1,3,Business & financial institutions
American oil company,1,3,Business & financial institutions
finance guard association,1,3,Business & financial institutions
Agent for Venetti,1,3,Business & financial institutions
Agency,1,3,Business & financial institutions
generation (possibly a business name),1,3,Business & financial institutions
general representation,1,3,Business & financial institutions
fishing authority,1,3,Business & financial institutions
Administrative section,1,3,"Governance, civic administration & institutional titles"
Government Agency,1,3,"Governance, civic administration & institutional titles"
General income tax office,1,3,"Governance, civic administration & institutional titles"
General Office,1,3,"Governance, civic administration & institutional titles"
Government Institution,1,3,"Governance, civic administration & institutional titles"
Government Office Management,1,3,"Governance, civic administration & institutional titles"
"Health, stay, tourism office",1,3,Business & financial institutions
Government Services,1,3,Business & financial institutions
Government office,1,3,Business & financial institutions
General Brokers,1,3,Legal & accounting professions
General Accounting,1,3,Legal & accounting professions
Financial law,1,3,Business & financial institutions
Finance/legal profession,1,3,Business & financial institutions
Finance office,1,3,"Governance, civic administration & institutional titles"
Football Federation,1,3,"Governance, civic administration & institutional titles"
Garden City,1,3,Business & financial institutions
Gaming Houses,1,3,Business & financial institutions
Foreign Trade Institute,1,3,Business & financial institutions
Legal and government documents,1,3,Business & financial institutions
Labor Union,1,3,Business & financial institutions
Joint stock company,1,3,Business & financial institutions
Italian representation agency,1,3,Business & financial institutions
Automotive company,1,3,Business & financial institutions
Legion Recovery Office,1,3,Business & financial institutions
Italian insurance company,1,3,Business & financial institutions
Lottery Administration,1,3,Business & financial institutions
Limited liability company,1,3,Business & financial institutions
Limited company,1,3,Business & financial institutions
Limited Liability Company,1,3,Business & financial institutions
Hotel Purchase,1,3,Business & financial institutions
Housing authority,1,3,"Governance, civic administration & institutional titles"
Insurance company,1,3,Business & financial institutions
Investigation agency,1,3,Business & financial institutions
Investigation Agency,1,3,Business & financial institutions
International Company,1,3,Business & financial institutions
Insurance agency,1,3,Business & financial institutions
Industry and craft office,1,3,Business & financial institutions
Finance Science,1,3,Business & financial institutions
Finance Department,1,3,"Governance, civic administration & institutional titles"
Finance,1,3,"Governance, civic administration & institutional titles"
Coal Representatives,1,3,Business & financial institutions
Club Commission,1,3,Business & financial institutions
Civil and criminal court,1,3,"Governance, civic administration & institutional titles"
Civil Law,1,3,"Governance, civic administration & institutional titles"
Civic authority,1,3,"Governance, civic administration & institutional titles"
Civic Consultation,1,3,"Governance, civic administration & institutional titles"
City section,1,3,Business & financial institutions
City agency,1,3,"Governance, civic administration & institutional titles"
Commercial executive,1,3,Business & financial institutions
Commercial representation,1,3,Business & financial institutions
Commercial law,1,3,Business & financial institutions
Commercial information,1,3,Business & financial institutions
Commercial Banking,1,3,Business & financial institutions
Collective partnership,1,3,Business & financial institutions
Buy-sell,1,3,Business & financial institutions
Campesan Company,1,3,Business & financial institutions
Business/Enterprise,1,3,Business & financial institutions
Business management,1,3,Business & financial institutions
Business Partnership,1,3,Business & financial institutions
Charity organization,1,3,Business & financial institutions
Chamber of commerce,1,3,Business & financial institutions
Central Office,1,3,Business & financial institutions
Economies,1,3,Business & financial institutions
Economics/statistics,1,3,Business & financial institutions
Economic history,1,3,Business & financial institutions
Economic assistance office,1,3,Business & financial institutions
Economic Policy,1,3,Business & financial institutions
Economic Doctrines,1,3,Business & financial institutions
Film company,1,3,"Visual, decorative arts & antiques"
Film Rental Agency,1,3,"Visual, decorative arts & antiques"
Enterprises and Contracts,1,3,Business & financial institutions
Economic Geography,1,3,Business & financial institutions
Credit section for small industries,1,3,Business & financial institutions
Corporate governance,1,3,Business & financial institutions
Cooperative organization,1,3,Business & financial institutions
Cooperative Society,1,3,Business & financial institutions
Director Agricultural Consortium,1,3,Business & financial institutions
Management ICSA,1,3,Business & financial institutions
Management SPES,1,3,Business & financial institutions
Management/Consulting,1,3,Business & financial institutions
State Accounting,1,3,Legal & accounting professions
Branch office,1,3,Business & financial institutions
Social club,1,3,Business & financial institutions
Taxation,1,3,"Governance, civic administration & institutional titles"
Tax Inspection Office,1,3,"Governance, civic administration & institutional titles"
Tax Administration,1,3,"Governance, civic administration & institutional titles"
Savings institution,1,3,Business & financial institutions
Secretariat of University Institute Economics and Commerce Ca' Foscari,1,3,Business & financial institutions
advertising,1,3,"Visual, decorative arts & antiques"
administrative office,1,3,Business & financial institutions
accounting division,1,3,Business & financial institutions
Testing agency,1,3,Business & financial institutions
Telephone Directory Service,1,3,Business & financial institutions
Urban District,1,3,Business & financial institutions
Travel agency,1,3,Business & financial institutions
Unknown (possibly a company),1,3,Business & financial institutions
University of Economics and Commerce,1,3,Business & financial institutions
University of Economics,1,3,Business & financial institutions
University Institute of Economics and Commerce,1,3,Business & financial institutions
Rossi Company,1,3,Business & financial institutions
National interest bank,1,3,Business & financial institutions
National Institute for Workplace Safety,1,3,Business & financial institutions
Office division,1,3,Business & financial institutions
Association of Commercial Employees,1,3,Business & financial institutions
Oil company,1,3,Business & financial institutions
Offices,1,3,Business & financial institutions
Office/Headquarters,1,3,Business & financial institutions
Municipal government,1,3,"Governance, civic administration & institutional titles"
"Mayor, Banking institution",1,3,Business & financial institutions
Moving Agency,1,3,Business & financial institutions
Real Estate Services,1,3,Business & financial institutions
Purchase of Buildings and Farms,1,3,Business & financial institutions
Publishing house,1,3,"Visual, decorative arts & antiques"
Publishing Industry,1,3,"Visual, decorative arts & antiques"
Publishing Agency Agent,1,3,"Visual, decorative arts & antiques"
Provincial government,1,3,"Governance, civic administration & institutional titles"
Real Estate Trade,1,3,Business & financial institutions
Regional Office,1,3,"Governance, civic administration & institutional titles"
Regional League,1,3,"Governance, civic administration & institutional titles"
Regional Coordination Office,1,3,"Governance, civic administration & institutional titles"
Real estate sales,1,3,Business & financial institutions
Property owners association,1,3,Business & financial institutions
Popular bank,1,3,Business & financial institutions
Political Economy,1,3,Business & financial institutions
Dairy products,86,4,Wholesale & agricultural suppliers
perfumery,68,4,"Fashion, textiles & personal goods retail"
Food products,67,4,Wholesale & agricultural suppliers
barrels,47,4,Wholesale & agricultural suppliers
chemical products,45,4,Industrial & electrical trades
paper products,34,4,Industrial & electrical trades
edible oils,33,4,Wholesale & agricultural suppliers
dairy,28,4,Wholesale & agricultural suppliers
flowers and seeds,25,4,Wholesale & agricultural suppliers
Fossil Fuels,24,4,Industrial & electrical trades
Chemical products,22,4,Wholesale & agricultural suppliers
Liquors,20,4,Wholesale & agricultural suppliers
Food representative,19,4,Wholesale & agricultural suppliers
pearls,17,4,"Fashion, textiles & personal goods retail"
wine,15,4,Wholesale & agricultural suppliers
citrus fruits,15,4,Wholesale & agricultural suppliers
Confectionery,15,4,Wholesale & agricultural suppliers
dried fruit,15,4,Wholesale & agricultural suppliers
flowers,14,4,Wholesale & agricultural suppliers
Ice,13,4,Wholesale & agricultural suppliers
Frying and cooked foods,13,4,Wholesale & agricultural suppliers
Pasta manufacturers,13,4,Wholesale & agricultural suppliers
Mineral oils,13,4,Industrial & electrical trades
Oil,12,4,Industrial & electrical trades
Beverage industry,12,4,Wholesale & agricultural suppliers
Dairy,12,4,Wholesale & agricultural suppliers
Various packaging,12,4,Industrial & electrical trades
Rubber products,11,4,Industrial & electrical trades
Pharmaceutical Products,11,4,Medical professions
Pharmaceuticals,9,4,Medical professions
Fuel supplier,9,4,Industrial & electrical trades
Lubricants,8,4,Industrial & electrical trades
fuel oils,7,4,Industrial & electrical trades
Perfumes,7,4,"Fashion, textiles & personal goods retail"
Pearls,6,4,"Fashion, textiles & personal goods retail"
Canned Fish,6,4,Wholesale & agricultural suppliers
Ice Suppliers,6,4,Wholesale & agricultural suppliers
fruits and vegetables,6,4,Wholesale & agricultural suppliers
Chemical Products Representative,6,4,Industrial & electrical trades
Eggs,5,4,Wholesale & agricultural suppliers
Wines,5,4,Wholesale & agricultural suppliers
food representative,5,4,Wholesale & agricultural suppliers
Fruit and Vegetable Drying,5,4,Wholesale & agricultural suppliers
Cured meats,5,4,Wholesale & agricultural suppliers
fuels,5,4,Industrial & electrical trades
Cork,5,4,Industrial & electrical trades
Natural gas,5,4,Industrial & electrical trades
vegetable fibers,5,4,Industrial & electrical trades
Soap manufacturing,5,4,Wholesale & agricultural suppliers
Hygiene Products,5,4,"Fashion, textiles & personal goods retail"
candles,5,4,Wholesale & agricultural suppliers
Minerals,5,4,Industrial & electrical trades
Fuels and Oils,4,4,Industrial & electrical trades
Agriculture,4,4,Wholesale & agricultural suppliers
cereals,4,4,Wholesale & agricultural suppliers
Cosmetics,4,4,"Fashion, textiles & personal goods retail"
carbonated water,4,4,Wholesale & agricultural suppliers
packaging,4,4,Industrial & electrical trades
Vegetables,4,4,Wholesale & agricultural suppliers
Oilseeds,4,4,Wholesale & agricultural suppliers
Sugar,4,4,Wholesale & agricultural suppliers
fried foods,3,4,Wholesale & agricultural suppliers
Packing Paper,3,4,Industrial & electrical trades
Oils,3,4,Industrial & electrical trades
Grains,3,4,Wholesale & agricultural suppliers
