Name,Address,Location,Category,Role,Profession,Additional Info,page_num,source_file,section,civic_num,civic_lett,sestiere_parsed,parish_parsed,sestiere_implied,match_note,location_cleaned,fail_reason,nom_classification,nominatim_query,nominatim_flagged,matched_lat,matched_lon,match_confidence,geocoding_tier,Journal,is_provincia,matched_parish,matched_sestiere,matched_lett,all_doors
Veterinario Provinciale,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,Membro,-,Divisione III.B,44,page_44_semantic.csv,government,,,,,False,"Manually geocoded via Nominatim lookup: Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,no_civic_number,inside_venice,"Palazzo del Governo, Venezia, Italy",False,45.4326886,12.3318999,manual_nominatim,9,,,,,,
Tizanello dr. Giuseppe,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,Membro,medico chirurgo,Divisione III.B,44,page_44_semantic.csv,government,,,,,False,"Manually geocoded via Nominatim lookup: Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,no_civic_number,inside_venice,"Palazzo del Governo, Venezia, Italy",False,45.4326886,12.3318999,manual_nominatim,9,,,,,,
Miotti dr. Prof. Tito,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,Membro,medico chirurgo,Divisione III.B,44,page_44_semantic.csv,government,,,,,False,"Manually geocoded via Nominatim lookup: Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,no_civic_number,inside_venice,"Palazzo del Governo, Venezia, Italy",False,45.4326886,12.3318999,manual_nominatim,9,,,,,,
Angelini dr. Prof. Valentino,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,Membro,medico pediatra,Divisione III.B,44,page_44_semantic.csv,government,,,,,False,"Manually geocoded via Nominatim lookup: Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,no_civic_number,inside_venice,"Palazzo del Governo, Venezia, Italy",False,45.4326886,12.3318999,manual_nominatim,9,,,,,,
Bandarini dr. Silvestro,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,Membro,esperto materie amministrative,Divisione III.B,44,page_44_semantic.csv,government,,,,,False,"Manually geocoded via Nominatim lookup: Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,no_civic_number,inside_venice,"Palazzo del Governo, Venezia, Italy",False,45.4326886,12.3318999,manual_nominatim,9,,,,,,
Cazzozzi dr. Antonio,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,Membro,esperto scienze guerriere,Divisione III.B,44,page_44_semantic.csv,government,,,,,False,"Manually geocoded via Nominatim lookup: Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,no_civic_number,inside_venice,"Palazzo del Governo, Venezia, Italy",False,45.4326886,12.3318999,manual_nominatim,9,,,,,,
Germain dr. Ulderico,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,Membro,colonnello medico,Divisione III.B,44,page_44_semantic.csv,government,,,,,False,"Manually geocoded via Nominatim lookup: Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,no_civic_number,inside_venice,"Palazzo del Governo, Venezia, Italy",False,45.4326886,12.3318999,manual_nominatim,9,,,,,,
Ori dr. prof. Angelo,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,Membro,rappresentante dei medici,Divisione III.B,44,page_44_semantic.csv,government,,,,,False,"Manually geocoded via Nominatim lookup: Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,no_civic_number,inside_venice,"Palazzo del Governo, Venezia, Italy",False,45.4326886,12.3318999,manual_nominatim,9,,,,,,
Romano dr. Aronne,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,Membro,rappresentante dei veterinari,Divisione III.B,44,page_44_semantic.csv,government,,,,,False,"Manually geocoded via Nominatim lookup: Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,no_civic_number,inside_venice,"Palazzo del Governo, Venezia, Italy",False,45.4326886,12.3318999,manual_nominatim,9,,,,,,
Gelmetti dr. mg. Antonio,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,Membro,-,Divisione III.B,44,page_44_semantic.csv,government,,,,,False,"Manually geocoded via Nominatim lookup: Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,no_civic_number,inside_venice,"Palazzo del Governo, Venezia, Italy",False,45.4326886,12.3318999,manual_nominatim,9,,,,,,
Mirza dr. Carlo,"Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,,Segretario,-,Divisione III.B,44,page_44_semantic.csv,government,,,,,False,"Manually geocoded via Nominatim lookup: Palazzo del Governo - S. Maurizio, fondamenta Zaguri 2662",,no_civic_number,inside_venice,"Palazzo del Governo, Venezia, Italy",False,45.4326886,12.3318999,manual_nominatim,9,,,,,,
Martens cav. uff. rag. Carlo,Via XXII Marzo n. 2834,Palazzo Camera di Commercio,,Appalto: Società 'Trezza di Verona,Deputazione Borsa valori,,53,page_53_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Via XXII Marzo n. 2834,,no_civic_number,inside_venice,"Palazzo Camera di Commercio, Venezia, Italy",False,45.433766,12.333982,manual_nominatim,9,,,,,,
schiavoni Tullio,Via XXII Marzo n. 2834,Palazzo Camera di Commercio,,Membro effettivo,"CAMERA DI COMMERCIO,  INDUSTRIA ED AGRICOLTURA",,53,page_53_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Via XXII Marzo n. 2834,,no_civic_number,inside_venice,"Palazzo Camera di Commercio, Venezia, Italy",False,45.433766,12.333982,manual_nominatim,9,,,,,,
Gianquinto dr. Antonio,Via XXII Marzo n. 2834,Palazzo Camera di Commercio,,Membro effettivo,"CAMERA DI COMMERCIO,  INDUSTRIA ED AGRICOLTURA",,53,page_53_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Via XXII Marzo n. 2834,,no_civic_number,inside_venice,"Palazzo Camera di Commercio, Venezia, Italy",False,45.433766,12.333982,manual_nominatim,9,,,,,,
Boschi dr. Giovanni,Via XXII Marzo n. 2834,Palazzo Camera di Commercio,,Membro effettivo,"CAMERA DI COMMERCIO,  INDUSTRIA ED AGRICOLTURA",,53,page_53_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Via XXII Marzo n. 2834,,no_civic_number,inside_venice,"Palazzo Camera di Commercio, Venezia, Italy",False,45.433766,12.333982,manual_nominatim,9,,,,,,
MarcheUo rag. Virgilio,Via XXII Marzo n. 2834,Palazzo Camera di Commercio,,Membro effettivo,"CAMERA DI COMMERCIO,  INDUSTRIA ED AGRICOLTURA",,53,page_53_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Via XXII Marzo n. 2834,,no_civic_number,inside_venice,"Palazzo Camera di Commercio, Venezia, Italy",False,45.433766,12.333982,manual_nominatim,9,,,,,,
Zattera dr. Giovanni,Via XXII Marzo n. 2834,Palazzo Camera di Commercio,,Appalto: Società 'Trezza di Verona,Supplente,,53,page_53_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Via XXII Marzo n. 2834,,no_civic_number,inside_venice,"Palazzo Camera di Commercio, Venezia, Italy",False,45.433766,12.333982,manual_nominatim,9,,,,,,
Gianna rag. Giovanni,Via XXII Marzo n. 2834,Palazzo Camera di Commercio,,Appalto: Società 'Trezza di Verona,Supplente,,53,page_53_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Via XXII Marzo n. 2834,,no_civic_number,inside_venice,"Palazzo Camera di Commercio, Venezia, Italy",False,45.433766,12.333982,manual_nominatim,9,,,,,,
Dal Pahl dr. Giuseppe,Via XXII Marzo n. 2834,Palazzo Camera di Commercio,,Appalto: Società 'Trezza di Verona,Supplente,,53,page_53_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Via XXII Marzo n. 2834,,no_civic_number,inside_venice,"Palazzo Camera di Commercio, Venezia, Italy",False,45.433766,12.333982,manual_nominatim,9,,,,,,
Pellegrinotti cav. dr. Pietro,Via XXII Marzo n. 2834,Palazzo Camera di Commercio,,Presidente,Commissione del Listino,,53,page_53_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Via XXII Marzo n. 2834,,no_civic_number,inside_venice,"Palazzo Camera di Commercio, Venezia, Italy",False,45.433766,12.333982,manual_nominatim,9,,,,,,
Bellanca cav. Giovanni,Via XXII Marzo n. 2834,Palazzo Camera di Commercio,,Appalto: Società 'Trezza di Verona,Commissione del Listino,,53,page_53_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Via XXII Marzo n. 2834,,no_civic_number,inside_venice,"Palazzo Camera di Commercio, Venezia, Italy",False,45.433766,12.333982,manual_nominatim,9,,,,,,
Ghislieri rag. Giorgio,Via XXII Marzo n. 2834,Palazzo Camera di Commercio,,Appalto: Società 'Trezza di Verona,Commissione del Listino,,53,page_53_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Via XXII Marzo n. 2834,,no_civic_number,inside_venice,"Palazzo Camera di Commercio, Venezia, Italy",False,45.433766,12.333982,manual_nominatim,9,,,,,,
Squarzig cav. Alessandro,Via XXII Marzo n. 2834,Palazzo Camera di Commercio,,Appalto: Società 'Trezza di Verona,Commissione del Listino,,53,page_53_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Via XXII Marzo n. 2834,,no_civic_number,inside_venice,"Palazzo Camera di Commercio, Venezia, Italy",False,45.433766,12.333982,manual_nominatim,9,,,,,,
Tamburlini Giuseppe,Via XXII Marzo n. 2834,Palazzo Camera di Commercio,,Appalto: Società 'Trezza di Verona,Commissione del Listino,,53,page_53_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Via XXII Marzo n. 2834,,no_civic_number,inside_venice,"Palazzo Camera di Commercio, Venezia, Italy",False,45.433766,12.333982,manual_nominatim,9,,,,,,
Pr. Ettore Da Molin,Via XXII Marzo n. 2834,Palazzo Camera di Commercio,,Presidente,Padova,,53,page_53_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Via XXII Marzo n. 2834,,no_civic_number,inside_venice,"Palazzo Camera di Commercio, Venezia, Italy",False,45.433766,12.333982,manual_nominatim,9,,,,,,
Avv. Gastone Polacco,Via XXII Marzo n. 2834,Ruga de Pozzi,,Segretario,UNIONE REGIONALE CAMERE DI COMMERCIO DELLE VENEZIE,,53,page_53_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Via XXII Marzo n. 2834,,no_civic_number,inside_venice,,False,45.433766,12.333982,manual_nominatim,9,,,,,,
Lardera rag. Ettore,Via XXII Marzo n. 2834,Palazzo Camera di Commercio,,Capo Ufficio,ISTITUTO NAZIONALE PER IL COMMERCIO ESTERO,,53,page_53_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Via XXII Marzo n. 2834,,no_civic_number,inside_venice,"Palazzo Camera di Commercio, Venezia, Italy",False,45.433766,12.333982,manual_nominatim,9,,,,,,
Mezza dr. uff. dr. Oreste,Fondamenta S. Lorenzo n. 1355,Palazzo Camera di Commercio,,Questore,Questura,,53,page_53_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Fondamenta S. Lorenzo n. 1355,,no_civic_number,inside_venice,"Palazzo Camera di Commercio, Venezia, Italy",False,45.4365087,12.3442665,manual_nominatim,9,,,,,,
Palmisano Comm. dr. Luigi,Fondamenta S. Lorenzo n. 1355,Palazzo Camera di Commercio,,Vice Questore,Questura,,53,page_53_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Fondamenta S. Lorenzo n. 1355,,no_civic_number,inside_venice,"Palazzo Camera di Commercio, Venezia, Italy",False,45.4365087,12.3442665,manual_nominatim,9,,,,,,
Comm. Agg. Serta dr. Angelo,Fondamenta S. Lorenzo n. 1355,Palazzo Camera di Commercio,,Capo Gabinetto,Divisione I.a,,53,page_53_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Fondamenta S. Lorenzo n. 1355,,no_civic_number,inside_venice,"Palazzo Camera di Commercio, Venezia, Italy",False,45.4365087,12.3442665,manual_nominatim,9,,,,,,
V. Comm. Turr dr. Davide,Fondamenta S. Lorenzo n. 1355,Palazzo Camera di Commercio,,Addetto Gabinetto,Divisione I.a,,53,page_53_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Fondamenta S. Lorenzo n. 1355,,no_civic_number,inside_venice,"Palazzo Camera di Commercio, Venezia, Italy",False,45.4365087,12.3442665,manual_nominatim,9,,,,,,
V. Comm. Urbano dr. Vincenzo,Fondamenta S. Lorenzo n. 1355,Palazzo Camera di Commercio,,Dirigente,Ufficio Politico,,53,page_53_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Fondamenta S. Lorenzo n. 1355,,no_civic_number,inside_venice,"Palazzo Camera di Commercio, Venezia, Italy",False,45.4365087,12.3442665,manual_nominatim,9,,,,,,
V. Comm. Agg. Martorana dr. Celestino,Fondamenta S. Lorenzo n. 1355,Palazzo Camera di Commercio,,Addetto,Ufficio Politico,,53,page_53_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Fondamenta S. Lorenzo n. 1355,,no_civic_number,inside_venice,"Palazzo Camera di Commercio, Venezia, Italy",False,45.4365087,12.3442665,manual_nominatim,9,,,,,,
V. Comm. Agg. Zaurno dr. Giovanni,Fondamenta S. Lorenzo n. 1355,Palazzo Camera di Commercio,,Addetto,Ufficio Politico,,53,page_53_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Fondamenta S. Lorenzo n. 1355,,no_civic_number,inside_venice,"Palazzo Camera di Commercio, Venezia, Italy",False,45.4365087,12.3442665,manual_nominatim,9,,,,,,
Grazzi dr. Giovanni,Fondamenta S. Lorenzo n. 1355,Palazzo Camera di Commercio,,Ufficio Stranieri,Comm. Agg.,,53,page_53_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Fondamenta S. Lorenzo n. 1355,,no_civic_number,inside_venice,"Palazzo Camera di Commercio, Venezia, Italy",False,45.4365087,12.3442665,manual_nominatim,9,,,,,,
Comm. Vianelli dr. Umberto,Fondamenta S. Lorenzo n. 1355,Palazzo Camera di Commercio,,Dirigente,Divisione II.a,,53,page_53_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Fondamenta S. Lorenzo n. 1355,,no_civic_number,inside_venice,"Palazzo Camera di Commercio, Venezia, Italy",False,45.4365087,12.3442665,manual_nominatim,9,,,,,,
Comm. Dattilo dr. Gustavo,Fondamenta S. Lorenzo n. 1355,Palazzo Camera di Commercio,,Dirigente,Squadra Mobile,,53,page_53_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Fondamenta S. Lorenzo n. 1355,,no_civic_number,inside_venice,"Palazzo Camera di Commercio, Venezia, Italy",False,45.4365087,12.3442665,manual_nominatim,9,,,,,,
V. Comm. Musumeci dr. Angelo,Fondamenta S. Lorenzo n. 1355,Palazzo Camera di Commercio,,Addetto,Seconda Divisione,,53,page_53_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Fondamenta S. Lorenzo n. 1355,,no_civic_number,inside_venice,"Palazzo Camera di Commercio, Venezia, Italy",False,45.4365087,12.3442665,manual_nominatim,9,,,,,,
V. Comm. Agg. Gebillia dr. Dante,Fondamenta S. Lorenzo n. 1355,Palazzo Camera di Commercio,,Addetto,Squadra Mobile,,53,page_53_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Fondamenta S. Lorenzo n. 1355,,no_civic_number,inside_venice,"Palazzo Camera di Commercio, Venezia, Italy",False,45.4365087,12.3442665,manual_nominatim,9,,,,,,
V. Comm. Agg. Giorgio dr. Bernardino,Fondamenta S. Lorenzo n. 1355,Palazzo Camera di Commercio,,Addetto,Squadra Mobile,,53,page_53_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Fondamenta S. Lorenzo n. 1355,,no_civic_number,inside_venice,"Palazzo Camera di Commercio, Venezia, Italy",False,45.4365087,12.3442665,manual_nominatim,9,,,,,,
Comm. Agg. Di Rienzo dr. Pasquale,Fondamenta S. Lorenzo n. 1355,Palazzo Camera di Commercio,,Dirigente,Divisione III.a,,53,page_53_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Fondamenta S. Lorenzo n. 1355,,no_civic_number,inside_venice,"Palazzo Camera di Commercio, Venezia, Italy",False,45.4365087,12.3442665,manual_nominatim,9,,,,,,
Licari Cav. Giovanni,Fondamenta S. Lorenzo n. 1355,Palazzo Camera di Commercio,,Comandante,Maggiore di P.S. in S.P.E.,,53,page_53_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Fondamenta S. Lorenzo n. 1355,,no_civic_number,inside_venice,"Palazzo Camera di Commercio, Venezia, Italy",False,45.4365087,12.3442665,manual_nominatim,9,,,,,,
Maffei Sig. Giuseppe,Fondamenta S. Lorenzo n. 1355,Palazzo Camera di Commercio,,V. Comandante,Capitano di P.S. in S.P.E.,,53,page_53_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Fondamenta S. Lorenzo n. 1355,,no_civic_number,inside_venice,"Palazzo Camera di Commercio, Venezia, Italy",False,45.4365087,12.3442665,manual_nominatim,9,,,,,,
Del Donno Cav. Gaetano,Fondamenta S. Lorenzo n. 1355,Palazzo Camera di Commercio,,Comandante,Capitano di P.S. in S.P.E.,,53,page_53_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Fondamenta S. Lorenzo n. 1355,,no_civic_number,inside_venice,"Palazzo Camera di Commercio, Venezia, Italy",False,45.4365087,12.3442665,manual_nominatim,9,,,,,,
Comm. Piozzi Giancane dr. Federico,Fondamenta S. Lorenzo n. 1355,Palazzo Camera di Commercio,,Dirigente,Commissariato di S. Marco,,53,page_53_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Fondamenta S. Lorenzo n. 1355,,no_civic_number,inside_venice,"Palazzo Camera di Commercio, Venezia, Italy",False,45.4365087,12.3442665,manual_nominatim,9,,,,,,
Comm. Ianellini dr. Donenno,Fondamenta S. Lorenzo n. 1355,Palazzo Camera di Commercio,,Dirigente,Commissariato di Cannaregio,,53,page_53_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Fondamenta S. Lorenzo n. 1355,,no_civic_number,inside_venice,"Palazzo Camera di Commercio, Venezia, Italy",False,45.4365087,12.3442665,manual_nominatim,9,,,,,,
Comm. Capo Venuto Cav. Uff. Domenico,Fondamenta S. Lorenzo n. 1355,Palazzo Camera di Commercio,,Dirigente,Commissariato di S. Polo e S. Croce,,53,page_53_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Fondamenta S. Lorenzo n. 1355,,no_civic_number,inside_venice,"Palazzo Camera di Commercio, Venezia, Italy",False,45.4365087,12.3442665,manual_nominatim,9,,,,,,
V. Comm. Cavvari dr. Tommaso,Fondamenta S. Lorenzo n. 1355,Palazzo Camera di Commercio,,Dirigente,Commissariato di Castello,,53,page_53_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Fondamenta S. Lorenzo n. 1355,,no_civic_number,inside_venice,"Palazzo Camera di Commercio, Venezia, Italy",False,45.4365087,12.3442665,manual_nominatim,9,,,,,,
Comm. Morsolin dr. Vittorio,Fondamenta S. Lorenzo n. 1355,Palazzo Camera di Commercio,,Dirigente,Commissariato di Dorsoduro,,53,page_53_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Fondamenta S. Lorenzo n. 1355,,no_civic_number,inside_venice,"Palazzo Camera di Commercio, Venezia, Italy",False,45.4365087,12.3442665,manual_nominatim,9,,,,,,
Comm. Agg. Bruno dr. Oscar,Fondamenta S. Lorenzo n. 1355,Palazzo Camera di Commercio,,Dirigente,Commissariato di S. Elena,,53,page_53_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Fondamenta S. Lorenzo n. 1355,,no_civic_number,inside_venice,"Palazzo Camera di Commercio, Venezia, Italy",False,45.4365087,12.3442665,manual_nominatim,9,,,,,,
Fazzani Antonio,V E N E Z I A - S. LIO,,,Cancelliere,al Porto di Venezia,",",56,page_56_semantic.csv,government,,,CASTELLO,,True,Manually geocoded via Nominatim lookup: V E N E Z I A - S. LIO,,no_civic_number,inside_venice,,False,45.4375614,12.3385856,manual_nominatim,9,,,,,,
Rossi Edmondo,V E N E Z I A - S. LIO,,,Cancelliere,al Porto di Venezia,",",56,page_56_semantic.csv,government,,,CASTELLO,,True,Manually geocoded via Nominatim lookup: V E N E Z I A - S. LIO,,no_civic_number,inside_venice,,False,45.4375614,12.3385856,manual_nominatim,9,,,,,,
Vicentini Mario,V E N E Z I A - S. LIO,,,Cancelliere,al Porto di Venezia,",",56,page_56_semantic.csv,government,,,CASTELLO,,True,Manually geocoded via Nominatim lookup: V E N E Z I A - S. LIO,,no_civic_number,inside_venice,,False,45.4375614,12.3385856,manual_nominatim,9,,,,,,
Caminiti Sante Alfonso,V E N E Z I A - S. LIO,,,Cancelliere,al Porto di Venezia,",",56,page_56_semantic.csv,government,,,CASTELLO,,True,Manually geocoded via Nominatim lookup: V E N E Z I A - S. LIO,,no_civic_number,inside_venice,,False,45.4375614,12.3385856,manual_nominatim,9,,,,,,
Piatti Gelindo,V E N E Z I A - S. LIO,,,Cancelliere,al Porto di Venezia,",",56,page_56_semantic.csv,government,,,CASTELLO,,True,Manually geocoded via Nominatim lookup: V E N E Z I A - S. LIO,,no_civic_number,inside_venice,,False,45.4375614,12.3385856,manual_nominatim,9,,,,,,
Prosdocimi,V E N E Z I A - S. LIO,,,Cancelliere,al Porto di Venezia,",",56,page_56_semantic.csv,government,,,CASTELLO,,True,Manually geocoded via Nominatim lookup: V E N E Z I A - S. LIO,,no_civic_number,inside_venice,,False,45.4375614,12.3385856,manual_nominatim,9,,,,,,
Ruggeri Giovanni,V E N E Z I A - S. LIO,,,Cancelliere,al Porto di Venezia,",",56,page_56_semantic.csv,government,,,CASTELLO,,True,Manually geocoded via Nominatim lookup: V E N E Z I A - S. LIO,,no_civic_number,inside_venice,,False,45.4375614,12.3385856,manual_nominatim,9,,,,,,
Facchini Tancredi,V E N E Z I A - S. LIO,,,Cancelliere,al Porto di Venezia,",",56,page_56_semantic.csv,government,,,CASTELLO,,True,Manually geocoded via Nominatim lookup: V E N E Z I A - S. LIO,,no_civic_number,inside_venice,,False,45.4375614,12.3385856,manual_nominatim,9,,,,,,
Giacomi Vittorio,V E N E Z I A - S. LIO,,,Aiutante di Cancelleria,al Porto di Venezia,",",56,page_56_semantic.csv,government,,,CASTELLO,,True,Manually geocoded via Nominatim lookup: V E N E Z I A - S. LIO,,no_civic_number,inside_venice,,False,45.4375614,12.3385856,manual_nominatim,9,,,,,,
Piovesan Francesco,V E N E Z I A - S. LIO,,,Ufficiali Giudiziari,al Porto di Venezia,",",56,page_56_semantic.csv,government,,,CASTELLO,,True,Manually geocoded via Nominatim lookup: V E N E Z I A - S. LIO,,no_civic_number,inside_venice,,False,45.4375614,12.3385856,manual_nominatim,9,,,,,,
Brosio Annibale,V E N E Z I A - S. LIO,,,Ufficiali Giudiziari,al Porto di Venezia,",",56,page_56_semantic.csv,government,,,CASTELLO,,True,Manually geocoded via Nominatim lookup: V E N E Z I A - S. LIO,,no_civic_number,inside_venice,,False,45.4375614,12.3385856,manual_nominatim,9,,,,,,
Lo Savio Giuseppe,V E N E Z I A - S. LIO,,,Ufficiali Giudiziari,al Porto di Venezia,",",56,page_56_semantic.csv,government,,,CASTELLO,,True,Manually geocoded via Nominatim lookup: V E N E Z I A - S. LIO,,no_civic_number,inside_venice,,False,45.4375614,12.3385856,manual_nominatim,9,,,,,,
Sambo Carlo,V E N E Z I A - S. LIO,,,Ufficiali Giudiziari,al Porto di Venezia,",",56,page_56_semantic.csv,government,,,CASTELLO,,True,Manually geocoded via Nominatim lookup: V E N E Z I A - S. LIO,,no_civic_number,inside_venice,,False,45.4375614,12.3385856,manual_nominatim,9,,,,,,
Scuccimarri dr. Orazio,V E N E Z I A - S. LIO,,,Presidente,al Porto di Venezia,",",56,page_56_semantic.csv,government,,,CASTELLO,,True,Manually geocoded via Nominatim lookup: V E N E Z I A - S. LIO,,no_civic_number,inside_venice,,False,45.4375614,12.3385856,manual_nominatim,9,,,,,,
Falchi prof. cav. Giuseppina,V E N E Z I A - S. LIO,,,Giudice,al Porto di Venezia,",",56,page_56_semantic.csv,government,,,CASTELLO,,True,Manually geocoded via Nominatim lookup: V E N E Z I A - S. LIO,,no_civic_number,inside_venice,,False,45.4375614,12.3385856,manual_nominatim,9,,,,,,
Vasari dr. Andrea,V E N E Z I A - S. LIO,,,Giudice Supplente,al Porto di Venezia,",",56,page_56_semantic.csv,government,,,CASTELLO,,True,Manually geocoded via Nominatim lookup: V E N E Z I A - S. LIO,,no_civic_number,inside_venice,,False,45.4375614,12.3385856,manual_nominatim,9,,,,,,
Fattovich dr. Giovanni,V E N E Z I A - S. LIO,,,Medico Primario Manicomio,al Porto di Venezia,",",56,page_56_semantic.csv,government,,,CASTELLO,,True,Manually geocoded via Nominatim lookup: V E N E Z I A - S. LIO,,no_civic_number,inside_venice,,False,45.4375614,12.3385856,manual_nominatim,9,,,,,,
Borri cav. Emilio,Fondamenta S. Lucia,Venezia,,"Segretario, Direzione",FERROVIE DELLO STATO,,61,page_61_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Fondamenta S. Lucia,,no_civic_number,inside_venice,,False,45.4407929,12.3214558,manual_nominatim,9,,,,,,
Tommasini Raffaele,Fondamenta S. Lucia,Venezia,,"Ispettore Capo, Ufficio Personale Compartimentale",FERROVIE DELLO STATO,,61,page_61_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Fondamenta S. Lucia,,no_civic_number,inside_venice,,False,45.4407929,12.3214558,manual_nominatim,9,,,,,,
Barettón Silvio,Fondamenta S. Lucia,Venezia,,Capo reparto,FERROVIE DELLO STATO,,61,page_61_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Fondamenta S. Lucia,,no_civic_number,inside_venice,,False,45.4407929,12.3214558,manual_nominatim,9,,,,,,
Dirtòni Gio Batta,Fondamenta S. Lucia,Venezia,,Capo reparto,FERROVIE DELLO STATO,,61,page_61_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Fondamenta S. Lucia,,no_civic_number,inside_venice,,False,45.4407929,12.3214558,manual_nominatim,9,,,,,,
Oldani Antonio,Fondamenta S. Lucia,Venezia,,Capo reparto,FERROVIE DELLO STATO,,61,page_61_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Fondamenta S. Lucia,,no_civic_number,inside_venice,,False,45.4407929,12.3214558,manual_nominatim,9,,,,,,
Itzzo Germano,Fondamenta S. Lucia,Venezia,,Capo reparto,FERROVIE DELLO STATO,,61,page_61_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Fondamenta S. Lucia,,no_civic_number,inside_venice,,False,45.4407929,12.3214558,manual_nominatim,9,,,,,,
Marsoni Arturo,Fondamenta S. Lucia,Venezia,,Capo reparto,FERROVIE DELLO STATO,,61,page_61_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Fondamenta S. Lucia,,no_civic_number,inside_venice,,False,45.4407929,12.3214558,manual_nominatim,9,,,,,,
Risica dr. cav. Placido,Fondamenta S. Lucia,Venezia,,"Capo della Sezione princ, Sezione Movimento",FERROVIE DELLO STATO,,61,page_61_semantic.csv,government,,,,,False,Manually geocoded via Nominatim lookup: Fondamenta S. Lucia,,no_civic_number,inside_venice,,False,45.4407929,12.3214558,manual_nominatim,9,,,,,,
