Name,Address,Location,Category,Role,Profession,Additional Info,Notes,Political Party,page_num,source_file,section,civic_num,civic_lett,sestiere_parsed,parish_parsed,sestiere_implied,match_note,location_cleaned,fail_reason,nom_classification,nominatim_query,nominatim_flagged,matched_lat,matched_lon,match_confidence,geocoding_tier,matched_parish,matched_sestiere,matched_lett,all_doors
Patuzzi Carlo,,,,Capo Stazione G. V. e biglietti,,,,,62,page_62_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_address,,,,,
Gambini Umberto,,,,Capo gestione P. V.,,,,,62,page_62_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_address,,,,,
Grossi dr. Tommaso,,,,Commissario,,,,,62,page_62_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_address,,,,,
Piovan Olinto,,,,Capo,,,,,62,page_62_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_address,,,,,
Patti cav. uff. Placido,"Palazzo ex Fontego dei Tedeschi, S. Bartolomeo",,,Direttore Provinciale,,,,,62,page_62_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo ex Fontego dei Tedeschi, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Palazzo ex Fontego dei Tedeschi, Venezia, Italy",False,,,no_civic_number,,,,,
Patti cav. uff. dr Placido,"Palazzo ex Fontego dei Tedeschi, S. Bartolomeo",,,Direttore I. Rep.,,,,,62,page_62_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo ex Fontego dei Tedeschi, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Palazzo ex Fontego dei Tedeschi, Venezia, Italy",False,,,no_civic_number,,,,,
Stanglini cav uff. dr. Amilcare,"Palazzo ex Fontego dei Tedeschi, S. Bartolomeo",,,Direttore II. Rep.,,,,,62,page_62_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo ex Fontego dei Tedeschi, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Palazzo ex Fontego dei Tedeschi, Venezia, Italy",False,,,no_civic_number,,,,,
Carosella cav. Camillo,"Palazzo ex Fontego dei Tedeschi, S. Bartolomeo",,,Direttore III. Rep.,,,,,62,page_62_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo ex Fontego dei Tedeschi, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Palazzo ex Fontego dei Tedeschi, Venezia, Italy",False,,,no_civic_number,,,,,
Pacini cav. not,"Palazzo ex Fontego dei Tedeschi, S. Bartolomeo",,,Direttore IV Rep.,,,,,62,page_62_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo ex Fontego dei Tedeschi, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Palazzo ex Fontego dei Tedeschi, Venezia, Italy",False,,,no_civic_number,,,,,
De Gabriele Gerardo,"Palazzo ex Fontego dei Tedeschi, S. Bartolomeo",,,POSTE E TELEGRAFI,,,,,62,page_62_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo ex Fontego dei Tedeschi, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Palazzo ex Fontego dei Tedeschi, Venezia, Italy",False,,,no_civic_number,,,,,
Visentini Ugo,"Palazzo ex Fontego dei Tedeschi, S. Bartolomeo",,,Economo Prov.,,,,,62,page_62_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo ex Fontego dei Tedeschi, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Palazzo ex Fontego dei Tedeschi, Venezia, Italy",False,,,no_civic_number,,,,,
Brotto d.: Inigo,"Palazzo ex Fontego dei Tedeschi, S. Bartolomeo",,,Ispettore tecnico del movimento postale,,,,,62,page_62_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo ex Fontego dei Tedeschi, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Palazzo ex Fontego dei Tedeschi, Venezia, Italy",False,,,no_civic_number,,,,,
Arganziano cav. uff. Achille,"Palazzo ex Fontego dei Tedeschi, S. Bartolomeo",,,Direttore,,,,,62,page_62_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo ex Fontego dei Tedeschi, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Palazzo ex Fontego dei Tedeschi, Venezia, Italy",False,,,no_civic_number,,,,,
Spicuglia Sebastiano,"Palazzo ex Fontego dei Tedeschi, S. Bartolomeo",,,Direttore tecnico,,,,,62,page_62_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo ex Fontego dei Tedeschi, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Palazzo ex Fontego dei Tedeschi, Venezia, Italy",False,,,no_civic_number,,,,,
Trevisan Cav. Pietro,"Palazzo ex Fontego dei Tedeschi, S. Bartolomeo",,,Titolare,,,,,62,page_62_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo ex Fontego dei Tedeschi, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Palazzo ex Fontego dei Tedeschi, Venezia, Italy",False,,,no_civic_number,,,,,
Carisi Arturo,"Palazzo ex Fontego dei Tedeschi, S. Bartolomeo",,,Titolare,,,,,62,page_62_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo ex Fontego dei Tedeschi, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Palazzo ex Fontego dei Tedeschi, Venezia, Italy",False,,,no_civic_number,,,,,
Guerra Ernesto,"Riva dell'Olio numero 1781, Succ. n. 1",,,Titolare,,,,,62,page_62_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Soldati Luigi,"Riva Schiavoni, Succ. n. 2",,,Titolare,,,,,62,page_62_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Cusinate Elena,"Riva Schiavoni, Succ. n. 2",S. Polo,,"Succ. n. 3, Gerente",,,,,62,page_62_semantic.csv,government,,,SAN POLO,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Tognato cav. Tullio,"Riva Schiavoni, Succ. n. 2",S. Marco,,"Succ. n. 4, Titolare",,,,,62,page_62_semantic.csv,government,,,SAN MARCO,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Battaglieri Massimo,"Riva Schiavoni, Succ. n. 2",S. Stefano,,"Succ. n. 6, Gerente",,,,,62,page_62_semantic.csv,government,,,,Santo Stefano,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Talpo Onorina,"Riva Schiavoni, Succ. n. 2",S. Sofia,,"Succ. n. 7, Titolare",,,,,62,page_62_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Stoppani Orsola,"Riva Schiavoni, Succ. n. 2",Giudecca,,"Succ. n. 8, Titolare",,,,,62,page_62_semantic.csv,government,,,GIUDECCA,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Serena Lina,"Via Garibaldi, Succ. n. 9",,,Titolare,,,,,62,page_62_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
De Anna cav. Francesco,"Via Garibaldi, Succ. n. 9",Zattere,,"Succ. n. 10, Titolare",,,,,62,page_62_semantic.csv,government,,,DORSODURO,,True,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Boscolo Maddalena,"Via Garibaldi, Succ. n. 9",S. Elena,,"Succ. n. 11, Titolare",,,,,62,page_62_semantic.csv,government,,,SANT'ELENA,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Conte Carlo,"Piazzale Roma, autorimessa Agip, Succ. n. 12",,,Titolare,,,,,62,page_62_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Pespanti Colombo,"Piazzale Roma, autorimessa Agip, Succ. n. 12",S. M. Elisabetta,,"Ricevitoria di Lido, Titolare",,,,,62,page_62_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Peressutti Annibale,"Piazzale Roma, autorimessa Agip, Succ. n. 12",Excelsior,,"Ricevitoria di Lido, Gerente",,,,,62,page_62_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Ispettore di Zona : Dr. Ing. Cav. uff. Alfonso Roselli,ex Convento S. Salvador,,,Ispettore di Zona,Ufficio postale,,,,63,page_63_semantic.csv,government,,,,San Salvador,False,"Nominatim failed: query=Ex Convento San Salvador, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Ex Convento San Salvador, Venezia, Italy",False,,,no_civic_number,,,,,
Marini cav. uff. rag Giovanni,ex Convento S. Salvador,,,Vice Ispettore di Zona,Ufficio postale,,,,63,page_63_semantic.csv,government,,,,San Salvador,False,"Nominatim failed: query=Ex Convento San Salvador, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Ex Convento San Salvador, Venezia, Italy",False,,,no_civic_number,,,,,
Fonda Savio sig. Antonio,Via Jacopo Nani,,,Vice Presidente,Ufficio postale,,,,63,page_63_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Gatti dr. ing. Giovanni,Via Jacopo Nani,,,Consigliere,Ufficio postale,,,,63,page_63_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Reiss Romioli sig. Guglielmo,Via Jacopo Nani,,,Consigliere,Ufficio postale,,,,63,page_63_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Scarpa dr Amedeo Antonio,Via Jacopo Nani,,,Consigliere,Ufficio postale,,,,63,page_63_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Someda prof. Giovanni,Via Jacopo Nani,,,Consigliere,Ufficio postale,,,,63,page_63_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Tribel. li dr. ing. Mario,Via Jacopo Nani,,,Consigliere,Ufficio postale,,,,63,page_63_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Traldi sig. Luigi,Via Jacopo Nani,,,Consigliere,Ufficio postale,,,,63,page_63_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Ungaro dr. ing. Mario,Via Jacopo Nani,,,Consigliere,Ufficio postale,,,,63,page_63_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Vlagarini sig. Francesco,Via Jacopo Nani,,,Consigliere,Ufficio postale,,,,63,page_63_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Loly ing. Solone,S. Fantin numero 1879,,,V. Direttore,Ufficio postale,,,,63,page_63_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Montanari dr. Viseardo,Santa Barnaba 3232,,,Ispettore Compartimentale,Ufficio postale,,,,63,page_63_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Rossi dr. Giuseppe,Santa Barnaba 3232,,,Ispettore superiore,Ufficio postale,,,,63,page_63_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Vedovi dr. Luigi,Santa Barnaba 3232,,,Ispettore superiore,Ufficio postale,,,,63,page_63_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Piccoli dr. Gualfredo,Santa Barnaba 3232,,,Ispettore Zootecnico,Ufficio postale,,,,63,page_63_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Bernard! dr. Bruno,Santa Barnaba 3232,,,Personale tecnico,Ufficio postale,,,,63,page_63_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Favero rag. Federico,Santa Barnaba 3232,,,Ragioneria,Ufficio postale,,,,63,page_63_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
D'Andrea Carmina,Santa Barnaba 3232,,,Archivio,Ufficio postale,,,,63,page_63_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Prof. Giuseppe Sonaglia,S. Samuele 3231,,,Commissario Straordinario,Ufficio postale,,,,63,page_63_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
dr. Cesare Rigatello,S. Samuele 3231,,,Direttore Generale,Ufficio postale,,,,63,page_63_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Perelda,Via 22 Marzo n. 2233,,,Direttore,S. E. P. R. A. L.,,,,63,page_63_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Sig. Zozzetto Primo,"Via 28 aprile, Cà Matteotti 4314",Calle Giustinia,,FEDERAZIONE PROVINCIALE LAVORATORI DELLA TERRA,Ispettore Regionale,",",,,65,page_65_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
sig. Negrini Giuseppe,"Via 28 aprile, Cà Matteotti 4314",Calle Giustinia,,FEDERAZIONE PROVINCIALE LAVORATORI DELLA TERRA,Segreteria,",",,,65,page_65_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
signor Bianchini Narciso,"Via 28 aprile, Cà Matteotti 4314",Calle Giustinia,,FEDERAZIONE PROVINCIALE LAVORATORI DELLA TERRA,Segreteria,",",,,65,page_65_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Carlo Crosara,"Via 28 aprile, Cà Matteotti 4314",Calle Giustinia,,FEDERTERRA,Segretario Provinciale,",",,,65,page_65_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Sig. Zaniol Valdimiro,Lista di Spagna 122,Calle Giustinia,,FEDERAZIONE PROVINCIALE PICCOLI PROPRIETARI,Presidente,",",,,65,page_65_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Rag. Costantini Silvio,Lista di Spagna 122,Calle Giustinia,,FEDERAZIONE PROVINCIALE PICCOLI PROPRIETARI,Direttore,",",,,65,page_65_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
dr. Alfio Battini,"Genova, Via Boccaccio 45",Calle Giustinia,,FEDERAZIONE PROVINCIALE PICCOLI PROPRIETARI,Ispettore Regionale per il Veneto,"COLTIVATORI DIRETTI E MEZZADRI, ,",,,65,page_65_semantic.csv,government,,,,,False,,,no_civic_number,inside_venice,,False,,,,,,,,
Dott. Antonio Cella,Lista di Spagna 122,Calle Giustinia,,S. Fosca,Capo dell'Ispettorato,"COLTIVATORI DIRETTI E MEZZADRI, ,",,,65,page_65_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Dott. Alfredo Covatta,Lista di Spagna 122,Calle Giustinia,,ISPETTOR. PROV. DELL'AGRICOLTURA,Ispettore,"COLTIVATORI DIRETTI E MEZZADRI, ,",,,65,page_65_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Ispettore dott. Giorgio Michie,Lista di Spagna 122,Calle Giustinia,,ISPETTOR. PROV. DELL'AGRICOLTURA,Sezione specializzata di Ortofrutticoltura,"COLTIVATORI DIRETTI E MEZZADRI, ,",,,65,page_65_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Leandro Favero,Lista di Spagna 122,Calle Giustinia,,Portogruaro,Esperto,"COLTIVATORI DIRETTI E MEZZADRI, ,",,,65,page_65_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Dott. Baggio Renzo,Lista di Spagna 122,Calle Giustinia,,ISPETTOR. PROV. DELL'AGRICOLTURA,S. Donà Piave,"COLTIVATORI DIRETTI E MEZZADRI, ,",,,65,page_65_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Esper. Maschio Remo,Lista di Spagna 122,Calle Giustinia,,ISPETTOR. PROV. DELL'AGRICOLTURA,S. Donà Piave,"COLTIVATORI DIRETTI E MEZZADRI, ,",,,65,page_65_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Ispettore dott. Guido Medina,Lista di Spagna 122,Calle Giustinia,,Cavarzere,AFFITTAVOLI,"COLTIVATORI DIRETTI E MEZZADRI, ,",,,65,page_65_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Ispettore principale dr. Piero Rizzo,Lista di Spagna 122,Calle Giustinia,,DoloMirano,AFFITTAVOLI,"COLTIVATORI DIRETTI E MEZZADRI, ,",,,65,page_65_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Esperto Nardo Bruno,Lista di Spagna 122,Calle Giustinia,,DoloMirano,AFFITTAVOLI,"COLTIVATORI DIRETTI E MEZZADRI, ,",,,65,page_65_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Incaricato dott. Giovanni Falconer,Lista di Spagna 122,Calle Giustinia,,,AFFITTAVOLI,"COLTIVATORI DIRETTI E MEZZADRI, ,",,,65,page_65_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Prof. Viscardo Montanari,Lista di Spagna 122,Calle Giustinian,,ISPET. COMPARTIMENTALE AGRARIO,Ispettore Compartimentale,"COLTIVATORI DIRETTI E MEZZADRI, ,",,,65,page_65_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
dott. Aldo Recchi,S. Barina - Calle Giustinian,Calle Giustinian,,Segretario,AFFITTAVOLI,"COLTIVATORI DIRETTI E MEZZADRI, ,",,,66,page_66_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
dr. Alessandro Parodi,S. Giovanni Grisostomo - Calle Civran,Calle Giustinian,,Direttore,AFFITTAVOLI,"COLTIVATORI DIRETTI E MEZZADRI, ,",,,66,page_66_semantic.csv,government,,,,,False,"Nominatim failed: query=Chiesa di San Giovanni Grisostomo, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Chiesa di San Giovanni Grisostomo, Venezia, Italy",False,,,no_civic_number,,,,,
dr. Giorgio Bonfini,S. Giovanni Grisostomo - Calle Civran,Calle Giustinian,,Vice direttore,AFFITTAVOLI,"COLTIVATORI DIRETTI E MEZZADRI, ,",,,66,page_66_semantic.csv,government,,,,,False,"Nominatim failed: query=Chiesa di San Giovanni Grisostomo, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Chiesa di San Giovanni Grisostomo, Venezia, Italy",False,,,no_civic_number,,,,,
Roccheuto Mario,D.D. 3024,,,- ASSOCIAZIONE DEI PANIFICATORI DI VENEZA E PROVINCIA,Società in NOME COLLETTIVO,",",,,67,page_67_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Carlo Francesco,D.D. 3602,,,- ASSOCIAZIONE DEI PANIFICATORI DI VENEZA E PROVINCIA,Società in NOME COLLETTIVO,",",,,67,page_67_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Saletta Giuseppe,D.D. 2772,,,- ASSOCIAZIONE DEI PANIFICATORI DI VENEZA E PROVINCIA,Società in NOME COLLETTIVO,",",,,67,page_67_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Zoppi cav. Erlrico,S. Marco Campo La Fenire,,,- ASSOCIAZIONE ESERCENTI PUBBLICI ESERCIZI DELLA PROV. DI VENEZIA,Società in NOME COLLETTIVO,",",,,67,page_67_semantic.csv,government,,,SAN MARCO,,False,"Nominatim failed: query=Campo La Fenice, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Campo La Fenice, Venezia, Italy",False,,,no_civic_number,,,,,
Rizzo Giuseppe,S. Marco,,,- ASSOCIAZIONE ESERCENTI PUBBLICI ESERCIZI DELLA PROV. DI VENEZIA,Società in NOME COLLETTIVO,",",,,67,page_67_semantic.csv,government,,,SAN MARCO,,False,"Nominatim failed: query=Sestiere San Marco, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Sestiere San Marco, Venezia, Italy",False,,,no_geocodable_address,,,,,
Rizzetto Vespasiano,S. Marco,,,- ASSOCIAZIONE ESERCENTI PUBBLICI ESERCIZI DELLA PROV. DI VENEZIA,Società in NOME COLLETTIVO,",",,,67,page_67_semantic.csv,government,,,SAN MARCO,,False,"Nominatim failed: query=Sestiere San Marco, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Sestiere San Marco, Venezia, Italy",False,,,no_geocodable_address,,,,,
Gottardo Anselmo,S. Marco,,,- ASSOCIAZIONE ESERCENTI PUBBLICI ESERCIZI DELLA PROV. DI VENEZIA,Società in NOME COLLETTIVO,",",,,67,page_67_semantic.csv,government,,,SAN MARCO,,False,"Nominatim failed: query=Sestiere San Marco, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Sestiere San Marco, Venezia, Italy",False,,,no_geocodable_address,,,,,
Dall'Asta rag. Aldo,VENEZIA • Via XXII Marzo,VENEZIA,,Presidente Provinciale,mobilere-arredatore,",",,,68,page_68_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Selva Agostino,VENEZIA • Via XXII Marzo,VENEZIA,,Vice Presidente,installatore d'impianti,",",,,68,page_68_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Chiesa Ubaldo,VENEZIA • Via XXII Marzo,VENEZIA,,Consigliere,calzolaio,Abbigliamento,,,68,page_68_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Spaliviero Umberto,VENEZIA • Via XXII Marzo,VENEZIA,,Consigliere,zignografo,Arti decorative,,,68,page_68_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Lazzari Giacomo,VENEZIA • Via XXII Marzo,VENEZIA,,Consigliere,elettromeccanico,Meccanica,,,68,page_68_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Pialon Giovanni,VENEZIA • Via XXII Marzo,VENEZIA,,Consigliere,capo mastro,Edilizia,,,68,page_68_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Pellarin Giulio,VENEZIA • Via XXII Marzo,VENEZIA,,Consigliere,falegname,Arredamento,,,68,page_68_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Dalla Francesca Nicodemo,VENEZIA • Via XXII Marzo,S. Donà di Piave,,Presidente Ass.,elettrotecnico,",",,,68,page_68_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
Pivato gr. uff. dott. Marcello,VENEZIA • Via XXII Marzo,,,Presidente,,",",,,68,page_68_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
avv. Celeste Bastinetto,VENEZIA • Via XXII Marzo,,,Presidente,,",",,,68,page_68_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
dr. Bruno Giunchi,VENEZIA • Via XXII Marzo,,,Direttore,,",",,,68,page_68_semantic.csv,government,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,no_civic_number,,,,,
on. Guido Giacometti,VENEZIA • Via XXII Marzo,"Palazzo Bumbo, Riva del Carbon",,Presidente,,",",,,68,page_68_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo Bumbo, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Palazzo Bumbo, Venezia, Italy",False,,,no_civic_number,,,,,
Umberto Nicolazzi,VENEZIA • Via XXII Marzo,"Palazzo Bumbo, Riva del Carbon",,Segretario,,",",,,68,page_68_semantic.csv,government,,,,,False,"Nominatim failed: query=Palazzo Bumbo, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Palazzo Bumbo, Venezia, Italy",False,,,no_civic_number,,,,,
Gianquinto avv. Gio Batta,VENEZIA • Via XXII Marzo,"S. Marco, Calle degli Avvocati",,Presidente,,",",,,68,page_68_semantic.csv,government,,,SAN MARCO,,False,"Nominatim failed: query=Calle degli Avvocati, San Marco, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Calle degli Avvocati, San Marco, Venezia, Italy",False,,,no_civic_number,,,,,
