Name,Address,Location,Category,Role,Profession,Additional Info,Notes,Political Party,page_num,source_file,section,civic_num,civic_lett,sestiere_parsed,parish_parsed,sestiere_implied,match_note,location_cleaned,fail_reason,nom_classification,nominatim_query,nominatim_flagged,matched_lat,matched_lon,match_confidence,geocoding_tier
Padre Basilio,TRIBUNALE DIOCESANO E METROPOLITANO,Curia Patriarcale,,,,CENSORI DEI LIBRI,,,86,page_86_semantic.csv,religious,,,,,False,"Nominatim failed: query=Tribunale Diocesano e Metropolitano, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Tribunale Diocesano e Metropolitano, Venezia, Italy",False,,,nominatim_failed,
da Montecchio Luca Mons. Attilio,TRIBUNALE DIOCESANO E METROPOLITANO,Curia Patriarcale,,,,CENSORI DEI LIBRI,,,86,page_86_semantic.csv,religious,,,,,False,"Nominatim failed: query=Tribunale Diocesano e Metropolitano, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Tribunale Diocesano e Metropolitano, Venezia, Italy",False,,,nominatim_failed,
Rizzi Padre Ernesto S. J.,TRIBUNALE DIOCESANO E METROPOLITANO,Curia Patriarcale,,,,CENSORI DEI LIBRI,,,86,page_86_semantic.csv,religious,,,,,False,"Nominatim failed: query=Tribunale Diocesano e Metropolitano, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Tribunale Diocesano e Metropolitano, Venezia, Italy",False,,,nominatim_failed,
Scarpa Padre Filippo O. F. M.,TRIBUNALE DIOCESANO E METROPOLITANO,Curia Patriarcale,,,,CENSORI DEI LIBRI,,,86,page_86_semantic.csv,religious,,,,,False,"Nominatim failed: query=Tribunale Diocesano e Metropolitano, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Tribunale Diocesano e Metropolitano, Venezia, Italy",False,,,nominatim_failed,
Scarpa mons. Giuseppe,TRIBUNALE DIOCESANO E METROPOLITANO,Curia Patriarcale,,,,CENSORI DEI LIBRI,,,86,page_86_semantic.csv,religious,,,,,False,"Nominatim failed: query=Tribunale Diocesano e Metropolitano, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Tribunale Diocesano e Metropolitano, Venezia, Italy",False,,,nominatim_failed,
Spagno Padre Ferdinando dei Carmelitani,TRIBUNALE DIOCESANO E METROPOLITANO,Curia Patriarcale,,,,CENSORI DEI LIBRI,,,86,page_86_semantic.csv,religious,,,,,False,"Nominatim failed: query=Tribunale Diocesano e Metropolitano, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Tribunale Diocesano e Metropolitano, Venezia, Italy",False,,,nominatim_failed,
S. Em. Rev.ma il Card. Patri- ca,PARROCCHIE E SUCCURSALI,Curia Patriarcale,,Presidente,,COMMISSIONE PER IL CATECHISMO,,,87,page_87_semantic.csv,religious,,,,,False,"Nominatim failed: query=Curia Patriarcale, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Curia Patriarcale, Venezia, Italy",False,,,nominatim_failed,
S. Ecc. Jeremich Mons. Gior.,PARROCCHIE E SUCCURSALI,Curia Patriarcale,,Vice Preside.,,COMMISSIONE PER IL CATECHISMO,,,87,page_87_semantic.csv,religious,,,,,False,"Nominatim failed: query=Curia Patriarcale, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Curia Patriarcale, Venezia, Italy",False,,,nominatim_failed,
Machtareh mons. Erminio.,PARROCCHIE E SUCCURSALI,Curia Patriarcale,,Segretario,,COMMISSIONE PER IL CATECHISMO,,,87,page_87_semantic.csv,religious,,,,,False,"Nominatim failed: query=Curia Patriarcale, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Curia Patriarcale, Venezia, Italy",False,,,nominatim_failed,
S. Ecc. Mons. Jeremich.,PARROCCHIE E SUCCURSALI,Curia Patriarcale,,Presidente,,COMMISSIONE PER LARTE SACRA,,,87,page_87_semantic.csv,religious,,,,,False,"Nominatim failed: query=Curia Patriarcale, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Curia Patriarcale, Venezia, Italy",False,,,nominatim_failed,
Bressan mons. Lettore.,PARROCCHIE E SUCCURSALI,Curia Patriarcale,,Segretario,,COMMISSIONE PER LARTE SACRA,,,87,page_87_semantic.csv,religious,,,,,False,"Nominatim failed: query=Curia Patriarcale, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Curia Patriarcale, Venezia, Italy",False,,,nominatim_failed,
Padre Davido da Portogruaro O. F. M.,PARROCCHIE E SUCCURSALI,Curia Patriarcale,,Membri,,COMMISSIONE PER LARTE SACRA,,,87,page_87_semantic.csv,religious,,,,,False,"Nominatim failed: query=Curia Patriarcale, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Curia Patriarcale, Venezia, Italy",False,,,nominatim_failed,
Gusso ing. Franco,PARROCCHIE E SUCCURSALI,Curia Patriarcale,,Membri,,COMMISSIONE PER LARTE SACRA,,,87,page_87_semantic.csv,religious,,,,,False,"Nominatim failed: query=Curia Patriarcale, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Curia Patriarcale, Venezia, Italy",False,,,nominatim_failed,
Marangoni comm. ing. Luigi,PARROCCHIE E SUCCURSALI,Curia Patriarcale,,Membri,,COMMISSIONE PER LARTE SACRA,,,87,page_87_semantic.csv,religious,,,,,False,"Nominatim failed: query=Curia Patriarcale, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Curia Patriarcale, Venezia, Italy",False,,,nominatim_failed,
Petich Mons. Francesco,PARROCCHIE E SUCCURSALI,Curia Patriarcale,,Membri,,COMMISSIONE PER LARTE SACRA,,,87,page_87_semantic.csv,religious,,,,,False,"Nominatim failed: query=Curia Patriarcale, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Curia Patriarcale, Venezia, Italy",False,,,nominatim_failed,
Scarpa Bolla scultore,PARROCCHIE E SUCCURSALI,Curia Patriarcale,,Membri,,COMMISSIONE PER LARTE SACRA,,,87,page_87_semantic.csv,religious,,,,,False,"Nominatim failed: query=Curia Patriarcale, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Curia Patriarcale, Venezia, Italy",False,,,nominatim_failed,
Scattolin lino,PARROCCHIE E SUCCURSALI,Curia Patriarcale,,Membri,Architetto,COMMISSIONE PER LARTE SACRA,,,87,page_87_semantic.csv,religious,,,,,False,"Nominatim failed: query=Curia Patriarcale, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Curia Patriarcale, Venezia, Italy",False,,,nominatim_failed,
Tito Luigi,PARROCCHIE E SUCCURSALI,Curia Patriarcale,,Membri,Pittore,COMMISSIONE PER LARTE SACRA,,,87,page_87_semantic.csv,religious,,,,,False,"Nominatim failed: query=Curia Patriarcale, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Curia Patriarcale, Venezia, Italy",False,,,nominatim_failed,
Vio mons. Luigi,PARROCCHIE E SUCCURSALI,Curia Patriarcale,,Presidente,,COMMISSIONE PER LA MUSICA SACRA,,,87,page_87_semantic.csv,religious,,,,,False,"Nominatim failed: query=Curia Patriarcale, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Curia Patriarcale, Venezia, Italy",False,,,nominatim_failed,
Quintarelli don Ilario,PARROCCHIE E SUCCURSALI,Curia Patriarcale,,Segretario,,COMMISSIONE PER LA MUSICA SACRA,,,87,page_87_semantic.csv,religious,,,,,False,"Nominatim failed: query=Curia Patriarcale, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Curia Patriarcale, Venezia, Italy",False,,,nominatim_failed,
S. E. Rev.ma Jeremich dr. Giovanni,PARROCCHIE E SUCCURSALI,Curia Patriarcale,,Presidente,,COMMISSIONE PER LA SOLUZIONE DEI CASI DI COSCIENZA,,,87,page_87_semantic.csv,religious,,,,,False,"Nominatim failed: query=Curia Patriarcale, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Curia Patriarcale, Venezia, Italy",False,,,nominatim_failed,
Schiavon don Giovanni,PARROCCHIE E SUCCURSALI,Curia Patriarcale,,Segretario,,COMMISSIONE PER LA SOLUZIONE DEI CASI DI COSCIENZA,,,87,page_87_semantic.csv,religious,,,,,False,"Nominatim failed: query=Curia Patriarcale, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Curia Patriarcale, Venezia, Italy",False,,,nominatim_failed,
Milani Padre Francesco,San Cristoforo,Curia Patriarcale,,Parroco,PARROCCHIE E SUCCURSALI,dei Guiseppini del Murialdo,,,88,page_88_semantic.csv,religious,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,nominatim_failed,
Cignago padre Antonio,San Cristoforo,Curia Patriarcale,,Rettore,PARROCCHIE E SUCCURSALI,dei Guiseppini del Murialdo,,,88,page_88_semantic.csv,religious,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,nominatim_failed,
Selmo padre Michele,San Cristoforo,Curia Patriarcale,,Parroco,PARROCCHIE E SUCCURSALI,O. S. M.,,,88,page_88_semantic.csv,religious,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,nominatim_failed,
Barbaro don Giovanni,Ss. Ermagrora e Fortunato,Curia Patriarcale,,Parroco,PARROCCHIE E SUCCURSALI,",",,,88,page_88_semantic.csv,religious,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,nominatim_failed,
Zannoni don Oscar,Ss. Ermagrora e Fortunato,Curia Patriarcale,,Cooperatore,PARROCCHIE E SUCCURSALI,",",,,88,page_88_semantic.csv,religious,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,nominatim_failed,
Gabrielli don Giovanni,SANTA MARIA MADDALENA,Curia Patriarcale,,Rettore,PARROCCHIE E SUCCURSALI,",",,,88,page_88_semantic.csv,religious,,,,,False,"Nominatim failed: query=Chiesa di Santa Maria Maddalena, Venezia, Italy | type=place_of_worship class=amenity",,no_civic_number,inside_venice,"Chiesa di Santa Maria Maddalena, Venezia, Italy",False,,,nominatim_failed,
Poloni don Antonio,S. Eufemia della Giudecca,Curia Patriarcale,,Parroco,PARROCCHIE E SUCCURSALI,",",,,88,page_88_semantic.csv,religious,,,GIUDECCA,,False,"Nominatim failed: query=Chiesa di Sant'Eufemia della Giudecca, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Chiesa di Sant'Eufemia della Giudecca, Venezia, Italy",False,,,nominatim_failed,
Toniato don Giuseppe,S. Eufemia della Giudecca,Curia Patriarcale,,Cooperatore,PARROCCHIE E SUCCURSALI,",",,,88,page_88_semantic.csv,religious,,,GIUDECCA,,False,"Nominatim failed: query=Chiesa di Sant'Eufemia della Giudecca, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Chiesa di Sant'Eufemia della Giudecca, Venezia, Italy",False,,,nominatim_failed,
Chicchiolte don Alessandro,S. MARIA DELLA PRESENTAZIONE,Curia Patriarcale,,Rettore,PARROCCHIE E SUCCURSALI,",",,,88,page_88_semantic.csv,religious,,,,,False,"Nominatim failed: query=Chiesa di Santa Maria della Presentazione, Venezia, Italy | type=place_of_worship class=amenity",,no_civic_number,inside_venice,"Chiesa di Santa Maria della Presentazione, Venezia, Italy",False,,,nominatim_failed,
Turchetto don Riccardo,SS. Gervasio e Protasio,Curia Patriarcale,,Parroco,PARROCCHIE E SUCCURSALI,",",,,88,page_88_semantic.csv,religious,,,,Santi Gervasio e Protasio,False,"Nominatim failed: query=Chiesa dei Santi Gervasio e Protasio, Venezia, Italy | type=place_of_worship class=amenity",,no_civic_number,inside_venice,"Chiesa dei Santi Gervasio e Protasio, Venezia, Italy",False,,,nominatim_failed,
Barechia don Gastone,SAN SEBASTIANO,Curia Patriarcale,,Vicario,PARROCCHIE E SUCCURSALI,",",,,88,page_88_semantic.csv,religious,,,,,False,"Nominatim failed: query=Chiesa di San Sebastiano, Venezia, Italy | type=place_of_worship class=amenity",,no_civic_number,inside_venice,"Chiesa di San Sebastiano, Venezia, Italy",False,,,nominatim_failed,
D’Este cav. don Luigi,SAN GIOVANNI DECOLLATO,Curia Patriarcale,,Vicario,PARROCCHIE E SUCCURSALI,",",,,88,page_88_semantic.csv,religious,,,,,False,"Nominatim failed: query=Chiesa di San Giovanni Decollato, Venezia, Italy | type=place_of_worship class=amenity",,no_civic_number,inside_venice,"Chiesa di San Giovanni Decollato, Venezia, Italy",False,,,nominatim_failed,
Posi don Giorgio,- SAN ANTONINO PRETE M.,Curia Patriarcale,,Vicario,PARROCCHIE E SUCCURSALI,Risale la sua origine al sec. VII,,,89,page_89_semantic.csv,religious,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,nominatim_failed,
Zaniol Mons. Giovanni,- SAN ANTONINO PRETE M.,Curia Patriarcale,,Rettore,PARROCCHIE E SUCCURSALI,Edificata nel 1745,,,89,page_89_semantic.csv,religious,,,,,False,"Nominatim failed: query=Chiesa di San Antonino, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Chiesa di San Antonino, Venezia, Italy",False,,,nominatim_failed,
P. Giulio da Schio O. F.M. Capp.,- SAN ANTONINO PRETE M.,Curia Patriarcale,,Rettore,PARROCCHIE E SUCCURSALI,Risale la sua origine al sec. VI,,,89,page_89_semantic.csv,religious,,,,,False,"Nominatim failed: query=Chiesa di San Antonino, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Chiesa di San Antonino, Venezia, Italy",False,,,nominatim_failed,
Bevilacqua don Giuseppe,- San Lodovico (San Alvise),Curia Patriarcale,,Parroco,PARROCCHIE E SUCCURSALI,Edificata nel 1388,,,89,page_89_semantic.csv,religious,,,,,False,"Nominatim failed: query=Chiesa di San Alvise, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Chiesa di San Alvise, Venezia, Italy",False,,,nominatim_failed,
Da Villa Don Aldo,- SAN BENEDETTO,Curia Patriarcale,,Vicario,PARROCCHIE E SUCCURSALI,Fabbricata verso la fine del X sec.,,,89,page_89_semantic.csv,religious,,,,,False,"Nominatim failed: query=Chiesa di San Benedetto, Venezia, Italy | type=place_of_worship class=amenity",,no_civic_number,inside_venice,"Chiesa di San Benedetto, Venezia, Italy",False,,,nominatim_failed,
Bonifacio don Giuseppe,- SAN GIULIANO,Curia Patriarcale,,Rettore,Arciprete-parroco,Edificata nell'829,,,89,page_89_semantic.csv,religious,,,,,False,"Nominatim failed: query=Chiesa di San Giuliano, Venezia, Italy | type=place_of_worship class=amenity",,no_civic_number,inside_venice,"Chiesa di San Giuliano, Venezia, Italy",False,,,nominatim_failed,
Chialina padre Vittore O. M. C.,SAN GIOVANNI EVANGELISTA,Curia Patriarcale,,SAN LORENZO DIACONO M.,Cappellano,SAN GIOVANNI EVANGELISTA,,,90,page_90_semantic.csv,religious,,,,,False,"Nominatim failed: query=Scuola Grande di San Giovanni Evangelista, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Scuola Grande di San Giovanni Evangelista, Venezia, Italy",False,,,nominatim_failed,
Gianfraceschi mons. dr. Augusto,S. Maria del Carmelo,Curia Patriarcale,,Parroco,Arciprete-parroco,S. Maria del Carmelo,,,90,page_90_semantic.csv,religious,,,,,False,"Nominatim failed: query=Chiesa di Santa Maria del Carmelo, Venezia, Italy | type=place_of_worship class=amenity",,no_civic_number,inside_venice,"Chiesa di Santa Maria del Carmelo, Venezia, Italy",False,,,nominatim_failed,
D'Este don Mario,S. Maria del Carmelo,Curia Patriarcale,,Cooperatori,Arciprete-parroco,S. Maria del Carmelo,,,90,page_90_semantic.csv,religious,,,,,False,"Nominatim failed: query=Chiesa di Santa Maria del Carmelo, Venezia, Italy | type=place_of_worship class=amenity",,no_civic_number,inside_venice,"Chiesa di Santa Maria del Carmelo, Venezia, Italy",False,,,nominatim_failed,
Frassinelli don Angelo,S. Maria del Carmelo,Curia Patriarcale,,Cooperatori,Arciprete-parroco,S. Maria del Carmelo,,,90,page_90_semantic.csv,religious,,,,,False,"Nominatim failed: query=Chiesa di Santa Maria del Carmelo, Venezia, Italy | type=place_of_worship class=amenity",,no_civic_number,inside_venice,"Chiesa di Santa Maria del Carmelo, Venezia, Italy",False,,,nominatim_failed,
Grecatti don Marco,S. Maria del Carmelo,Curia Patriarcale,,Vicario,Arciprete-parroco,S. BARNABA,,,90,page_90_semantic.csv,religious,,,,,False,"Nominatim failed: query=Chiesa di Santa Maria del Carmelo, Venezia, Italy | type=place_of_worship class=amenity",,no_civic_number,inside_venice,"Chiesa di Santa Maria del Carmelo, Venezia, Italy",False,,,nominatim_failed,
Pessaro don Marco,S. Maria del Giglio,Curia Patriarcale,,Parroco,Arciprete-parroco,S. Maria del Giglio,,,90,page_90_semantic.csv,religious,,,,Santa Maria Zobenigo,False,"Nominatim failed: query=Chiesa di Santa Maria del Giglio, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Chiesa di Santa Maria del Giglio, Venezia, Italy",False,,,nominatim_failed,
Barbisan don Antonio,S. Maria del Giglio,Curia Patriarcale,,Cooperatore,Arciprete-parroco,S. Maria del Giglio,,,90,page_90_semantic.csv,religious,,,,Santa Maria Zobenigo,False,"Nominatim failed: query=Chiesa di Santa Maria del Giglio, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Chiesa di Santa Maria del Giglio, Venezia, Italy",False,,,nominatim_failed,
Urbani dr. mons. Giovanni,SAN FANTINO,Curia Patriarcale,,Vicario,Arciprete-parroco,SAN FANTINO,,,90,page_90_semantic.csv,religious,,,,,False,"Nominatim failed: query=Chiesa di San Fantino, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Chiesa di San Fantino, Venezia, Italy",False,,,nominatim_failed,
Ferracina mons. Antonio,S. Maria del Rosario,Curia Patriarcale,,Parroco,Arciprete-parroco,S. Maria del Rosario,,,90,page_90_semantic.csv,religious,,,,Santa Maria del Rosario,False,"Nominatim failed: query=Chiesa di Santa Maria del Rosario, Venezia, Italy | type=church class=building",,no_civic_number,inside_venice,"Chiesa di Santa Maria del Rosario, Venezia, Italy",False,,,nominatim_failed,
Bergamin don Fabiano,S. Maria del Rosario,Curia Patriarcale,,Vicario,Arciprete-parroco,SPIRITO SANTO,,,90,page_90_semantic.csv,religious,,,,Santa Maria del Rosario,False,"Nominatim failed: query=Chiesa di Santa Maria del Rosario, Venezia, Italy | type=church class=building",,no_civic_number,inside_venice,"Chiesa di Santa Maria del Rosario, Venezia, Italy",False,,,nominatim_failed,
Bressan Mons. Ettore,SANTA MARIA DELLA SALUTE,Curia Patriarcale,,Rettore,Arciprete-parroco,SANTA MARIA DELLA SALUTE,,,90,page_90_semantic.csv,religious,,,,,False,"Nominatim failed: query=Basilica di Santa Maria della Salute, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Basilica di Santa Maria della Salute, Venezia, Italy",False,,,nominatim_failed,
Gusso mons. Giovanni,San Martino,Curia Patriarcale,,Parroco,Arciprete-parroco,San Martino,,,90,page_90_semantic.csv,religious,,,,San Martino,False,"Nominatim failed: query=Chiesa di San Martino, Venezia, Italy | type=place_of_worship class=amenity",,no_civic_number,inside_venice,"Chiesa di San Martino, Venezia, Italy",False,,,nominatim_failed,
Zane don Luigi,San Martino,Curia Patriarcale,,Cooperatore,Arciprete-parroco,San Martino,,,90,page_90_semantic.csv,religious,,,,San Martino,False,"Nominatim failed: query=Chiesa di San Martino, Venezia, Italy | type=place_of_worship class=amenity",,no_civic_number,inside_venice,"Chiesa di San Martino, Venezia, Italy",False,,,nominatim_failed,
Puggiotto mons. comm. prof. Giuseppe,San Martino,Curia Patriarcale,,Cappellano,Veneta Marina,S. BIAGIO,,,90,page_90_semantic.csv,religious,,,,San Martino,False,"Nominatim failed: query=Chiesa di San Martino, Venezia, Italy | type=place_of_worship class=amenity",,no_civic_number,inside_venice,"Chiesa di San Martino, Venezia, Italy",False,,,nominatim_failed,
Trevissoi don Giovanni Battista,SAN ANDREA APOSTOLO,Pietro Apostolo,,Parroco,,SAN ANDREA APOSTOLO,,,91,page_91_semantic.csv,religious,,,,San Pietro,False,"Nominatim failed: query=Chiesa di San Andrea Apostolo, Venezia, Italy | type=place_of_worship class=amenity",,no_civic_number,inside_venice,"Chiesa di San Andrea Apostolo, Venezia, Italy",False,,,nominatim_failed,
Manfrin don Ugo,SAN ANDREA APOSTOLO,Pietro Apostolo,,Vicario,,SAN ANDREA APOSTOLO,,,91,page_91_semantic.csv,religious,,,,San Pietro,False,"Nominatim failed: query=Chiesa di San Andrea Apostolo, Venezia, Italy | type=place_of_worship class=amenity",,no_civic_number,inside_venice,"Chiesa di San Andrea Apostolo, Venezia, Italy",False,,,nominatim_failed,
Ferrarese cav. uft. don Tullio,San Paolo Apostolo (S. Polo),Pietro Apostolo,,Parroco,,San Paolo Apostolo (S. Polo),,,91,page_91_semantic.csv,religious,,,SAN POLO,San Pietro,False,"Nominatim failed: query=Chiesa di San Paolo Apostolo, Venezia, Italy | type=place_of_worship class=amenity",,no_civic_number,inside_venice,"Chiesa di San Paolo Apostolo, Venezia, Italy",False,,,nominatim_failed,
Bevilacqua don Mario,San Paolo Apostolo (S. Polo),Pietro Apostolo,,Arciprete,,Location: Pietro Apostolo,,,91,page_91_semantic.csv,religious,,,SAN POLO,San Pietro,False,"Nominatim failed: query=Chiesa di San Paolo Apostolo, Venezia, Italy | type=place_of_worship class=amenity",,no_civic_number,inside_venice,"Chiesa di San Paolo Apostolo, Venezia, Italy",False,,,nominatim_failed,
Rizzati don Angelo,San Paolo Apostolo (S. Polo),Pietro Apostolo,,Cooperatore,,Location: Pietro Apostolo,,,91,page_91_semantic.csv,religious,,,SAN POLO,San Pietro,False,"Nominatim failed: query=Chiesa di San Paolo Apostolo, Venezia, Italy | type=place_of_worship class=amenity",,no_civic_number,inside_venice,"Chiesa di San Paolo Apostolo, Venezia, Italy",False,,,nominatim_failed,
Doria Don Orazio,San Raffaelo Arcangelo,Pietro Apostolo,,Parroco,,San Raffaelo Arcangelo,,,91,page_91_semantic.csv,religious,,,,L'Angelo,False,"Nominatim failed: query=Chiesa di San Raffaele Arcangelo, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Chiesa di San Raffaele Arcangelo, Venezia, Italy",False,,,nominatim_failed,
Scarpa mons. Giuseppe,San Salvatore,Pietro Apostolo,,Parroco,,San Salvatore,,,91,page_91_semantic.csv,religious,,,,San Salvador,False,"Nominatim failed: query=Chiesa di San Salvatore, Venezia, Italy | type=place_of_worship class=amenity",,no_civic_number,inside_venice,"Chiesa di San Salvatore, Venezia, Italy",False,,,nominatim_failed,
Bacci don Edoardo,San Salvatore,Pietro Apostolo,,Cooperatore,,San Salvatore,,,91,page_91_semantic.csv,religious,,,,San Salvador,False,"Nominatim failed: query=Chiesa di San Salvatore, Venezia, Italy | type=place_of_worship class=amenity",,no_civic_number,inside_venice,"Chiesa di San Salvatore, Venezia, Italy",False,,,nominatim_failed,
Gidoni prof. don Mario,SAN NICOLO' DEI MENDICOLI,Pietro Apostolo,,Vicario,,SAN NICOLO' DEI MENDICOLI,,,91,page_91_semantic.csv,religious,,,,San Pietro,False,"Nominatim failed: query=Chiesa di San Nicolò dei Mendicoli, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Chiesa di San Nicolò dei Mendicoli, Venezia, Italy",False,,,nominatim_failed,
Furlani don Mario,SAN APOLLINARE,Pietro Apostolo,,Rettore,,SAN APOLLINARE,,,91,page_91_semantic.csv,religious,,,,San Pietro,False,"Nominatim failed: query=Chiesa di San Apollinare, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Chiesa di San Apollinare, Venezia, Italy",False,,,nominatim_failed,
Massaria don Silvio,SS. SIMEONE GIUDA,Pietro Apostolo,,Vicario,,SAN GIACOMO APOSTOLO (S. Giacometto de Rialto),,,92,page_92_semantic.csv,religious,,,,San Simeone Profeta,False,"Nominatim failed: query=Chiesa dei Santi Simeone e Giuda, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Chiesa dei Santi Simeone e Giuda, Venezia, Italy",False,,,nominatim_failed,
Kirchmayr don Giacomo,SAN VITALE,Pietro Apostolo,,Vicario,,SAN GIACOMO APOSTOLO (S. Giacometto de Rialto),,,92,page_92_semantic.csv,religious,,,,San Pietro,False,"Nominatim failed: query=Chiesa di San Vitale, Venezia, Italy | type=place_of_worship class=amenity",,no_civic_number,inside_venice,"Chiesa di San Vitale, Venezia, Italy",False,,,nominatim_failed,
Vianello don Gino,SAN GIOVANNI IN OLEO,Pietro Apostolo,,Vicario,,SAN GIACOMO APOSTOLO (S. Giacometto de Rialto),,,92,page_92_semantic.csv,religious,,,,San Pietro,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,nominatim_failed,
Tosi don Benedetto,SS. MARIA ASSUNTA,DONATO E CIPRIANO,,Parroco,,",",,,92,page_92_semantic.csv,religious,,,,,False,"Nominatim failed: query=Chiesa dei Santi Maria Assunta, Donato e Cipriano, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Chiesa dei Santi Maria Assunta, Donato e Cipriano, Venezia, Italy",False,,,nominatim_failed,
Vianello don Vittorio,SS. MARIA ASSUNTA,DONATO E CIPRIANO,,Cooperatore,,",",,,92,page_92_semantic.csv,religious,,,,,False,"Nominatim failed: query=Chiesa dei Santi Maria Assunta, Donato e Cipriano, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Chiesa dei Santi Maria Assunta, Donato e Cipriano, Venezia, Italy",False,,,nominatim_failed,
Tosi don Benedetto,SS. MARIA ASSUNTA,DONATO E CIPRIANO,,Canonico Decano,,",",,,92,page_92_semantic.csv,religious,,,,,False,"Nominatim failed: query=Chiesa dei Santi Maria Assunta, Donato e Cipriano, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Chiesa dei Santi Maria Assunta, Donato e Cipriano, Venezia, Italy",False,,,nominatim_failed,
Marchini don Giovanni,SS. MARIA ASSUNTA,DONATO E CIPRIANO,,Canonico,,",",,,92,page_92_semantic.csv,religious,,,,,False,"Nominatim failed: query=Chiesa dei Santi Maria Assunta, Donato e Cipriano, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Chiesa dei Santi Maria Assunta, Donato e Cipriano, Venezia, Italy",False,,,nominatim_failed,
Vianello don Vittorio,SS. MARIA ASSUNTA,DONATO E CIPRIANO,,Canonico,,",",,,92,page_92_semantic.csv,religious,,,,,False,"Nominatim failed: query=Chiesa dei Santi Maria Assunta, Donato e Cipriano, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Chiesa dei Santi Maria Assunta, Donato e Cipriano, Venezia, Italy",False,,,nominatim_failed,
Semenzato don Luigi,SAN PIETRO,DONATO E CIPRIANO,,Parroco,,",",,,92,page_92_semantic.csv,religious,,,,San Pietro,False,"Nominatim failed: query=Chiesa di San Pietro, Donato e Cipriano, Venezia, Italy | type=nan class=nan",,no_civic_number,inside_venice,"Chiesa di San Pietro, Donato e Cipriano, Venezia, Italy",False,,,nominatim_failed,
D'Altin don Attilio,SAN PIETRO,DONATO E CIPRIANO,,Cooperatore,,",",,,92,page_92_semantic.csv,religious,,,,San Pietro,False,"Nominatim failed: query=Chiesa di San Pietro, Venezia, Italy | type=place_of_worship class=amenity",,no_civic_number,inside_venice,"Chiesa di San Pietro, Venezia, Italy",False,,,nominatim_failed,
Marchini don Giovanni,SANTA MARIA DEGLI ANGELI,DONATO E CIPRIANO,,Vicario,,",",,,92,page_92_semantic.csv,religious,,,,,False,Nominatim failed: query=None | type=nan class=nan,,no_civic_number,inside_venice,,False,,,nominatim_failed,
