occupation,frequency,cluster_id
professore,9,2
Consiglio Direttivo,9,2
Comitato esecutivo,8,2
Uffici Centrali,8,2
Componenti il Consiglio Direttivo,8,2
vicario,7,2
Assistente incaricato,7,2
Commissario,6,2
Sindaci,6,2
Vice Direttore,6,2
Membri supplenti,6,2
Dirigente,5,2
Provveditore agli studi (reggente),5,2
Assistente,5,2
Ispettore Capo,5,2
Membro effettivo,5,2
Sindaco,4,2
Banco di Roma vice direttore,4,2
rappresentante varie,4,2
Archivista,4,2
Comandante,4,2
Ispettori di l.a cl.,4,2
Personale degli Uffici - Segreteria della Sezione di Economia e Commercio,4,2
Comitato di Venezia,3,2
Condirettore,3,2
Insegnante,3,2
Pretore della Pretura Civile e Penale,3,2
Ispettore,3,2
Capo Divisione,3,2
Ispett. Capo,3,2
Rappresentanza del Consiglio di Facoltà,3,2
Personale degli Uffici - Segreteria della Sezione di Lingue e letterature straniere,3,2
Amministratore,3,2
Titolare Procuratore,3,2
Segretario Generale,2,2
Comm. Capo,2,2
Ispettore Compartimentale,2,2
Direttore Amm.,2,2
Sindaco Revisore,2,2
Direttore Tecnico Prov. per il Tiro a Volo,2,2
Collaboratore Tecnico FIGB,2,2
Altri Consolati aventi giurisdizione sulla Regione Veneta,2,2
Sovrintendente,2,2
Direttrice,2,2
signor,2,2
Direttore responsabile,2,2
Vice Segretario,2,2
Vice Pres.,2,2
Assitenza,2,2
rappresentanti,2,2
Medico Provinciale,2,2
Soprintendente,2,2
segretario,2,2
Consigliere (TELVE),2,2
Questore,2,2
Deputato dell'Amministrazione della Provincia,2,2
Vice Comm.,2,2
Capo ufficio,2,2
Ispettori Principali,2,2
Coadiutore,2,2
Membro supplente,2,2
Membro di diritto,2,2
Addetto,2,2
Capitano di P.S. in S.P.E.,2,2
Ispettori Capi,2,2
Sindaci supplenti.,2,2
Vice Segretario Generale,1,2
Primo Segretario,1,2
Ragioniere capo,1,2
Incaricato della supplenza del Presidente del Tribunale di Venezia,1,2
Consigliere Corte Appello,1,2
Ingegnere Capo,1,2
Vice Comnissario Amm.vo,1,2
Gestore,1,2
Capo Ufficio,1,2
Direttore Regionale,1,2
Segretario Regionale,1,2
Direttore della Sede,1,2
Ispettore Compartimentale Amministrativo per le Tre Venezie,1,2
Reggente,1,2
Capo dei Servizi Sanitari,1,2
Membro commissione,1,2
Delegato sportivo prov.,1,2
Direttore Tecnico Provinciale per l'attività Nautica,1,2
Direttore Tecnico Prov. per l'Atletica Leggera e Tiro alla Fune,1,2
Direttore Tecnico Prov. per il Tamburello - Palla a volo e Pallone a bracciale,1,2
Direttore Tecnico Prov. FIGB,1,2
Presidente Gruppo Prov. Arbitri della F. I G. B.,1,2
Vice Console onorario,1,2
Console onorario,1,2
Direttore onor.,1,2
Distribuitore capo,1,2
Vice direttore,1,2
Assistente alla direzione,1,2
Assistente alla direzione biblioteca,1,2
Comitato di Amministrazione,1,2
"Uffici Centrali, Aiutanti tecnici",1,2
Cancellista capo,1,2
Vice tesoriere,1,2
Vice Economo,1,2
Medico dirigente,1,2
"Ispettore Onorario, prof. Amedeo Gottardi",1,2
Medico direttore,1,2
Medico di Sez.,1,2
Primo Procuratore di Chiesa,1,2
Agente principale della Società Autori ed Editori della Agenzia di Venezia,1,2
Segretario Tesoriere,1,2
Addetto Provinciale,1,2
Sede: Regionale e Provinciale,1,2
Segretario Politico,1,2
Vice Segretario Politico,1,2
Segretario Amministrativo,1,2
Segretario Federazione Provinciale,1,2
Vice Segretario Provinciale,1,2
Segretario amministrativo,1,2
Funzionario concetto,1,2
Gerente Baldi Antonio,1,2
di Guido Rusconi,1,2
"Consiglio di Amministrazione: Presidente Giovanni Scaramanga di Altomonte; Vice Presidente: cav. di gr. cr. ing. dr. Luigi Macalina; Consiglieri comm. dr. Rodolfo Bernardi; comm. dott. Pardè Formentini; avv. Bruno Forti conte Mario Moretti; dott. Mario Valenti. nuzzi. - Collegio dei Sindaci: gr. uff. rag. Amedeo Fracassi; gr. uff. dott, Cesare Cichi; dott. Girolamo Manzutto; dott. Mario Renzi; dr. rag. Antonio Tedeschi. Direttore Generale: gr. uff. cap. Guido Cosulich, - Sede di Venezia, Direzione ed ufficio merci: Piazza S. Marco. Direttore della sede di Venezia: Com.te, cav. uff, Filibert Francesco.",1,2
Comandante Legione Terr. della Guardia di Finanza,1,2
Capo rip. personale Polrvice dello Stato,1,2
Ingegner Capo del Corpo del Genio Civile,1,2
Direttore Ass,1,2
Capo Servizio Sez. Deposito Franco,1,2
Ispettore Divisione S. Lucia,1,2
Rappresentante cingalmerie,1,2
Cassiere Banca Nazionale del Lavoro,1,2
Commissariato,1,2
Impresario Edile,1,2
Consigliere Segr.,1,2
Banco di Roma condirettore,1,2
Direttore Banco San Marco,1,2
Capo Divisione prima,1,2
deputato Amminist. della Provincia,1,2
Procuratore Tribunale dei Minorenni,1,2
"Uff. Supelivo - Addetto, Legione Ferr. della Guardia di Finanza",1,2
Procuratore presso la Corte d’Appello,1,2
Direttore Banqueca Veneziana di Cprediti e Conti Corrrenti,1,2
"Ispettore, Materiale e Trazione, Ferrovie dello Stato, Direzione",1,2
Capo Uff. Amministrazione,1,2
capitano,1,2
V. Direttore,1,2
Vice Presidente Deputazione Provinciale dell’Amministrazione della Provincia,1,2
Relatore Comando di Legione Guardia di Finanza,1,2
"Vice Direttore, Banco di Napoli, ",1,2
"Segetarjo Capo Uff. Impianti Elettrici e di Segnalamento, Ferrovie dello Stato, Direzione S. Lucia",1,2
Presidente di Sez.,1,2
Legione Territ. Guardia di Finanza di Marghera,1,2
Vicc. Presid. Club Alpino Italiano,1,2
Dep. Fornaggi,1,2
applicato segreteria Istituto Universitario di Aretich.,1,2
Presidente Tribunale Civile e Penale,1,2
Sostituto Proc.,1,2
"vicario S. Leone, (S. Lio)",1,2
"Amministratore, Medio acg. dr. Ulisse Camalfi, Consulente ordinario dr. Tancredi Cortei",1,2
Direttore Banca d'A. mercica e d'Italia,1,2
Com. Esecutivo della Cam. Conf. del lavoro,1,2
Segretaria della Camera Conf. del Lavoro,1,2
"Vice Cam. dirigente ""Commissariato di Castello""",1,2
"Amministrazione della Provincia, Economo Provinciale",1,2
"Vice Presd. Società Canottieri, Numero 5576-A",1,2
Cassiere Principale Banca di Napoli,1,2
Ing. Capo Ufficio Tecnico dell’Amministrazione del Provincia,1,2
rappresentante assicurazioni,1,2
Direttore Consorzio Agrario Cooperativo,1,2
Vice comm. Agg. dirigente Commissariato di,1,2
Professore,1,2
"Revisore Ufficiale dei Conti, Amministratore Giudiziario",1,2
Capo uff. Trasmissioni,1,2
Questura,1,2
Ispettore Capo Ufficio scritture,1,2
"Addetto ""Consigliere""",1,2
Comandante Comando Gruppo Agenti P. Sicurezza,1,2
sindaco supplente,1,2
Vicario S. Sofia,1,2
Segretario Tribunale dei Minorenni,1,2
Uff. pagat. Legione Territ. Guardia di Finanza,1,2
Consigliere Ospedale Civile,1,2
Aiutante Magg. della Guardia di Finanza,1,2
"C, Reparto Uff. personale Ferrovie dello Stato, Direzione",1,2
Comandante le tenenze Legione Territoriale dei Carabinieri,1,2
Segret. Capo Sez. Amministrativa,1,2
Comm. Aggi. dirigente,1,2
Agente per l Venetti E. A. Super Lux,1,2
"Ispett. Capo, Uff. Impianti Elettrici e di Segnalamento, Ferrovie dello Stato, Direzione S. Lucia",1,2
rappresentante goiieri alametari,1,2
Segretario Regionale del Lavoro per le Venezie,1,2
Vice Direttore Banca di Roma,1,2
Vice Presidente Deputazione Provinciale dell'Amministrazione della Provincia,1,2
Dirig. Uff. Srrvizio,1,2
"Presidente Ass. dei Commercianti, ",1,2
Cassiere Economo,1,2
Direttore Gener.,1,2
Cancelliere dirigente,1,2
dirigente Commissariato di S. Marco,1,2
Addetto Sviarda Naobile,1,2
Capo Servizi Sgx. Mag. Gen.,1,2
Segretario Banca Nazionale del Lavoro,1,2
Rappresentante Carta,1,2
Comm. Agaxit. Ufficio Stranieri dalla Questura,1,2
vicario S. Barnaba,1,2
Commissariato Compartimentale di Polizia Ferroviaria,1,2
Gabinetto Prefettura,1,2
Comm. dirigente,1,2
Σegretario,1,2
Consegnatario Magazino Distretto Militaire dl Veniuzia,1,2
Segretario Ispet. Ispt. Circoscrizione Doganale,1,2
presidi,1,2
Presidente Tstinto Veneto di Scienze Lettere ed Arti,1,2
"Ass. Naz. Mutilati ed Invalidi di Guerra, ex Palazzo Reale",1,2
Procuratore della Scuola Mer-letti di Murano,1,2
rappresentanze generali e limenari,1,2
"Vice Comandante, Capitano",1,2
"Insegnante, Rettore Istituto Crovani e Guglielmo Marconi",1,2
ispett. comp. dell'Ispettorato delle Imposte direttc,1,2
Pres. Società degli Amici dei Monumenti,1,2
Vice Ispet. di Zona,1,2
professore Instituto Universitario di Architett.,1,2
professore Instituto Universitario Architett.,1,2
"C. Reparto, Uff. personale Ferrovie dello Stato",1,2
Direttore Banca d’Italia,1,2
Direzione Ferrovie de lo Stato,1,2
Rappresentante,1,2
Commissario dela Casa Previd. Lavoratori Portuali,1,2
I Assistente del Genio Civile,1,2
"Segretario di prima classe Tribunale Civile e Penale, Rialto numero 186",1,2
"C. Reparto Gl. personale Ferrovie dello Stato, Direzione",1,2
Segretario della (FIDAL),1,2
Segretario Generale Deputazione Provinciale dell'Amministrazione della Provincia,1,2
Capo Uff.,1,2
Direzione Lotto,1,2
Rappresentante e Depositi,1,2
Direzione S. Lucis,1,2
Capo uff. Amministr.,1,2
disegnatore Soprintendenza ai Monumenti Medioevali e Moderni del Veneto Orientale,1,2
Direttore dell’Istituto Nazionale per l’Assicurazione contro gli Infortunii sul Lavoro,1,2
professore Istituto Universitario di Architet,1,2
Capo della Sezione price. Sez. Movimento Ferrovie Dello Stato,1,2
"Uff. personale Ferrovie dello Stato, Direzione S. Lucia",1,2
Direttore Generale Istituto Federale delle Casse di Risparmio delle Venezie,1,2
Segretario Consulate Regionale per l'Agroclultura e Foreste,1,2
rappresentante carta,1,2
Direttore Banca Commerciale Italiana,1,2
Aiutante di Cancelleria della Pretura di Mestre,1,2
Uffici Centrali dell'Amministrazione della Provincia,1,2
Sindaco Assist. Naz. Combattenti,1,2
"Comand. Circolo Iozione Tetrti, Guardia di Finanza",1,2
Primo Pretore dirige entf,1,2
"Sostituto capo Sez. Materiale Trazione, Ferrovie dello Stato, Direzione",1,2
Vice Comm. Agg.,1,2
Vice Presid. Sc.,1,2
Membro Ann.,1,2
Imp. Gen. per Costruzioni,1,2
Archivista dell’ Avvercatura dello Stato,1,2
"Comando iplepii, Legione Territ, Guardia di Finanza",1,2
Preside Iss. Magistrale Parificato,1,2
(Consultivo dei Comune),1,2
Presidente dell'Associaz ione fra i dipendenti di Aziende Commerci alie della Provincia,1,2
Uff. I. Ragioniere Intenden. za di Finanza Direzione Lotto,1,2
Presidente del ACCNl,1,2
Capo Tecnico,1,2
 Guardia di Finanza,1,2
soprintendente dell’Ente autonomo del Teatro la Fenice,1,2
Presidente Deputazione Provinciale dell’Amministrazione della Provincia,1,2
Agente principale di Venezia: Soc. Rappresentanza Generali,1,2
Vice Direttore Manifattura Tabacchi,1,2
Prosindaco del Municipio,1,2
Lo Ragioniere Ghn. neto Prefettura,1,2
Segret. Capo,1,2
Comandante in 2.,1,2
Assistente del Genio Civile,1,2
"Comm, esecutivo",1,2
V. Direttore del A. C.N.I.L.,1,2
Direttore aggiunto Banca di Napoli,1,2
Capo Div. Direzione Ragioneria e tributi,1,2
Vice Direttore Istituto Vittorio Alfierl,1,2
Consigliere del Circlo Fi,1,2
Primo Segretario Uffici Centrali dell'Amministrazione della Provincia,1,2
Ispettore Tecnico del movimento postale,1,2
Consigliere Banca Veneta Mezzana a Gretti e Conti Correnti,1,2
V. Pres. | Ass. Naz . Reduci,1,2
UPSEA | Uff. Regionale di Coordinamento,1,2
Sindaco effettivo Banca Veneziana di Crediti e Conti Correnti,1,2
"Pres. Assoc. Naz. Reduci, Palazzo ex Reale",1,2
Vice Segretario gen.,1,2
Dirigente incaricato,1,2
Gerente,1,2
Medico vic ispettore del servizio sanitario,1,2
Ispettore servizi di annona,1,2
Vice ispettore di annona,1,2
Segretario capo sezione,1,2
Direttore veterinario,1,2
Veterinario assistente,1,2
Comando Vigili,1,2
"Conservatore, ",1,2
DIREZIONE SUPERIORE DI DOGANA,1,2
Direttore locale,1,2
Ispettore Capo di giro,1,2
Ispettore Capo Uff. Visite,1,2
Ispettore Capo Uff. Scritture,1,2
Capo Ufficio Statistica: Proo Capo,1,2
Ricevitore Capo,1,2
Comandante Gruppo,1,2
Comandante la compagnia di Venezia,1,2
Comandante la tenenza Venezia,1,2
Comandante la compagnia di Mestre,1,2
Comandante la tenenza di Chioggia,1,2
Comandante la tenenza di Portogruaro,1,2
Uff. Superiore addetto,1,2
Capitano addetto,1,2
Comandante di legione,1,2
Relatore,1,2
Direttore dei Conti,1,2
Aiutante Maggiore in Prima,1,2
Dirigente uff. Servizio,1,2
Ufficiale di Magazzino,1,2
Ufficiale Pagatore,1,2
Capo reparto automob.,1,2
Ufficiale Addetto P. T. I.,1,2
Capo del Compartimento,1,2
"Capo dell'ufficio, Ufficio impianti elettrici e di segnalamento",1,2
"Ispettore I. Classe, Ramo I.",1,2
"Ispettore 2.a Classe, Ramo II",1,2
"Ispettore I Classe, Riparto Telegrafonico",1,2
"Capo I. Riparto, Ispettore II. classe",1,2
L'Intendente di Finanza,1,2
Rappresentanza della Deputazione Provinciale,1,2
Rappresentanza del Comune,1,2
Direttore amministrativo dell'Istituto Segretario,1,2
Direttore Amministrativo,1,2
Alunno d'ordine,1,2
Assistente comandato,1,2
Assistenti incaricati,1,2
Assistente vol.,1,2
Primo Ragioniere con funzioni di Direttore Amministrativo,1,2
Segretario capo di Prima classe,1,2
Segretario capo di Seconda classe,1,2
Ragionier capo di Prima classe,1,2
Archivista Capo,1,2
Direttore dell’Osservatorio,1,2
Membro effettivo; Commissario straordinario per la Presidenza,1,2
Bibliot Direttore,1,2
Guardiano ai Mattin,1,2
Reggente la Cancellaria,1,2
Presidente Onorario,1,2
Capo archivista,1,2
Medico Direttore,1,2
Gabinetto batteriologo,1,2
Primario direttore,1,2
Segretario-Economo,1,2
Mdico-Direttore,1,2
Vice segretaria,1,2
Coadjutore,1,2
Canonici residenziali (arcidiacono prima dignità),1,2
Canonici residenziali (arciprete seconda dignità),1,2
Capo Gruppo regionale,1,2
Pres. Sez. Prov.,1,2
Segreteria,1,2
Comitato Federale,1,2
Commissario Provinciale,1,2
Mons. Ettore Baressan,1,2
"Revisore Ufficiale dei Conti, Amministratore Giudiziario, Consulenza e Assistenza Tributaria, Economico, Commerciale, Ragioneristica",1,2
capo ufficio matricola,1,2
Capo del Compartimento Ferrovie dello Stato,1,2
assistente Soprintendenza ai Monumenti Medievali e Moderni di Veneto Orientale,1,2
Commissario Straord.,1,2
Ispettor Prov. agricoltura,1,2
Capo Sez. Uff. Dazio,1,2
Ufficio Tecnico dell'Amministrazione della Provincia,1,2
Rettore Istituto Italiano Bava,1,2
Capo di Stato Magg. Comando Militare Marittimo Autonomo Dell'Alto Adriatico,1,2
Pres. dell'Associazione Prov. tra gli Agenti di Assicurazione,1,2
Capo Divisione Soprintendenza ai Monumenti Mediovali e Moderni del Veneto Orientale,1,2
professore Istituto Universitario di Architettura,1,2
Presidente del Casinò di Commercio,1,2
Direttore Istituto Universitario di Archit.,1,2
V. Presidente Ass. Inquilini e Senza Tetto,1,2
Archivista Soprintendenza ai Monumenti Medioevali e Moderni del Veneto Orientale,1,2
Magistrato alle Acque,1,2
"Direttore, ",1,2
1. Procuratore,1,2
Procuratore Capo,1,2
Sovraintendente,1,2
Ispettore Capo l'Uffcio visite,1,2
Capo Gruppo Regionale,1,2
Pres. della Soc,1,2
Comandante del Porto Capitano uffi Porto,1,2
Uflicio Stampa Cabineto di Prefettura,1,2
Capo Divisione 2-na,1,2
Ass. Supattiva Venziana e C. Reper D.,1,2
Prefetto,1,2
Vice Prefetto vicario,1,2
Vice Prefetto ispettore,1,2
Vice Prefetto ispett.,1,2
Consigliere di l. classe,1,2
V. Prefetto Ispett.,1,2
Vice Prefetto Ispett.,1,2
Consigliere di I. cl.,1,2
Consigliere i. cl.,1,2
I.o Segretario,1,2
Capo Ragioniere,1,2
rappresentante esercenti cinema e teatri,1,2
rappresentante dei medici,1,2
rappresentante dei veterinari,1,2
Vice Questore,1,2
Capo Gabinetto,1,2
Addetto Gabinetto,1,2
Commissariato di Cannaregio,1,2
Commissariato di Castello,1,2
Segretari capi: Contenzioso,1,2
Segretari capi: Segreteria,1,2
"Capo della Sezione, Sezione Materiale e Trazione",1,2
Sostituto capo sezione,1,2
Ispettore di La classe,1,2
"Capo della sezione, Sezione Lavori di Venezia",1,2
Officiale,1,2
Promotore di giustizia,1,2
Vicario parrocchiale,1,2
Segretario del Consiglio,1,2
Strti da uomo,101,3
Bottigliere,70,3
Osterie,65,3
Refrettari,64,3
Barbieri,60,3
Chincaglierie ed affini,56,3
AFFITTAVOLI,52,3
barbiere,48,3
Barili,47,3
falegname,41,3
avv.,40,3
Ragioniere,33,3
Membri,26,3
Gabinettl dentistici,21,3
Messaggerie,20,3
Giornali,18,3
Perle,17,3
rappresentanze varie,17,3
Squerì,15,3
Tappezzieri,15,3
Vini,15,3
Giudice,15,3
Agrumi,14,3
Vallicultura,14,3
fiori,14,3
Barbiere,14,3
Coltellinai e Arrotini,13,3
Ghiaccio,13,3
Impermeabili,13,3
pittrice,12,3
Dolciumi,12,3
Petrolio,12,3
Latteria,12,3
Consolati,11,3
Marmi,11,3
Falegname,11,3
Calze,10,3
tappezziere,10,3
pensione,10,3
Morocicli,9,3
tipografia,9,3
Bandai e Lattonieri,8,3
Cornici,8,3
Droghe,8,3
Legatorie di libri,8,3
Ombrelli,8,3
mediatore,8,3
dettaglio,8,3
Tappeti,7,3
Conterie e Perle,6,3
Ghiacciaie,6,3
Pelli,6,3
notaio,6,3
radio e radiogrammofoni,6,3
LA VELOCE..,5,3
Birrerie,5,3
Candele,5,3
Carta da macero,5,3
Crine vegetali,5,3
Facchini pubblici,5,3
IMPERMEABILI,5,3
Materassai,5,3
Uova,5,3
vini,5,3
Frigoriferi,4,3
MOBILI LACCATI,4,3
Pantofolai,4,3
pellami,4,3
Rimorchatori,4,3
Saccherie ed affini,4,3
Semi oleosi,4,3
Stracci,4,3
Strucchi,4,3
Terrrazzi,4,3
Zucchero,4,3
rosticceria,4,3
sarto,4,3
acque gassate,4,3
malattie polmonari,4,3
birreria,4,3
Lingua tedesca,4,3
Lettore,4,3
Ricevitore,3,3
Bandiere,3,3
Birra,3,3
Calderai,3,3
Copertoni,3,3
Cordami e Spaghi,3,3
Corredi sposa,3,3
Espurgo pozzi neri,3,3
Fumisti,3,3
Ghisa,3,3
Granaglie,3,3
Lamiere,3,3
Addizionatrici,3,3
Ortaggi e legumi,3,3
Recuperi marittimi,3,3
Sciroppi,3,3
attuario,3,3
marmi,3,3
uova,3,3
calze,3,3
trebbiatura,3,3
chincaglierie,3,3
arciprete,3,3
Arciprete,3,3
saponi,3,3
"terraglie, porcellane",3,3
essicazione frutta ed erbaggi,3,3
giornali,3,3
Lingua inglese,3,3
Lingua francese,3,3
Avventizi di Terza categoria,3,3
Acciai,2,3
Liquori,2,3
Caviale,2,3
Cementi,2,3
Cinghie di Cuoio,2,3
Essicazione frutta ed erbaggi,2,3
Marmellate,2,3
Prodotti antiparassitari,2,3
Sementi,2,3
setorie e lanerie,2,3
Timbri di gomma,2,3
Vele e bandiere,2,3
Vetri neutri,2,3
Zolfo,2,3
terrazziario,2,3
Ponte delle Guglie,2,3
rettore,2,3
cappelleria,2,3
pianoforti,2,3
esercizi,2,3
valigerie,2,3
avv,2,3
dolciumi,2,3
terraglie,2,3
(dettaglio),2,3
ghiaccio,2,3
coltellinaio e arrotino,2,3
pellami e cuoi,2,3
barbieri,2,3
 giocattoli,2,3
liquori,2,3
rimorchiatori,2,3
petrolio,2,3
bottigliera,2,3
budella salate,2,3
Attuario,2,3
malattie nervose,2,3
scuole,2,3
Lingua spagnola,2,3
Usceri capi,2,3
Aiuto,2,3
Cappellano,2,3
Ortaggi,2,3
Rag. capi,2,3
Curato,2,3
Ponte dei Pugni,1,3
Corte Bigaglia,1,3
Conservatore,1,3
Capo uff. Agrario,1,3
Fed. It. Pugilato (FIP),1,3
Fed. It. Pattinaggio su Ghiaccio,1,3
Fed. It. Hockey su Ghiaccio,1,3
Pittrice,1,3
pittrici,1,3
 Alberoni,1,3
Acqua di colonia,1,3
Agricola,1,3
in Nome coll.,1,3
Ottica,1,3
Aspirapolvere,1,3
Bigiotterie,1,3
Bronzi,1,3
Calce,1,3
Addizionatricei,1,3
Carte da Gioco,1,3
Cavalli da Corsa,1,3
cordami,1,3
Fond. Convertite,1,3
Cotoni e cascami,1,3
Ebanisti,1,3
Eraclit,1,3
Erbe medicinali,1,3
Essenze spiritose,1,3
Essiccatoi,1,3
Fibre autarchiche,1,3
Fiscoli e dischi per la spremitura delle olive,1,3
Foraggi,1,3
Francobolli,1,3
Gas tossici,1,3
Ghiaia,1,3
Terragliole,1,3
Inchiostri,1,3
Insetticidi,1,3
Ne gropente,1,3
Legnami di sfacimento,1,3
Legumi,1,3
Linifici,1,3
Macellazione,1,3
Bestimare ed esercizio macellere,1,3
Panelli,1,3
Pellami e cuoi,1,3
Penna,1,3
Pianoforti,1,3
Pianoforti di tutte le marche,1,3
recuperi,1,3
Quadri di manovra e commando,1,3
Riserie,1,3
Saloni,1,3
Scopai,1,3
Stufe,1,3
Tappezzerie,1,3
Targhe,1,3
Esercizio,1,3
Vetri sanitari,1,3
Zuccherifici,1,3
fiati ed affini,1,3
Pastore,1,3
vetri,1,3
vallicultura,1,3
Ortaggi loc. Gaggio,1,3
Surrogati,1,3
cattoria,1,3
spec. Vernizione,1,3
bronzi,1,3
fattoria,1,3
rappresentante pellami,1,3
capelliera,1,3
stucchi,1,3
croft (esercizi),1,3
agrumi,1,3
corredi,1,3
cinzieria,1,3
tessanti,1,3
macellaio (introdtuto e bestiame),1,3
quadri,1,3
(abbigra),1,3
Conditore,1,3
chinaglieie,1,3
ragioniere,1,3
pelli,1,3
buste salate,1,3
pesce conservato caviale,1,3
nobili,1,3
Via Algieri,1,3
di Indri Giovanni,1,3
utensili,1,3
cortele e e perle,1,3
saponi coloniali modici il *-promata,1,3
ingrosso,1,3
ra-bone e logna (dettaglio),1,3
dettuanaglio,1,3
Forossitti,1,3
chincaglie,1,3
navi in legno,1,3
modificatore,1,3
sottoscrira,1,3
detersivi saponi aflini,1,3
sa to da uomo,1,3
trattorio,1,3
imbarcbi e subarbe,1,3
aimenzanti (dett.),1,3
pasticcera,1,3
orefice'ia,1,3
chiancigliere,1,3
fale indoperiche,1,3
"shalza-tore, cesellatore",1,3
 Dettaglio,1,3
Merletta e cirmi,1,3
corred di sposa ment-le e rangni,1,3
Marittimi,1,3
facchini pubblici,1,3
patrimenti Ientazioni,1,3
facchini | publici,1,3
trattatia,1,3
olii,1,3
macellaia,1,3
orologiaio,1,3
liquori (dettaglio),1,3
macelliere (introduttore bestiame),1,3
catalfurcicico,1,3
bandaro a luttioniere,1,3
incisore,1,3
pellami e cuolo,1,3
Leva e Mobilitazione,1,3
Via Spalti,1,3
Ragiionere,1,3
salami,1,3
lavorazione doghe,1,3
autorimessa,1,3
asserioazioni,1,3
macellaio,1,3
fabbr. Terrario e mecca. nico,1,3
Birreria,1,3
lucido da scarpe,1,3
pellami e cuoi.,1,3
Cappelleria,1,3
Tappezziere,1,3
cabbone e legna,1,3
Campo Bandiera e Moro,1,3
Caor. prendolo,1,3
in melleria,1,3
dolciumi (mag osso),1,3
coltelli e arrotini,1,3
anticichità e libreria,1,3
Cavalcavia,1,3
tabaccherìa,1,3
tappezziere c.,1,3
ricuperi marittimi,1,3
fiscoi dischi per la spremitura delle olive,1,3
lavandiera,1,3
tappeti,1,3
 Fori perle,1,3
porcellane,1,3
Incisioni,1,3
timbri di gomma,1,3
paniiicio,1,3
 erane vegetale,1,3
(edicola),1,3
accordatori pianoforti,1,3
bottiligeria,1,3
seterie e lanerie,1,3
pianificato,1,3
fornura di calcei e butteri,1,3
Abiti (riparazioni),1,3
ostetrice | Mestre,1,3
articoli somm.a,1,3
bandaio lattoniere,1,3
chincaglieria,1,3
manutentore,1,3
glati,1,3
valigeria,1,3
pellami e cuoi a,1,3
coltellaio e arrotino,1,3
calcolatrice,1,3
scuola,1,3
Apparecchi agricoli,1,3
Fiori,1,3
munitettature,1,3
rappresentante attorcchi in vitro,1,3
Tappzatore,1,3
orefici,1,3
chincagliere,1,3
 chincaglierie,1,3
tagliani,1,3
pensione albergo,1,3
Lavandiner e stirrac,1,3
spazzole,1,3
acciai,1,3
fatto da uomo,1,3
Sottuto,1,3
carta da macera,1,3
rappresentante macchiarer,1,3
nettezza urbana,1,3
foraggi,1,3
fed. It. della Vela (FIV),1,3
confezioni iliati,1,3
bottigliecia,1,3
malatte polmonari,1,3
avvz.,1,3
trattorìa,1,3
tabacchiere,1,3
autoscuola,1,3
Radio riparazioni,1,3
Quadri,1,3
lucido da Scarpe,1,3
pasticcio,1,3
l'attrice,1,3
imbarchi e sbarchi,1,3
pali di legno,1,3
rigattatoi,1,3
palii iniettati,1,3
 Incisioni,1,3
Imballaggii,1,3
vele e bandiere,1,3
ortagagi,1,3
materassai,1,3
legumi,1,3
scientifica,1,3
gerogi alì mentari (dett.),1,3
"chiavaleserie, succ. di Gaio Ernengildo",1,3
abbiagliamento,1,3
Cerioniero del Patriarcato,1,3
bandaio e fattirone,1,3
pasticciere,1,3
lapidi marini,1,3
pubblicità,1,3
consigliere,1,3
oreccheria,1,3
"saccheria, azzettaii e santi",1,3
fiamaviera,1,3
curtona legna,1,3
carta (grossiuita),1,3
merletti ciconini,1,3
"cotellajuai, arrottini, minio",1,3
"aricule sanitari, prodotti farmaceutieci",1,3
D'allefitanni,1,3
"elttricità econo, nizatori",1,3
contoi e casearia,1,3
espressi telegrammi,1,3
acquedotti,1,3
Filanda,1,3
Ghiaccio (tabralerio),1,3
Essiccato lozzoli,1,3
Molino,1,3
esplorug pozzi neri,1,3
Ame-ricana nel Petrolio,1,3
tratto-ia,1,3
comm. al'oglio,1,3
ore-fiseria,1,3
fuoro,1,3
filanti,1,3
calce e laterizzi,1,3
sarda da uomo,1,3
munizioni,1,3
perle,1,3
budella,1,3
ombrelli,1,3
tessuti alti,1,3
rappresantanze varie,1,3
pommerinista,1,3
cavalli da corsa,1,3
usciere,1,3
Esercizi,1,3
parru1chiera,1,3
hottigliocristai.,1,3
fabbro,1,3
Fabbro,1,3
vini e olii,1,3
acqui di colonia,1,3
valli cultura,1,3
calfabricinio,1,3
pelami e cuoio,1,3
sciroppi liguori,1,3
graunoche e legna (dettagilo) | S. Polo,1,3
rappresentante macchinarl,1,3
Importazione,1,3
incendiere,1,3
Nuova,1,3
 cinghialerie,1,3
(Ditta),1,3
"incisore, cesellatore, sbalzatore",1,3
 giornali,1,3
nepote,1,3
"cordami, spaghi, filati",1,3
ditta,1,3
polizia rifiori,1,3
Antiche,1,3
A.C.S Empale. vile e handli're;,1,3
chianista,1,3
Cavarzere,1,3
Storia,1,3
Filologia romanza,1,3
Lingua serbo-croata,1,3
Filologia germanica,1,3
Lingua e letteratura latina,1,3
Glottologia romanza,1,3
Lingua russa,1,3
Lingua rumena,1,3
Matere i radiche,1,3
Avventizi di Seconda categoria,1,3
Usciere,1,3
Avventizia di Quarta categoria,1,3
Storia Ec. Ebraico,1,3
"Francese, Matematica",1,3
lettere (ginnasio),1,3
morale e sacra pastorale,1,3
Primo restauratore,1,3
Restauratore,1,3
 aggiunto,1,3
Cappelano,1,3
Rag. capo,1,3
Matrimoni,1,3
