canonical_label,frequency,cluster_id
Fuels and Lubricants,1,4
Fruits and Vegetables,1,4
Fruit and Vegetables,1,4
Fossil fuels,1,4
Baking Aromas,1,4
Malt,1,4
Legumes,1,4
Lime,1,4
Italian products representation,1,4
Ice Trade,1,4
Horse meat,1,4
Horse Meat,1,4
Coloring products,1,4
Carbonated Water Industry,1,4
Chemical Products Representation,1,4
Edible oils (trade),1,4
Film materials,1,4
Dairy Production,1,4
Cured Meats,1,4
Corks,1,4
Cork Processing,1,4
Cooked Meats and Offal,1,4
Dry port,1,4
Dried Flax,1,4
Denatured Alcohol,1,4
Spirits,1,4
Solid and liquid fuels,1,4
Solid and Liquid Fuels,1,4
Soap Sales,1,4
Sweet flavors,1,4
Sugar factories,1,4
Stoves,1,4
Sausage,1,4
Wine and oil,1,4
Yeast,1,4
Toxic gases,1,4
Tobacco manufacturing,1,4
Varieties,1,4
Odorico Company,1,4
Nitrogen Fertilizers,1,4
Paraffin,1,4
Packaging,1,4
Olives,1,4
Olive pressing equipment,1,4
Meat processing,1,4
Medicinal Herbs,1,4
Mineral Oils,1,4
Mining and agriculture,1,4
Mineral water,1,4
Rice production,1,4
Refinery and storage,1,4
Pharmaceutical representation,1,4
Plants and seeds,1,4
Plants and Seeds,1,4
Pharmaceutical products,1,4
Perfumer,1,4
Perfume processing,1,4
Perfume,1,4
Pearl Production and Trade,1,4
Preserved Meats,1,4
Preserves,1,4
Poultry,1,4
Shipping company,352,5
Sales and mobilization,186,5
Port of Venice,119,5
shipping company,47,5
boat rental,31,5
postal office,31,5
State Railways,29,5
Shipping and Transport,26,5
Shipping agencies,20,5
Messengers,20,5
Naval recoveries,19,5
Maritime transport,18,5
Shipping Company,14,5
Raincoats,13,5
Printing Services,12,5
Transportation,11,5
transportation,11,5
Transportation services,11,5
Boat rental,11,5
sales,11,5
Shipping Agency,10,5
Shipping and transport,9,5
Maritime services,8,5
ships,7,5
Price commission,7,5
Ship Suppliers,6,5
River and Lagoon Transport,6,5
River transport,6,5
Maritime and Land Transport,6,5
Maritime brokers,5,5
funeral services,5,5
Porters,5,5
Import/export,5,5
Trade,5,5
maritime cooperative,4,5
Labor Services,4,5
shipping and transportation,4,5
Maritime Transport,3,5
Maritime recovery,3,5
unspecified trade,3,5
supplies,3,5
Exports,3,5
shipping agency,3,5
Shipping agency,3,5
Sewage Services,3,5
temporary workers,3,5
Funeral Supplies,3,5
Transport Agency,3,5
Transport services,2,5
Transport and Tourism,2,5
Maritime supplies,2,5
Maritime suppliers,2,5
automotive transport,2,5
Supplies for Various Entities,2,5
Sails and Flags,2,5
fuel supply,2,5
Port works,2,5
Temporary Workers,2,5
Naval and Industrial Supplies,2,5
Telecommunications,2,5
Shipping,2,5
commerce and processing,2,5
commerce,2,5
railway administration,2,5
newspaper distribution,2,5
porters,2,5
telecommunications,2,5
towing company,2,5
shipowners,2,5
military supply,2,5
Lagoon navigation,2,5
mobile unit,2,5
Luggage services,2,5
subscription,1,5
customs office,1,5
sewage exploration,1,5
shipping and landings,1,5
shipping and transport,1,5
customs,1,5
coal trade,1,5
coal trading company,1,5
shipping,1,5
ship recovery,1,5
telegram services,1,5
water magistrate,1,5
bicycle and motorcycle rentals,1,5
bicycle and motorcycle rental,1,5
utilities provider,1,5
telephone service,1,5
trading,1,5
train station,1,5
car rental,1,5
unknown trade,1,5
transportation services,1,5
transportation materials,1,5
translation services,1,5
transport and recovery union,1,5
transport and shipping,1,5
transport company,1,5
transport organization,1,5
transport services,1,5
transportation and shipping,1,5
transportation authority,1,5
transportation company,1,5
Air Transport,1,5
import/export,1,5
pearl trade,1,5
maritime supplier,1,5
maritime recovery,1,5
maritime enterprises,1,5
maintenance services,1,5
luggage handlers,1,5
maritime broker,1,5
maritime authority,1,5
naval supplies,1,5
labor services,1,5
mobilization department,1,5
embarkation and disembarkation,1,5
recruitment and mobilization,1,5
rafts,1,5
railway management,1,5
railway police,1,5
refrigeration and commerce,1,5
sails and flags,1,5
river transport,1,5
rentals and leasing,1,5
port commander,1,5
General company (carriage),1,5
Funeral services,1,5
Funeral Services,1,5
Fuel and naval supplies,1,5
Land transport,1,5
Land and naval installations,1,5
Mainland section,1,5
Importation,1,5
Import/Export,1,5
International transport cooperative,1,5
International trade technology,1,5
Industrial port,1,5
Industrial transport services,1,5
Complete Supplies,1,5
Commerce and Processing,1,5
Car rental and towing,1,5
Car Rentals,1,5
Car Rental and Garage,1,5
Boat supplies,1,5
Estuary and Marghera section,1,5
Embarkation and disembarkation,1,5
Drug Trade,1,5
Sports Facility Services,1,5
Sports Facilities Service,1,5
Supply Department,1,5
Supplies,1,5
Superior customs direction,1,5
Storage Facility,1,5
Sailing Federation,1,5
Shipbuilding and transport,1,5
Shipping and subletting,1,5
Shipping and landings,1,5
Shipping and Transport Agency,1,5
Shipping and Navigation,1,5
Shipping Cases,1,5
Ship brokerage,1,5
Services,1,5
Service,1,5
Waste management,1,5
Warehousing,1,5
Transportation organization,1,5
Transport and naval recovery,1,5
Train station,1,5
Timekeeping services,1,5
Travel Goods,1,5
Tugboat Services,1,5
Newspaper and Book Distribution,1,5
Naval supplies,1,5
Oil Merchant,1,5
Marriage Services,1,5
Maritime station agency,1,5
Maritime repair services,1,5
Maritime provisioning,1,5
Maritime agency management,1,5
Maritime Supply,1,5
Maritime Supplier,1,5
Maritime Services,1,5
Maritime Enterprises,1,5
Maritime Agency,1,5
Moving Services,1,5
Military Supplies,1,5
Railway records,1,5
Railway administration,1,5
Railway Entrances,1,5
River Navigation,1,5
Recovery services,1,5
Pilot services,1,5
Pest control services,1,5
Production and Distribution,1,5
Postal Transport,1,5
Postal Services,1,5
Port Services,1,5
Painter,125,6
professionals and artists,41,6
Photography,39,6
art and crafts,39,6
printing,32,6
antiques and fine arts,30,6
decorators and painters,27,6
decorator and painter,23,6
paints and varnishes,21,6
Artisan Business,21,6
Glass,18,6
Painter decorator,16,6
art objects,15,6
Art reproductions,15,6
optical engineering photography,15,6
Venetian specialists,13,6
Cutlers and sharpeners,13,6
Goldsmith,13,6
Photography articles,12,6
Female painter,12,6
Sculptor,11,6
Marble,11,6
art academy,10,6
Printing,10,6
artistic glass,10,6
Art academy teacher,9,6
photography,8,6
Picture frames,8,6
Glassware,8,6
Ceramics,8,6
artistic furniture,7,6
Art objects,6,6
Engravers and Sculptors,6,6
glassworks,6,6
applied arts,5,6
artistic circle,5,6
Photographer,5,6
glass and ceramics,5,6
silverware,5,6
jewelry,5,6
Glass Products,4,6
Enamels,4,6
floristry,4,6
Photography Supplies,4,6
Photographic Materials,4,6
photographic articles,4,6
mosaics,4,6
illustrated postcards,4,6
Artificial Flowers,4,6
Lacquered Furniture,4,6
Art profession,4,6
antiques,3,6
Marbles,3,6
Printing/graphic arts,3,6
Glass Company,3,6
Glass Flowers,3,6
Paints and varnishes,3,6
Painting services,3,6
glass and chandeliers,3,6
photographer,3,6
Iron Furniture,3,6
Glass products,3,6
Underwater Paints,3,6
Antiques and Fine Arts,3,6
Stained glass,3,6
cutler and sharpener,3,6
Artificial stone,3,6
art reproductions,3,6
Artistic ceramics,3,6
art teacher,2,6
Art institution,2,6
Art history,2,6
Venetian Mirrors,2,6
Murano Glass,2,6
Photography supplies,2,6
Rubber Stamps,2,6
"goldsmithing, jewelry",2,6
Artistic Portraits and Industrial Works,2,6
Artistic portraits,2,6
Porcelain,2,6
Artistic gift items,2,6
engraver,2,6
Artist,2,6
decorative design,2,6
Neutral Glass,2,6
Artistic Portraits,2,6
Paints and Varnishes,2,6
Paints and Coatings,2,6
Designer,2,6
painting,2,6
Earthenware,2,6
photography studio,2,6
photojournalism,2,6
Glassblowing,2,6
paper trade,2,6
Graphic Arts,2,6
Decorators and Painters,2,6
modeled figure and ornament,2,6
watercolor and photography,2,6
stucco,1,6
Architectural Styles,1,6
Architectural design,1,6
ship painting and varnishing,1,6
silverware and jewelry,1,6
silverware and gilding,1,6
costume jewelry,1,6
stationery and art,1,6
ship painting and finishing,1,6
Archaeological museum,1,6
stamp factory - engraving studio,1,6
stained glass,1,6
silverware and watchmaking,1,6
(photo studios),1,6
watchmaking and jewelry,1,6
watchmaking workshop,1,6
bathroom articles,1,6
wallpaper and related,1,6
Art History,1,6
Art Supplies,1,6
architectural designer,1,6
art dealer,1,6
Art dealer,1,6
Art archive,1,6
art gallery,1,6
artistic glass and prints,1,6
artistic society,1,6
artistic portraits,1,6
artistic objects,1,6
artistic mills,1,6
artistic gift items,1,6
ceramics,1,6
Academy of Fine Arts,1,6
ceramic articles,1,6
terracotta and metal,1,6
bronze works,1,6
cabinetmaker,1,6
decorative carpets,1,6
industrial painting,1,6
goldsmith and jewelry,1,6
goldsmith,1,6
glassworks and chandeliers,1,6
pearls and jewelry,1,6
glassware representative,1,6
glass products,1,6
painter decorator,1,6
paintings,1,6
marine stones,1,6
metalwork,1,6
jeweler,1,6
interiors,1,6
glass production,1,6
glass processing,1,6
engraving and stamping,1,6
engravings,1,6
glass manufacturing,1,6
rubber stamps and engravings,1,6
Antique Arts,1,6
decorator,1,6
decorative painters,1,6
earthenware,1,6
playing cards,1,6
photography supplies,1,6
glass,1,6
glass and mirrors,1,6
glass and mirror trade,1,6
photographic works,1,6
gift items,1,6
photoengraving,1,6
photographic materials,1,6
precious objects,1,6
frame and glass workshop,1,6
Goldsmiths,1,6
Glassworks,1,6
Glassware representative,1,6
Glassware and chandeliers,1,6
Glassware and Artistic Objects,1,6
Glassmakers,1,6
Glass and mirrors,1,6
Glass and ceramics,1,6
Glass Manufacturing,1,6
Glass Factory,1,6
Glass Beads and Chandeliers,1,6
Gilding,1,6
Handmade,1,6
Graphic arts,1,6
Flooring and mosaics,1,6
Fine Arts Antiques,1,6
Fine Arts Academy,1,6
Fine Arts,1,6
Frame Workshop,1,6
Jewelry production,1,6
Jewelry,1,6
Imitation jewelry,1,6
Home Decoration,1,6
Interior Design,1,6
Inks,1,6
Brushes,1,6
Bronze Works,1,6
Ceramics and mosaics,1,6
Engravings,1,6
Craft Institute,1,6
Decoration,1,6
Decorative arts,1,6
Costume Jewelry,1,6
Decorative Painter,1,6
Decorative modeling,1,6
Decorative painters,1,6
Dental Prosthetics,1,6
Marble processing,1,6
Artistic,1,6
Artistic Glass,1,6
Silversmith,1,6
Stationery and Chinaware,1,6
Stoneware,1,6
Sanitary glass,1,6
Sculpture,1,6
Scientific and pharmaceutical glassware,1,6
Artistic and Lacquered Furniture,1,6
Rubber stamps,1,6
Artistic Objects and Photography,1,6
Artistic Portraits - Industrial Works,1,6
Wallpaper and Related,1,6
"Venetian specialties, art reproductions",1,6
Venetian Art,1,6
Art gallery,1,6
Artisan consultation library,1,6
Terrarium Manufacturer,1,6
Artisan,1,6
Vehicle gems,1,6
Art techniques,1,6
Trinkets,1,6
Paint specialist,1,6
Painters,1,6
Mosaics,1,6
Mosaicist,1,6
Monumental art,1,6
Artistic glass and Murano glass,1,6
Resin materials,1,6
Artistic glass,1,6
Artistic mosaic work,1,6
Photography industry,1,6
Photography Studio,1,6
Artistic portraits and film materials,1,6
"Artistic portraits, Industrial works",1,6
Artistic retouching and industrial work,1,6
Pearl holes,1,6
Precious Objects,1,6
Portrait artists,1,6
engineering,66,7
manufacturing,53,7
electrical and plumbing,37,7
radio equipment,29,7
ironworks and mechanics,25,7
Hardware and Paints,22,7
Public Lighting,22,7
Electricity,22,7
Electricity and plumbing,19,7
electrical materials,17,7
machinery,16,7
blacksmith and mechanic,16,7
hardware and metals,15,7
Hardware,12,7
Manufacturing trade,12,7
Industrial Piping,12,7
Electrician and plumber,11,7
Medical supplies,10,7
factories,10,7
hardware and paint,10,7
Motorcycles,9,7
mechanics,9,7
mechanical workshop,8,7
Metalworkers,8,7
used iron and metals,7,7
technical articles,7,7
heating and plumbing,7,7
musical instruments,7,7
Automatic electrical equipment,6,7
Mechanical Foundries,6,7
Calculating Machines,6,7
radio repair,6,7
Tools,6,7
Electromechanical Workshops,6,7
Electricity and Gas,6,7
Radio equipment,5,7
Musical instruments,5,7
Mechanical Engineering,5,7
Refrigeration,4,7
Scrap Metals,4,7
Manufacturing,4,7
Hardware and metals,4,7
Arms and ammunition,4,7
Mechanical Workshops,4,7
bicycles and motorcycles,4,7
Metalworker,4,7
Adding Machines,4,7
Electrical Engineering,4,7
Electrical Goods,4,7
Heating systems,4,7
Accounting Machines,4,7
Optics Industry,4,7
office machines,4,7
Marine Engines,3,7
machinery representative,3,7
Machinery representative,3,7
piano tuners,3,7
blacksmith,3,7
Sheet Metal,3,7
factory,3,7
Tires,3,7
Raw and Processed Metals,3,7
Radio Equipment Sales,3,7
electromechanical workshop,3,7
Metal workshops,2,7
Agricultural machinery,2,7
Workshop,2,7
Materials,2,7
Mechanical Workshop,2,7
Pianos,2,7
electrical goods,2,7
electrical expert,2,7
electronics,2,7
Aluminum,2,7
Plumbing and Sanitation,2,7
cinematographic equipment,2,7
Technical profession,2,7
Manufacturing company,2,7
Boat and engine repairs,2,7
Fixtures,2,7
Fire Extinguishers,2,7
Development and Printing,2,7
Cinematographic equipment,2,7
Coverings and Tubing,2,7
Blacksmith and mechanic,2,7
Blacksmith,2,7
plumber and tinsmith,2,7
telephone installations,2,7
steel industry,2,7
Electrodes,2,7
Automotive representatives,2,7
Electrical engineering,2,7
Electrician,2,7
Machine tools,2,7
Electrical installations,2,7
Brushes and brooms,2,7
sheet metal worker,1,7
small metals,1,7
Accumulators,1,7
shipbuilding and mechanical workshop,1,7
automotive services,1,7
welding and gas distribution,1,7
auto repair,1,7
auto parts,1,7
wrought iron,1,7
windows and fixtures,1,7
used metals,1,7
refrigeration and metal workshop,1,7
optics and engineering,1,7
heating and plumbing systems,1,7
industrial piping,1,7
industrial machinery,1,7
industrial electricity and gas,1,7
industrial electrical company,1,7
mechanical foundry,1,7
metallurgical and railway office,1,7
machine tools and supplies,1,7
manufacturing workshop,1,7
Agricultural Tools and Supplies,1,7
motorcycle workshop,1,7
Air Compressors,1,7
municipal works,1,7
knives and sharpeners,1,7
electromechanics,1,7
electromechanical devices,1,7
electricity production and distribution,1,7
electricians and plumbers,1,7
electrician and plumber,1,7
electrician,1,7
electrical supply and construction,1,7
electrical services,1,7
factory and warehouse,1,7
radio mechanics,1,7
electrical installations,1,7
scrap metal,1,7
repair workshop,1,7
refrigeration systems,1,7
electrical and hydraulic,1,7
plumbing and gas,1,7
plumbing and sanitation,1,7
flame maker,1,7
Aluminum Industry,1,7
aluminum industry,1,7
Heating and plumbing,1,7
Heating and Plumbing,1,7
Gas Lighting,1,7
Gas Generators,1,7
Battery Workshops,1,7
Laboratory Equipment Representative,1,7
Machinery and accessories,1,7
Locksmith services,1,7
Lighting Equipment,1,7
Industrial and Civil Supplies,1,7
Industrial Management,1,7
Industrial,1,7
Hygiene engineer,1,7
Industrial and commercial technology,1,7
Home radio repairs,1,7
Home Appliances,1,7
Industrial and civil supplies,1,7
Industrial area,1,7
Iron and steel pipes,1,7
Iron and metals,1,7
Iron and derivatives,1,7
Insulating gaskets,1,7
Installation services,1,7
Installation Services,1,7
Industrial products,1,7
aluminum,1,7
Compressors and Power Tools,1,7
Car body shop,1,7
Brass workers,1,7
Electric water heaters,1,7
Electrical materials,1,7
Electrical engineering office,1,7
Electrical construction,1,7
Electrical and plumbing installations,1,7
Electrical and plumbing,1,7
Electrical and hydraulic,1,7
Electrical Shop,1,7
Electrical Material Representative,1,7
Electrical Lighting,1,7
Electrical Installations,1,7
Electrical Company,1,7
Electrical Cables and Accessories,1,7
Electric Tools,1,7
Electrical repairs,1,7
Electric Company,1,7
Bicycle and Motorcycle Sales,1,7
Electrical materials supplier,1,7
"Electricity, Plumbing, and Gas",1,7
Factory - Economical Kitchens,1,7
Factory,1,7
Electro-Mechanical Workshop,1,7
Engineering profession,1,7
Electroplating Workshop,1,7
Electroplating,1,7
Electronics,1,7
Electromechanical workshop,1,7
Electrogalvanization,1,7
Electrochemistry,1,7
Electroautomatic Applications,1,7
Bicycles and Motorcycles,1,7
Cutlery and Sharpening,1,7
Control panels,1,7
Drying Facilities,1,7
Diesel Engines,1,7
Technical Installations,1,7
Steel materials,1,7
Signal lights,1,7
Scrap metal,1,7
Rubber Stamp Manufacturing,1,7
Shipyard and Mechanical Workshops,1,7
Technical materials,1,7
Technical repairs,1,7
Waterworks,1,7
Vocational training courses,1,7
air conditioning,1,7
agricultural equipment,1,7
accounting machines,1,7
Wrought iron,1,7
Technical supplies,1,7
Tools and hardware,1,7
Telephone systems,1,7
Telecommunication Cable Installation,1,7
Technological division,1,7
Vacuum Cleaners,1,7
Utilities,1,7
Tubero (pipe maker),1,7
Nickel Plating,1,7
Office furniture and equipment,1,7
New machinery and song,1,7
Musical Instruments and Radio Equipment,1,7
Musical Instrument,1,7
Office supplies,1,7
Patent Generators,1,7
Medical Equipment,1,7
Mechanics,1,7
Mechanical workshop,1,7
Mechanical supplies,1,7
Mechanical and metallurgical workshop,1,7
Mechanical and Welding Workshop,1,7
Mechanical and Metallurgical Workshop,1,7
Measurement instruments,1,7
Automobiles,1,7
Auto repairs,1,7
Motors,1,7
Motor machinery,1,7
Motor Winding,1,7
Mills,1,7
Auto Accessories,1,7
Metal industry,1,7
Metal Oxides,1,7
Metal Furniture Factory,1,7
Auto body repair,1,7
Radio Equipment,1,7
Railway maintenance,1,7
Radio technician,1,7
Radio repairs,1,7
Radio mechanics,1,7
Radio materials,1,7
Radio and Electrical Studio,1,7
Repair workshop,1,7
Rental and Repairs,1,7
Plastic processing,1,7
Processed metals,1,7
Precision mechanics,1,7
(Factories),1,7
construction trade,99,8
carpentry,71,8
Refractory materials,64,8
carpenter,45,8
construction materials,33,8
Construction Materials,31,8
coal and wood,28,8
Shipyard,25,8
Building Construction,22,8
Coal and wood retailer,18,8
shipyard,18,8
Carpentry,15,8
Construction trade,13,8
Coal and wood,13,8
Carpenter,12,8
lime and brickworks,10,8
solid fuels,10,8
construction company,9,8
Construction company,9,8
coal,9,8
Construction Companies,7,8
Refractories and Bricks,6,8
Coal and wood (retail),6,8
Construction Trade,6,8
lumber and construction,5,8
paper and cardboard,5,8
waste paper,5,8
Waterproofing,5,8
fabric representative,4,8
Wooden Ships,4,8
Coal Handling,4,8
Coal and wood wholesaler,4,8
Building materials,4,8
civil engineering,4,8
Chimney Sweeps,3,8
Thermal and acoustic insulation,3,8
Foundry,3,8
timber and construction poles,3,8
Cast Iron,3,8
Refractory Materials,3,8
calcium carbide,2,8
Wood for pulp,2,8
brick industry,2,8
building plaster,2,8
building materials representative,2,8
Sawmills,2,8
forestry industry,2,8
flooring,2,8
Plywood,2,8
Ship demolition,2,8
Shipbuilding and Repairs,2,8
coal and wood wholesale,2,8
coal and wood (retail),2,8
Civil engineering,2,8
public works,2,8
Coal and Wood,2,8
Coal and Wood Retail,2,8
Civil Engineering,2,8
paper and cardboard industry,2,8
Construction and Timber Trade,2,8
Construction materials,2,8
Building construction,2,8
Lime and Brick Works,2,8
masonry,2,8
Brickmaking,2,8
Cement,2,8
Cement ships,2,8
civil and industrial construction,1,8
construction and heating,1,8
shipyard repairs,1,8
construction secretary,1,8
construction materials warehouse,1,8
concrete products,1,8
construction contracts,1,8
construction contractor,1,8
coal and timber retail,1,8
shipbuilding,1,8
crofting,1,8
wood processing,1,8
wood and coal wholesale,1,8
wood for cellulose,1,8
wooden packaging,1,8
timber,1,8
carpentry construction,1,8
timber trade,1,8
terrace builder,1,8
building materials,1,8
gravel factory,1,8
lime and brick,1,8
lumber supplier,1,8
ironworks,1,8
neon construction engineering,1,8
refractory materials,1,8
general construction,1,8
flooring and tiling,1,8
firewood,1,8
foundry,1,8
prefabricated structures,1,8
Gravel,1,8
Flooring and wall coverings,1,8
Flooring and coverings,1,8
Firewood wholesale,1,8
Firewood and charcoal,1,8
Fossil Fuels and Firewood,1,8
Lime and Bricks,1,8
Lime and Brick Kilns,1,8
Iron warehouse,1,8
Coal or Firewood,1,8
Coal handling,1,8
Coal and wood dealer,1,8
Coal and wood (cutting),1,8
Coal and Timber,1,8
Coal and Firewood Trade,1,8
Civil Engineering Archives,1,8
Construction and Contracts,1,8
Construction Technology,1,8
Construction Foreman,1,8
Construction Company,1,8
Concrete pipes,1,8
Boat construction and repair,1,8
Carpentry and Mechanics,1,8
Cabinetmaking,1,8
Building Materials,1,8
Building Contractor,1,8
Boatyard,1,8
Brickworks,1,8
Carpentry school,1,8
Cement products,1,8
Construction and carpentry,1,8
Construction and contracts,1,8
Construction companies,1,8
Construction contractor,1,8
Cooperative Society for Construction,1,8
Construction management,1,8
Construction debris,1,8
Steel,1,8
Scaffolding and Painting,1,8
Sawing,1,8
Shipbuilding and repairs,1,8
Shipbuilding,1,8
Ship Demolition,1,8
Wholesale coal and wood,1,8
Wholesale Coal and Wood,1,8
Wooden packaging,1,8
Wooden Packaging,1,8
Wood and timber,1,8
Wood Materials,1,8
Venetian construction,1,8
Timber and packaging,1,8
Timber and Construction,1,8
Timber,1,8
Naval construction,1,8
Paper recycling,1,8
Paper and Rags for Paper Mills,1,8
Mechanical Construction,1,8
Maritime construction company,1,8
Railway materials,1,8
Railway construction,1,8
Quarries,1,8
Public works,1,8
Road construction supplies,1,8
Road Paving,1,8
Reinforced Cement,1,8
Plant Fibers and Wood,1,8
Port construction,1,8
Pharmacist,125,9
Provincial doctors,120,9
administrative profession,69,9
surveyor,50,9
civic leader,44,9
pharmacist,32,9
Architect,32,9
accountant,30,9
members,26,9
Municipal Councilor,24,9
Parish Priest,24,9
Lawyer,20,9
expert,19,9
representative,19,9
advisors,17,9
government official,14,9
dentist,12,9
Assistant,12,9
vicar,12,9
vice president,11,9
Parish priest,10,9
Professor,10,9
deputy,10,9
Engineer,9,9
Rector,9,9
Executive board,9,9
Deputy director,9,9
Executive committee,8,9
Inspector,7,9
deputy director,7,9
actuaries,7,9
Notary,7,9
Surgeon,7,9
Vicar,7,9
war invalid assistance,7,9
Commissioner,6,9
Mayors,6,9
substitute members,6,9
Member,6,9
manager,5,9
archivist,5,9
active member,5,9
assistant,5,9
education administrator,5,9
treasurer,5,9
Chief inspector,5,9
commander,5,9
Provincial Administration,4,9
general representative,4,9
Government official,4,9
Mayor,4,9
inspectors,4,9
chief inspector,4,9
archpriest,4,9
Secretary,4,9
mediator,3,9
Medical Director,3,9
parish priest,3,9
general practitioner,3,9
office staff - foreign languages,3,9
chemist,3,9
department head,3,9
surgeon,3,9
Expert,3,9
Civil and Criminal Judge,3,9
Actuary,3,9
Archpriest,3,9
co-director,3,9
faculty council representation,3,9
administrator,3,9
professional journalist,3,9
Accountant,3,9
Teacher,3,9
Administrative Secretary,3,9
Military Command,2,9
actuary,2,9
advisor,2,9
University secretary,2,9
legal advisor,2,9
Vice President,2,9
Watchmaker,2,9
director,2,9
ex officio member,2,9
home goods representative,2,9
civil and criminal judge,2,9
chief inspectors,2,9
chief accountant,2,9
Superintendent,2,9
Manager,2,9
office manager,2,9
staff member,2,9
Administrative director,2,9
railway personnel office,2,9
shoe representative,2,9
rector,2,9
obstetrician,2,9
Civic advisor,2,9
surveying profession,2,9
Counselor,2,9
police captain,2,9
police chief,2,9
substitute prosecutor,2,9
Health Inspector,2,9
provincial doctor,2,9
provincial administration office,2,9
Administrative role,2,9
substitute mayors,2,9
substitute member,2,9
Chief Accountant,2,9
military command,2,9
representatives,2,9
customs inspectorate,1,9
"teacher, rector",1,9
security commander,1,9
customs secretary,1,9
superintendent,1,9
civil engineering assistant,1,9
tax inspector,1,9
secretary,1,9
teacher,1,9
civil hospital advisor,1,9
society president,1,9
Appointed manager,1,9
Appointed Assistants,1,9
commander of carabinieri,1,9
station master,1,9
state archivist,1,9
court clerk assistant,1,9
specialist,1,9
autonomous priest,1,9
bandmaster,1,9
watchmaker,1,9
bank director,1,9
auditor,1,9
bank secretary,1,9
veterans' assistance,1,9
appellate court prosecutor,1,9
Accounting Inspector,1,9
chief secretary,1,9
chief prosecutor,1,9
chief office inspector,1,9
chief division,1,9
Architecture Professor,1,9
university advisor,1,9
university professor,1,9
captain,1,9
housing authority inspector,1,9
office of antiquities,1,9
optician,1,9
notary,1,9
notary public,1,9
head of administration,1,9
patriarchal office,1,9
government commissioner,1,9
government inspector,1,9
organizer,1,9
Agricultural Office Chief,1,9
legal advocate,1,9
midwife,1,9
journalist,1,9
municipal tax inspector,1,9
inspector,1,9
judge,1,9
judicial registry office,1,9
military officer,1,9
lace school representative,1,9
juvenile court prosecutor,1,9
juvenile court secretary,1,9
rector of Italian institute,1,9
engineer,1,9
railway station master,1,9
Administrative inspector,1,9
provincial government official,1,9
public housing advisor,1,9
deputy zone inspector,1,9
deputy mayor,1,9
regional leader,1,9
educator,1,9
representative and deposits,1,9
finance guard assistant,1,9
finance guard office,1,9
gardener,1,9
pilots,1,9
"general inspector, charity institution",1,9
postal inspector,1,9
Administrative profession,1,9
"professor, architecture institute",1,9
provincial administrative council,1,9
financial guard,1,9
finance inspector,1,9
finance guard officer,1,9
president,1,9
president of cultural institution,1,9
"president, monument society",1,9
Finance Guard Command,1,9
General director,1,9
Government Official,1,9
Group Commander,1,9
Health services chief,1,9
Government employee,1,9
Food supply inspector,1,9
Firefighter,1,9
Fire department,1,9
Financial Guard Investigation,1,9
Financial Guard,1,9
Finance official,1,9
Labor Union Secretary,1,9
Legion Commander,1,9
Major Assistant,1,9
Local Director,1,9
Automotive Department Head,1,9
Library assistant,1,9
Honorary vice consul,1,9
Honorary consul,1,9
Honorary Inspector,1,9
Home Goods Representative,1,9
Insurance Representative,1,9
Insurance Association President,1,9
Banking advisor,1,9
Board of Directors,1,9
Coal Representative,1,9
Clerk Assistant,1,9
Civil service,1,9
Civil Service,1,9
Civic leader,1,9
Conservator,1,9
Committee member,1,9
Commercial Director,1,9
Commander of the Financial Guard,1,9
Commander of Venice Detachment,1,9
Commander of Venice Company,1,9
Commander of Portogruaro Detachment,1,9
Commander of Mestre Company,1,9
Commander of Chioggia Detachment,1,9
Business Manager,1,9
Church Procurator,1,9
Chief Engineer,1,9
Chief section secretary,1,9
Chief chancellor,1,9
Chief Writing Office,1,9
Chief Statistical Office,1,9
Chief Secretary,1,9
Chief Receiver,1,9
Chief Physician,1,9
Chief Office,1,9
Chief Medical Officer,1,9
Chief Inspector,1,9
Chief Inspection Office,1,9
Chief Director,1,9
Chief Clerk,1,9
Chief Cashier,1,9
Chief Archivist,1,9
"Central Offices, Technical Assistants",1,9
Executives,1,9
Director of S. Marco Commissariat,1,9
Director of Chronicles,1,9
Director of Accounts,1,9
Deputy food supply inspector,1,9
Deputy Treasurer,1,9
Deputy Secretary General,1,9
Deputy Provincial Secretary,1,9
Deputy Political Secretary,1,9
Deputy Economist,1,9
Deputy Director,1,9
Dentist,1,9
Station Master,1,9
State Telephone Inspector,1,9
Sports technical director,1,9
Sports delegate,1,9
Sports Directorate,1,9
Site Inspector,1,9
Surveyor,1,9
Technical Chief,1,9
Tax office director,1,9
School Principal,1,9
Sales representative,1,9
Rowing Club Vice President,1,9
Secretary Treasurer,1,9
Secretary-Treasurer,1,9
Service Office Manager,1,9
Senior Officer,1,9
Senior Architect,1,9
Section Doctor,1,9
Technical director FIGB,1,9
Warehouse Officer,1,9
Voluntary Assistant,1,9
Violations office,1,9
Vice Secretary,1,9
"Vice Director, Bank of Naples",1,9
Veterinary director,1,9
Veterans Association President,1,9
agricultural inspector,1,9
Worker,1,9
Tourist tax collector,1,9
Theatre Administration,1,9
Telegraph inspector,1,9
University Secretary,1,9
University Secretariat,1,9
Newspaper representative,1,9
Office director,1,9
Office Manager,1,9
Nurse,1,9
Notary public,1,9
Athletics secretary,1,9
Athletics technical director,1,9
Nautical technical director,1,9
Office of Violations,1,9
Attached Captain,1,9
Assistant director,1,9
Pastor,1,9
Assistant veterinarian,1,9
Paper representative,1,9
Optician,1,9
