page,page_num,score_winner,score_winner_score,llm_winner,llm_winner_score,agree,score_gap,scores_tied,selection_method
page_226,226,page_226_semantic_3.csv,76.67,page_226_semantic_3.csv,55.42,True,21.25,False,SCORE_CLEAR
page_227,227,page_227_semantic_3.csv,77.04,page_227_semantic_3.csv,54.83,True,22.21,False,SCORE_CLEAR
page_228,228,page_228_semantic_3.csv,74.96,page_228_semantic_2.csv,50.02,False,24.94,True,SCORE_TIED_RECENCY
page_229,229,page_229_semantic_2.csv,75.17,page_229_semantic_2.csv,51.64,True,23.53,True,SCORE_TIED_RECENCY
page_230,230,page_230_semantic_3.csv,74.39,page_230_semantic_2.csv,48.86,False,25.53,True,SCORE_TIED_RECENCY
page_231,231,page_231_semantic_2.csv,76.18,page_231_semantic_1.csv,52.52,False,23.66,False,SCORE_CLEAR
page_232,232,page_232_semantic_3.csv,81.34,page_232_semantic_3.csv,64.94,True,16.4,True,SCORE_TIED_RECENCY
page_233,233,page_233_semantic_3.csv,79.26,page_233_semantic_3.csv,59.95,True,19.31,True,SCORE_TIED_RECENCY
page_234,234,page_234_semantic_2.csv,75.55,page_234_semantic_3.csv,52.94,False,22.61,True,SCORE_TIED_RECENCY
page_235,235,page_235_semantic_3.csv,75.13,page_235_semantic_1.csv,50.74,False,24.39,True,SCORE_TIED_RECENCY
page_236,236,page_236_semantic_3.csv,79.37,page_236_semantic_1.csv,59.31,False,20.06,False,SCORE_CLEAR
page_237,237,page_237_semantic_2.csv,80.44,page_237_semantic_1.csv,62.48,False,17.96,True,SCORE_TIED_RECENCY
page_238,238,page_238_semantic_3.csv,75.0,page_238_semantic_3.csv,51.14,True,23.86,True,SCORE_TIED_RECENCY
page_239,239,page_239_semantic_3.csv,74.32,page_239_semantic_2.csv,50.82,False,23.5,True,SCORE_TIED_RECENCY
page_240,240,page_240_semantic_3.csv,80.81,page_240_semantic_1.csv,63.15,False,17.66,True,SCORE_TIED_RECENCY
page_241,241,page_241_semantic_3.csv,79.52,page_241_semantic_3.csv,61.47,True,18.05,False,SCORE_CLEAR
page_242,242,page_242_semantic_3.csv,78.72,page_242_semantic_1.csv,59.62,False,19.1,True,SCORE_TIED_RECENCY
page_243,243,page_243_semantic_2.csv,75.4,page_243_semantic_3.csv,51.48,False,23.92,True,SCORE_TIED_RECENCY
page_244,244,page_244_semantic_2.csv,77.59,page_244_semantic_3.csv,55.14,False,22.45,True,SCORE_TIED_RECENCY
page_245,245,page_245_semantic_3.csv,76.75,page_245_semantic_3.csv,55.28,True,21.47,True,SCORE_TIED_RECENCY
page_246,246,page_246_semantic_3.csv,76.55,page_246_semantic_3.csv,54.56,True,21.99,True,SCORE_TIED_RECENCY
page_247,247,page_247_semantic_3.csv,76.62,page_247_semantic_3.csv,54.5,True,22.12,True,SCORE_TIED_RECENCY
page_248,248,page_248_semantic_2.csv,79.96,page_248_semantic_1.csv,62.12,False,17.84,True,SCORE_TIED_RECENCY
page_249,249,page_249_semantic_3.csv,78.56,page_249_semantic_3.csv,58.77,True,19.79,False,SCORE_CLEAR
page_250,250,page_250_semantic_2.csv,77.53,page_250_semantic_3.csv,56.31,False,21.22,True,SCORE_TIED_RECENCY
page_251,251,page_251_semantic_3.csv,78.64,page_251_semantic_3.csv,59.26,True,19.38,False,SCORE_CLEAR
page_252,252,page_252_semantic_2.csv,76.02,page_252_semantic_3.csv,52.88,False,23.14,True,SCORE_TIED_RECENCY
page_253,253,page_253_semantic_2.csv,76.91,page_253_semantic_3.csv,54.88,False,22.03,True,SCORE_TIED_RECENCY
page_254,254,page_254_semantic_3.csv,77.86,page_254_semantic_3.csv,56.19,True,21.67,False,SCORE_CLEAR
page_255,255,page_255_semantic_2.csv,77.24,page_255_semantic_3.csv,57.25,False,19.99,True,SCORE_TIED_RECENCY
page_256,256,page_256_semantic_2.csv,76.51,page_256_semantic_2.csv,54.78,True,21.73,True,SCORE_TIED_RECENCY
page_257,257,page_257_semantic_3.csv,74.95,page_257_semantic_3.csv,50.62,True,24.33,True,SCORE_TIED_RECENCY
page_258,258,page_258_semantic_3.csv,78.98,page_258_semantic_1.csv,59.64,False,19.34,False,SCORE_CLEAR
page_259,259,page_259_semantic_3.csv,78.75,page_259_semantic_1.csv,59.08,False,19.67,True,SCORE_TIED_RECENCY
page_260,260,page_260_semantic_3.csv,78.17,page_260_semantic_2.csv,58.26,False,19.91,True,SCORE_TIED_RECENCY
page_261,261,page_261_semantic_2.csv,76.62,page_261_semantic_1.csv,52.04,False,24.58,False,SCORE_CLEAR
page_262,262,page_262_semantic_3.csv,80.97,page_262_semantic_3.csv,63.85,True,17.12,True,SCORE_TIED_RECENCY
page_263,263,page_263_semantic_3.csv,79.45,page_263_semantic_3.csv,60.7,True,18.75,True,SCORE_TIED_RECENCY
page_264,264,page_264_semantic_3.csv,74.01,page_264_semantic_3.csv,49.64,True,24.37,True,SCORE_TIED_RECENCY
page_265,265,page_265_semantic_3.csv,78.23,page_265_semantic_1.csv,58.56,False,19.67,True,SCORE_TIED_RECENCY
page_266,266,page_266_semantic_3.csv,79.04,page_266_semantic_1.csv,59.98,False,19.06,True,SCORE_TIED_RECENCY
page_267,267,page_267_semantic_3.csv,81.07,page_267_semantic_1.csv,64.19,False,16.88,True,SCORE_TIED_RECENCY
page_268,268,page_268_semantic_2.csv,74.21,page_268_semantic_2.csv,50.08,True,24.13,False,SCORE_CLEAR
page_269,269,page_269_semantic_3.csv,75.86,page_269_semantic_3.csv,53.82,True,22.04,True,SCORE_TIED_RECENCY
page_270,270,page_270_semantic_2.csv,74.71,page_270_semantic_3.csv,50.22,False,24.49,False,SCORE_CLEAR
page_271,271,page_271_semantic_2.csv,73.46,page_271_semantic_2.csv,49.08,True,24.38,False,SCORE_CLEAR
page_272,272,page_272_semantic_2.csv,77.94,page_272_semantic_1.csv,59.17,False,18.77,True,SCORE_TIED_RECENCY
page_273,273,page_273_semantic_3.csv,80.42,page_273_semantic_3.csv,62.48,True,17.94,False,SCORE_CLEAR
page_274,274,page_274_semantic_3.csv,77.72,page_274_semantic_3.csv,57.12,True,20.6,True,SCORE_TIED_RECENCY
page_275,275,page_275_semantic_3.csv,74.65,page_275_semantic_2.csv,50.54,False,24.11,True,SCORE_TIED_RECENCY
page_276,276,page_276_semantic_2.csv,79.23,page_276_semantic_3.csv,59.09,False,20.14,True,SCORE_TIED_RECENCY
page_277,277,page_277_semantic_2.csv,80.26,page_277_semantic_3.csv,62.86,False,17.4,True,SCORE_TIED_RECENCY
page_278,278,page_278_semantic_3.csv,77.78,page_278_semantic_1.csv,57.42,False,20.36,True,SCORE_TIED_RECENCY
page_279,279,page_279_semantic_3.csv,76.73,page_279_semantic_2.csv,55.74,False,20.99,True,SCORE_TIED_RECENCY
page_280,280,page_280_semantic_2.csv,76.9,page_280_semantic_1.csv,55.92,False,20.98,False,SCORE_CLEAR
page_281,281,page_281_semantic_3.csv,75.08,page_281_semantic_3.csv,52.12,True,22.96,True,SCORE_TIED_RECENCY
page_282,282,page_282_semantic_2.csv,79.4,page_282_semantic_3.csv,60.16,False,19.24,True,SCORE_TIED_RECENCY
page_283,283,page_283_semantic_2.csv,78.45,page_283_semantic_3.csv,57.49,False,20.96,True,SCORE_TIED_RECENCY
page_284,284,page_284_semantic_3.csv,77.42,page_284_semantic_1.csv,57.12,False,20.3,True,SCORE_TIED_RECENCY
page_285,285,page_285_semantic_2.csv,79.54,page_285_semantic_1.csv,61.32,False,18.22,False,SCORE_CLEAR
page_286,286,page_286_semantic_3.csv,82.95,page_286_semantic_1.csv,68.33,False,14.62,True,SCORE_TIED_RECENCY
page_287,287,page_287_semantic_3.csv,81.76,page_287_semantic_1.csv,66.05,False,15.71,False,SCORE_CLEAR
page_288,288,page_288_semantic_3.csv,79.1,page_288_semantic_2.csv,60.16,False,18.94,True,SCORE_TIED_RECENCY
page_289,289,page_289_semantic_2.csv,75.67,page_289_semantic_3.csv,53.76,False,21.91,False,SCORE_CLEAR
page_290,290,page_290_semantic_2.csv,74.83,page_290_semantic_1.csv,50.3,False,24.53,False,SCORE_CLEAR
page_291,291,page_291_semantic_2.csv,74.77,page_291_semantic_1.csv,50.64,False,24.13,False,SCORE_CLEAR
page_292,292,page_292_semantic_3.csv,77.03,page_292_semantic_3.csv,57.12,True,19.91,False,SCORE_CLEAR
page_293,293,page_293_semantic_2.csv,80.4,page_293_semantic_1.csv,62.93,False,17.47,True,SCORE_TIED_RECENCY
page_294,294,page_294_semantic_3.csv,76.78,page_294_semantic_2.csv,55.82,False,20.96,True,SCORE_TIED_RECENCY
page_295,295,page_295_semantic_3.csv,73.24,page_295_semantic_3.csv,48.42,True,24.82,True,SCORE_TIED_RECENCY
page_296,296,page_296_semantic_3.csv,79.22,page_296_semantic_1.csv,59.4,False,19.82,False,SCORE_CLEAR
page_297,297,page_297_semantic_3.csv,80.88,page_297_semantic_1.csv,63.77,False,17.11,True,SCORE_TIED_RECENCY
page_298,298,page_298_semantic_3.csv,76.81,page_298_semantic_1.csv,55.68,False,21.13,True,SCORE_TIED_RECENCY
page_299,299,page_299_semantic_3.csv,75.11,page_299_semantic_2.csv,51.4,False,23.71,True,SCORE_TIED_RECENCY
page_300,300,page_300_semantic_2.csv,76.87,page_300_semantic_3.csv,54.84,False,22.03,False,SCORE_CLEAR
page_301,301,page_301_semantic_2.csv,73.96,page_301_semantic_2.csv,49.14,True,24.82,False,SCORE_CLEAR
page_302,302,page_302_semantic_2.csv,79.32,page_302_semantic_1.csv,59.6,False,19.72,True,SCORE_TIED_RECENCY
page_303,303,page_303_semantic_3.csv,76.36,page_303_semantic_3.csv,54.86,True,21.5,True,SCORE_TIED_RECENCY
page_304,304,page_304_semantic_3.csv,72.87,page_304_semantic_1.csv,51.22,False,21.65,True,SCORE_TIED_RECENCY
page_305,305,page_305_semantic_2.csv,73.47,page_305_semantic_3.csv,50.1,False,23.37,False,SCORE_CLEAR
page_306,306,page_306_semantic_3.csv,76.92,page_306_semantic_1.csv,53.74,False,23.18,False,SCORE_CLEAR
page_307,307,page_307_semantic_2.csv,80.93,page_307_semantic_3.csv,63.66,False,17.27,True,SCORE_TIED_RECENCY
page_308,308,page_308_semantic_2.csv,78.2,page_308_semantic_1.csv,57.9,False,20.3,False,SCORE_CLEAR
page_309,309,page_309_semantic_2.csv,76.41,page_309_semantic_2.csv,54.58,True,21.83,True,SCORE_TIED_RECENCY
page_310,310,page_310_semantic_2.csv,71.94,page_310_semantic_2.csv,45.02,True,26.92,False,SCORE_CLEAR
page_311,311,page_311_semantic_2.csv,75.28,page_311_semantic_2.csv,51.72,True,23.56,False,SCORE_CLEAR
page_312,312,page_312_semantic_3.csv,79.12,page_312_semantic_3.csv,58.86,True,20.26,True,SCORE_TIED_RECENCY
page_313,313,page_313_semantic_2.csv,77.9,page_313_semantic_2.csv,57.79,True,20.11,True,SCORE_TIED_RECENCY
page_314,314,page_314_semantic_3.csv,73.21,page_314_semantic_3.csv,48.18,True,25.03,True,SCORE_TIED_RECENCY
page_315,315,page_315_semantic_3.csv,74.46,page_315_semantic_2.csv,52.7,False,21.76,True,SCORE_TIED_RECENCY
page_316,316,page_316_semantic_3.csv,77.92,page_316_semantic_3.csv,57.44,True,20.48,False,SCORE_CLEAR
page_317,317,page_317_semantic_2.csv,79.64,page_317_semantic_3.csv,59.79,False,19.85,True,SCORE_TIED_RECENCY
page_318,318,page_318_semantic_3.csv,75.11,page_318_semantic_2.csv,50.8,False,24.31,True,SCORE_TIED_RECENCY
page_319,319,page_319_semantic_3.csv,70.97,page_319_semantic_1.csv,16.76,False,54.21,True,SCORE_TIED_RECENCY
page_320,320,page_320_semantic_2.csv,73.64,page_320_semantic_1.csv,20.1,False,53.54,True,SCORE_TIED_RECENCY
page_321,321,page_321_semantic_2.csv,74.57,page_321_semantic_3.csv,28.3,False,46.27,True,SCORE_TIED_RECENCY
page_322,322,page_322_semantic_3.csv,71.94,page_322_semantic_1.csv,43.94,False,28.0,True,SCORE_TIED_RECENCY
page_323,323,page_323_semantic_3.csv,77.74,page_323_semantic_2.csv,55.6,False,22.14,True,SCORE_TIED_RECENCY
page_324,324,page_324_semantic_3.csv,76.16,page_324_semantic_3.csv,53.23,True,22.93,False,SCORE_CLEAR
page_325,325,page_325_semantic_3.csv,76.62,page_325_semantic_1.csv,53.3,False,23.32,True,SCORE_TIED_RECENCY
page_326,326,page_326_semantic_2.csv,68.97,page_326_semantic_2.csv,31.3,True,37.67,False,SCORE_CLEAR
page_327,327,page_327_semantic_3.csv,73.97,page_327_semantic_1.csv,48.02,False,25.95,True,SCORE_TIED_RECENCY
page_328,328,page_328_semantic_2.csv,76.3,page_328_semantic_3.csv,52.76,False,23.54,True,SCORE_TIED_RECENCY
page_329,329,page_329_semantic_3.csv,77.34,page_329_semantic_1.csv,54.74,False,22.6,True,SCORE_TIED_RECENCY
page_331,331,page_331_semantic_3.csv,73.75,page_331_semantic_1.csv,52.42,False,21.33,False,SCORE_CLEAR
page_332,332,page_332_semantic_3.csv,72.29,page_332_semantic_2.csv,51.78,False,20.51,True,SCORE_TIED_RECENCY
page_333,333,page_333_semantic_2.csv,74.69,page_333_semantic_1.csv,52.3,False,22.39,False,SCORE_CLEAR
page_334,334,page_334_semantic_2.csv,78.25,page_334_semantic_1.csv,58.79,False,19.46,True,SCORE_TIED_RECENCY
page_335,335,page_335_semantic_2.csv,77.68,page_335_semantic_1.csv,59.19,False,18.49,True,SCORE_TIED_RECENCY
page_336,336,page_336_semantic_3.csv,73.85,page_336_semantic_2.csv,52.52,False,21.33,True,SCORE_TIED_RECENCY
page_337,337,page_337_semantic_3.csv,72.31,page_337_semantic_1.csv,51.26,False,21.05,True,SCORE_TIED_RECENCY
page_338,338,page_338_semantic_2.csv,77.58,page_338_semantic_1.csv,58.7,False,18.88,True,SCORE_TIED_RECENCY
page_339,339,page_339_semantic_2.csv,77.84,page_339_semantic_3.csv,59.92,False,17.92,True,SCORE_TIED_RECENCY
page_340,340,page_340_semantic_3.csv,74.06,page_340_semantic_3.csv,51.4,True,22.66,True,SCORE_TIED_RECENCY
page_342,342,page_342_semantic_2.csv,77.56,page_342_semantic_3.csv,58.57,False,18.99,True,SCORE_TIED_RECENCY
page_343,343,page_343_semantic_2.csv,79.42,page_343_semantic_3.csv,60.34,False,19.08,True,SCORE_TIED_RECENCY
page_344,344,page_344_semantic_3.csv,76.19,page_344_semantic_3.csv,53.78,True,22.41,True,SCORE_TIED_RECENCY
page_345,345,page_345_semantic_3.csv,76.62,page_345_semantic_3.csv,54.88,True,21.74,True,SCORE_TIED_RECENCY
page_346,346,page_346_semantic_2.csv,79.24,page_346_semantic_3.csv,60.43,False,18.81,True,SCORE_TIED_RECENCY
page_347,347,page_347_semantic_2.csv,79.05,page_347_semantic_3.csv,59.84,False,19.21,True,SCORE_TIED_RECENCY
page_348,348,page_348_semantic_3.csv,70.04,page_348_semantic_3.csv,40.1,True,29.94,True,SCORE_TIED_RECENCY
page_350,350,page_350_semantic_3.csv,75.87,page_350_semantic_2.csv,53.3,False,22.57,True,SCORE_TIED_RECENCY
page_351,351,page_351_semantic_3.csv,75.43,page_351_semantic_2.csv,52.82,False,22.61,True,SCORE_TIED_RECENCY
page_352,352,page_352_semantic_2.csv,77.27,page_352_semantic_1.csv,58.89,False,18.38,True,SCORE_TIED_RECENCY
page_353,353,page_353_semantic_3.csv,78.54,page_353_semantic_1.csv,61.34,False,17.2,True,SCORE_TIED_RECENCY
page_354,354,page_354_semantic_2.csv,74.53,page_354_semantic_1.csv,53.24,False,21.29,False,SCORE_CLEAR
page_355,355,page_355_semantic_2.csv,75.62,page_355_semantic_2.csv,55.2,True,20.42,False,SCORE_CLEAR
page_356,356,page_356_semantic_2.csv,78.46,page_356_semantic_3.csv,60.99,False,17.47,True,SCORE_TIED_RECENCY
page_357,357,page_357_semantic_3.csv,77.35,page_357_semantic_3.csv,59.27,True,18.08,True,SCORE_TIED_RECENCY
page_358,358,page_358_semantic_2.csv,77.5,page_358_semantic_1.csv,58.84,False,18.66,False,SCORE_CLEAR
page_359,359,page_359_semantic_3.csv,75.03,page_359_semantic_2.csv,53.26,False,21.77,True,SCORE_TIED_RECENCY
page_360,360,page_360_semantic_2.csv,77.93,page_360_semantic_3.csv,60.14,False,17.79,True,SCORE_TIED_RECENCY
page_361,361,page_361_semantic_2.csv,79.96,page_361_semantic_3.csv,61.24,False,18.72,True,SCORE_TIED_RECENCY
page_362,362,page_362_semantic_3.csv,74.9,page_362_semantic_2.csv,53.42,False,21.48,True,SCORE_TIED_RECENCY
page_363,363,page_363_semantic_3.csv,74.87,page_363_semantic_2.csv,53.72,False,21.15,True,SCORE_TIED_RECENCY
page_364,364,page_364_semantic_3.csv,79.27,page_364_semantic_3.csv,59.79,True,19.48,False,SCORE_CLEAR
page_365,365,page_365_semantic_3.csv,78.92,page_365_semantic_3.csv,59.08,True,19.84,False,SCORE_CLEAR
page_366,366,page_366_semantic_3.csv,75.31,page_366_semantic_2.csv,52.18,False,23.13,True,SCORE_TIED_RECENCY
page_367,367,page_367_semantic_1.csv,74.73,page_367_semantic_1.csv,56.9,True,17.83,False,SCORE_CLEAR
page_368,368,page_368_semantic_3.csv,79.56,page_368_semantic_3.csv,60.86,True,18.7,True,SCORE_TIED_RECENCY
page_369,369,page_369_semantic_2.csv,79.0,page_369_semantic_1.csv,59.66,False,19.34,True,SCORE_TIED_RECENCY
page_370,370,page_370_semantic_2.csv,78.44,page_370_semantic_3.csv,56.56,False,21.88,True,SCORE_TIED_RECENCY
page_371,371,page_371_semantic_3.csv,78.51,page_371_semantic_1.csv,61.07,False,17.44,True,SCORE_TIED_RECENCY
page_372,372,page_372_semantic_2.csv,74.96,page_372_semantic_1.csv,51.42,False,23.54,False,SCORE_CLEAR
page_373,373,page_373_semantic_1.csv,76.95,page_373_semantic_1.csv,55.9,True,21.05,False,SINGLE
page_374,374,page_374_semantic_3.csv,79.31,page_374_semantic_1.csv,59.73,False,19.58,False,SCORE_CLEAR
page_375,375,page_375_semantic_3.csv,79.58,page_375_semantic_1.csv,61.0,False,18.58,False,SCORE_CLEAR
page_376,376,page_376_semantic_2.csv,74.66,page_376_semantic_1.csv,50.84,False,23.82,False,SCORE_CLEAR
page_377,377,page_377_semantic_2.csv,75.91,page_377_semantic_1.csv,53.04,False,22.87,False,SCORE_CLEAR
page_378,378,page_378_semantic_3.csv,79.56,page_378_semantic_1.csv,60.51,False,19.05,False,SCORE_CLEAR
page_379,379,page_379_semantic_3.csv,79.81,page_379_semantic_1.csv,61.54,False,18.27,False,SCORE_CLEAR
page_380,380,page_380_semantic_3.csv,79.49,page_380_semantic_1.csv,60.58,False,18.91,False,SCORE_CLEAR
page_381,381,page_381_semantic_3.csv,79.15,page_381_semantic_1.csv,59.97,False,19.18,False,SCORE_CLEAR
page_382,382,page_382_semantic_2.csv,76.11,page_382_semantic_1.csv,53.7,False,22.41,False,SCORE_CLEAR
page_383,383,page_383_semantic_1.csv,75.76,page_383_semantic_1.csv,57.3,True,18.46,False,SCORE_CLEAR
page_384,384,page_384_semantic_3.csv,78.56,page_384_semantic_1.csv,59.17,False,19.39,False,SCORE_CLEAR
page_385,385,page_385_semantic_3.csv,77.49,page_385_semantic_1.csv,57.9,False,19.59,False,SCORE_CLEAR
page_386,386,page_386_semantic_2.csv,74.57,page_386_semantic_1.csv,51.1,False,23.47,False,SCORE_CLEAR
page_387,387,page_387_semantic_2.csv,73.62,page_387_semantic_1.csv,49.7,False,23.92,False,SCORE_CLEAR
page_388,388,page_388_semantic_3.csv,79.63,page_388_semantic_1.csv,60.98,False,18.65,False,SCORE_CLEAR
page_389,389,page_389_semantic_2.csv,79.39,page_389_semantic_1.csv,60.67,False,18.72,True,SCORE_TIED_RECENCY
page_390,390,page_390_semantic_3.csv,78.12,page_390_semantic_1.csv,59.33,False,18.79,False,SCORE_CLEAR
page_391,391,page_391_semantic_2.csv,78.32,page_391_semantic_3.csv,60.39,False,17.93,True,SCORE_TIED_RECENCY
page_392,392,page_392_semantic_3.csv,74.71,page_392_semantic_1.csv,52.6,False,22.11,True,SCORE_TIED_RECENCY
page_393,393,page_393_semantic_2.csv,74.47,page_393_semantic_1.csv,53.18,False,21.29,False,SCORE_CLEAR
page_394,394,page_394_semantic_3.csv,78.19,page_394_semantic_3.csv,60.47,True,17.72,False,SCORE_CLEAR
page_395,395,page_395_semantic_2.csv,78.16,page_395_semantic_1.csv,59.51,False,18.65,True,SCORE_TIED_RECENCY
page_396,396,page_396_semantic_3.csv,76.52,page_396_semantic_2.csv,56.6,False,19.92,True,SCORE_TIED_RECENCY
page_397,397,page_397_semantic_2.csv,73.42,page_397_semantic_3.csv,50.76,False,22.66,False,SCORE_CLEAR
page_398,398,page_398_semantic_3.csv,77.8,page_398_semantic_1.csv,59.92,False,17.88,False,SCORE_CLEAR
page_399,399,page_399_semantic_2.csv,78.53,page_399_semantic_1.csv,61.37,False,17.16,True,SCORE_TIED_RECENCY
page_400,400,page_400_semantic_2.csv,74.86,page_400_semantic_3.csv,53.24,False,21.62,False,SCORE_CLEAR
page_401,401,page_401_semantic_3.csv,74.82,page_401_semantic_2.csv,53.04,False,21.78,True,SCORE_TIED_RECENCY
page_402,402,page_402_semantic_3.csv,78.17,page_402_semantic_1.csv,61.07,False,17.1,False,SCORE_CLEAR
page_403,403,page_403_semantic_3.csv,78.59,page_403_semantic_1.csv,59.0,False,19.59,False,SCORE_CLEAR
page_404,404,page_404_semantic_2.csv,75.52,page_404_semantic_1.csv,52.74,False,22.78,False,SCORE_CLEAR
page_405,405,page_405_semantic_2.csv,75.03,page_405_semantic_3.csv,50.94,False,24.09,False,SCORE_CLEAR
page_406,406,page_406_semantic_3.csv,76.75,page_406_semantic_1.csv,57.7,False,19.05,True,SCORE_TIED_RECENCY
page_407,407,page_407_semantic_2.csv,77.11,page_407_semantic_1.csv,57.97,False,19.14,True,SCORE_TIED_RECENCY
page_408,408,page_408_semantic_3.csv,74.21,page_408_semantic_2.csv,52.9,False,21.31,True,SCORE_TIED_RECENCY
page_409,409,page_409_semantic_2.csv,74.21,page_409_semantic_2.csv,53.44,True,20.77,False,SCORE_CLEAR
page_410,410,page_410_semantic_2.csv,73.64,page_410_semantic_2.csv,51.54,True,22.1,False,SCORE_CLEAR
page_411,411,page_411_semantic_2.csv,75.89,page_411_semantic_2.csv,53.72,True,22.17,False,SCORE_CLEAR
page_412,412,page_412_semantic_3.csv,79.41,page_412_semantic_2.csv,60.67,False,18.74,False,SCORE_CLEAR
page_413,413,page_413_semantic_3.csv,77.95,page_413_semantic_1.csv,59.11,False,18.84,False,SCORE_CLEAR
page_414,414,page_414_semantic_2.csv,75.55,page_414_semantic_3.csv,52.92,False,22.63,False,SCORE_CLEAR
page_415,415,page_415_semantic_2.csv,76.18,page_415_semantic_3.csv,53.24,False,22.94,False,SCORE_CLEAR
page_416,416,page_416_semantic_2.csv,79.69,page_416_semantic_1.csv,61.08,False,18.61,True,SCORE_TIED_RECENCY
page_417,417,page_417_semantic_2.csv,79.86,page_417_semantic_1.csv,61.13,False,18.73,True,SCORE_TIED_RECENCY
page_418,418,page_418_semantic_3.csv,76.9,page_418_semantic_1.csv,55.18,False,21.72,True,SCORE_TIED_RECENCY
page_419,419,page_419_semantic_3.csv,75.24,page_419_semantic_3.csv,51.78,True,23.46,True,SCORE_TIED_RECENCY
page_420,420,page_420_semantic_2.csv,79.03,page_420_semantic_1.csv,60.1,False,18.93,True,SCORE_TIED_RECENCY
page_421,421,page_421_semantic_2.csv,79.1,page_421_semantic_1.csv,59.7,False,19.4,True,SCORE_TIED_RECENCY
page_422,422,page_422_semantic_3.csv,76.27,page_422_semantic_2.csv,54.58,False,21.69,True,SCORE_TIED_RECENCY
page_423,423,page_423_semantic_2.csv,76.48,page_423_semantic_2.csv,54.78,True,21.7,True,SCORE_TIED_RECENCY
page_424,424,page_424_semantic_3.csv,77.68,page_424_semantic_1.csv,59.82,False,17.86,False,SCORE_CLEAR
page_425,425,page_425_semantic_3.csv,78.37,page_425_semantic_1.csv,60.83,False,17.54,True,SCORE_TIED_RECENCY
page_426,426,page_426_semantic_3.csv,74.64,page_426_semantic_3.csv,53.28,True,21.36,True,SCORE_TIED_RECENCY
page_427,427,page_427_semantic_2.csv,73.15,page_427_semantic_1.csv,50.52,False,22.63,False,SCORE_CLEAR
page_428,428,page_428_semantic_3.csv,77.57,page_428_semantic_1.csv,58.18,False,19.39,False,SCORE_CLEAR
page_429,429,page_429_semantic_2.csv,78.26,page_429_semantic_1.csv,61.54,False,16.72,True,SCORE_TIED_RECENCY
page_430,430,page_430_semantic_3.csv,80.33,page_430_semantic_3.csv,62.48,True,17.85,False,SCORE_CLEAR
page_431,431,page_431_semantic_3.csv,78.43,page_431_semantic_1.csv,58.38,False,20.05,False,SCORE_CLEAR
page_432,432,page_432_semantic_3.csv,76.42,page_432_semantic_1.csv,54.96,False,21.46,True,SCORE_TIED_RECENCY
page_433,433,page_433_semantic_3.csv,76.77,page_433_semantic_2.csv,55.1,False,21.67,True,SCORE_TIED_RECENCY
page_434,434,page_434_semantic_2.csv,79.36,page_434_semantic_1.csv,60.35,False,19.01,True,SCORE_TIED_RECENCY
page_435,435,page_435_semantic_3.csv,79.84,page_435_semantic_1.csv,61.51,False,18.33,False,SCORE_CLEAR
page_436,436,page_436_semantic_2.csv,75.68,page_436_semantic_1.csv,52.68,False,23.0,False,SCORE_CLEAR
page_437,437,page_437_semantic_2.csv,76.73,page_437_semantic_3.csv,54.86,False,21.87,False,SCORE_CLEAR
page_438,438,page_438_semantic_3.csv,78.97,page_438_semantic_1.csv,60.06,False,18.91,False,SCORE_CLEAR
page_439,439,page_439_semantic_3.csv,79.66,page_439_semantic_1.csv,61.0,False,18.66,False,SCORE_CLEAR
page_440,440,page_440_semantic_3.csv,74.55,page_440_semantic_1.csv,50.84,False,23.71,True,SCORE_TIED_RECENCY
page_441,441,page_441_semantic_3.csv,73.81,page_441_semantic_2.csv,50.16,False,23.65,True,SCORE_TIED_RECENCY
page_442,442,page_442_semantic_2.csv,79.13,page_442_semantic_1.csv,59.81,False,19.32,True,SCORE_TIED_RECENCY
page_443,443,page_443_semantic_3.csv,78.92,page_443_semantic_1.csv,59.59,False,19.33,True,SCORE_TIED_RECENCY
page_444,444,page_444_semantic_3.csv,75.17,page_444_semantic_1.csv,52.1,False,23.07,True,SCORE_TIED_RECENCY
page_445,445,page_445_semantic_2.csv,77.6,page_445_semantic_2.csv,56.94,True,20.66,True,SCORE_TIED_RECENCY
page_446,446,page_446_semantic_3.csv,79.98,page_446_semantic_1.csv,61.35,False,18.63,True,SCORE_TIED_RECENCY
page_447,447,page_447_semantic_3.csv,80.24,page_447_semantic_1.csv,62.12,False,18.12,True,SCORE_TIED_RECENCY
page_448,448,page_448_semantic_3.csv,74.37,page_448_semantic_1.csv,51.0,False,23.37,True,SCORE_TIED_RECENCY
page_449,449,page_449_semantic_3.csv,72.41,page_449_semantic_3.csv,47.92,True,24.49,True,SCORE_TIED_RECENCY
page_450,450,page_450_semantic_2.csv,75.76,page_450_semantic_2.csv,53.32,True,22.44,False,SCORE_CLEAR
page_451,451,page_451_semantic_2.csv,75.11,page_451_semantic_1.csv,52.4,False,22.71,False,SCORE_CLEAR
page_452,452,page_452_semantic_3.csv,76.75,page_452_semantic_3.csv,58.0,True,18.75,False,SCORE_CLEAR
page_453,453,page_453_semantic_3.csv,79.78,page_453_semantic_3.csv,60.98,True,18.8,False,SCORE_CLEAR
page_454,454,page_454_semantic_2.csv,74.05,page_454_semantic_1.csv,50.2,False,23.85,False,SCORE_CLEAR
page_455,455,page_455_semantic_2.csv,75.68,page_455_semantic_1.csv,53.46,False,22.22,False,SCORE_CLEAR
