Name,Address,Location,Category,Role,Profession,Additional Info,Journal,Notes,Political Party,page_num,source_file,section,civic_num,civic_lett,sestiere_parsed,parish_parsed,sestiere_implied,matched_lat,matched_lon,matched_parish,matched_sestiere,matched_lett,all_doors,match_confidence,match_note,geocoding_tier,location_cleaned
Bellano dr. Giuseppe,San Luca 4041,Palazzo Camera di Commercio,,Consigliere,Commissariato di S. Elena,,,,,54,page_54_semantic.csv,government,4041.0,,,San Luca,False,45.43583129430079,12.333414297425046,San Luca,SAN MARCO,,,exact_sestiere_derived_from_parish,"num=4041, sestiere=SAN MARCO (derived_from_parish), single door",2,False
Groppa dr. Nicola,San Luca 4041,Palazzo Camera di Commercio,,Consigliere,Commissariato di S. Elena,,,,,54,page_54_semantic.csv,government,4041.0,,,San Luca,False,45.43583129430079,12.333414297425046,San Luca,SAN MARCO,,,exact_sestiere_derived_from_parish,"num=4041, sestiere=SAN MARCO (derived_from_parish), single door",2,False
Capitolo dr. Manlio,San Luca 4041,Palazzo Camera di Commercio,,"Incaricato della supplenza del Presidente del Tribunale di Venezia,",Consigliere,,,,,54,page_54_semantic.csv,government,4041.0,,,San Luca,False,45.43583129430079,12.333414297425046,San Luca,SAN MARCO,,,exact_sestiere_derived_from_parish,"num=4041, sestiere=SAN MARCO (derived_from_parish), single door",2,False
Pisani dr. Guido,San Luca 4041,Palazzo Camera di Commercio,,Consigliere,Commissariato di S. Elena,,,,,54,page_54_semantic.csv,government,4041.0,,,San Luca,False,45.43583129430079,12.333414297425046,San Luca,SAN MARCO,,,exact_sestiere_derived_from_parish,"num=4041, sestiere=SAN MARCO (derived_from_parish), single door",2,False
Cabrini dr. Aldo,San Luca 4041,Palazzo Camera di Commercio,,Consigliere,Commissariato di S. Elena,,,,,54,page_54_semantic.csv,government,4041.0,,,San Luca,False,45.43583129430079,12.333414297425046,San Luca,SAN MARCO,,,exact_sestiere_derived_from_parish,"num=4041, sestiere=SAN MARCO (derived_from_parish), single door",2,False
Presutti dr. Ferdinando,San Luca 4041,Palazzo Camera di Commercio,,Presidente di Sezione,Commissariato di S. Elena,,,,,54,page_54_semantic.csv,government,4041.0,,,San Luca,False,45.43583129430079,12.333414297425046,San Luca,SAN MARCO,,,exact_sestiere_derived_from_parish,"num=4041, sestiere=SAN MARCO (derived_from_parish), single door",2,False
Giocoli dr. Lorenzo,San Luca 4041,Palazzo Camera di Commercio,,Consigliere,Commissariato di S. Elena,,,,,54,page_54_semantic.csv,government,4041.0,,,San Luca,False,45.43583129430079,12.333414297425046,San Luca,SAN MARCO,,,exact_sestiere_derived_from_parish,"num=4041, sestiere=SAN MARCO (derived_from_parish), single door",2,False
De Carli dr. Giulio,San Luca 4041,Palazzo Camera di Commercio,,Consigliere,Commissariato di S. Elena,,,,,54,page_54_semantic.csv,government,4041.0,,,San Luca,False,45.43583129430079,12.333414297425046,San Luca,SAN MARCO,,,exact_sestiere_derived_from_parish,"num=4041, sestiere=SAN MARCO (derived_from_parish), single door",2,False
Guerrzazi dr. Guerrazzo,San Luca 4041,Palazzo Camera di Commercio,,Consigliere,Commissariato di S. Elena,,,,,54,page_54_semantic.csv,government,4041.0,,,San Luca,False,45.43583129430079,12.333414297425046,San Luca,SAN MARCO,,,exact_sestiere_derived_from_parish,"num=4041, sestiere=SAN MARCO (derived_from_parish), single door",2,False
Di Masico dr. Orazio,San Luca 4041,Palazzo Camera di Commercio,,Consigliere,Commissariato di S. Elena,,,,,54,page_54_semantic.csv,government,4041.0,,,San Luca,False,45.43583129430079,12.333414297425046,San Luca,SAN MARCO,,,exact_sestiere_derived_from_parish,"num=4041, sestiere=SAN MARCO (derived_from_parish), single door",2,False
Sociatti dr. Orazio,San Luca 4041,Palazzo Camera di Commercio,,"Funziona da Presidente del Tribunale per i minorenni,",Consigliere,,,,,54,page_54_semantic.csv,government,4041.0,,,San Luca,False,45.43583129430079,12.333414297425046,San Luca,SAN MARCO,,,exact_sestiere_derived_from_parish,"num=4041, sestiere=SAN MARCO (derived_from_parish), single door",2,False
Zink dr. Pietro,San Luca 4041,Palazzo Camera di Commercio,,Consigliere,Commissariato di S. Elena,,,,,54,page_54_semantic.csv,government,4041.0,,,San Luca,False,45.43583129430079,12.333414297425046,San Luca,SAN MARCO,,,exact_sestiere_derived_from_parish,"num=4041, sestiere=SAN MARCO (derived_from_parish), single door",2,False
Grieb dr. Tommaso,San Luca 4041,Palazzo Camera di Commercio,,Consigliere,Commissariato di S. Elena,,,,,54,page_54_semantic.csv,government,4041.0,,,San Luca,False,45.43583129430079,12.333414297425046,San Luca,SAN MARCO,,,exact_sestiere_derived_from_parish,"num=4041, sestiere=SAN MARCO (derived_from_parish), single door",2,False
Tissi dr. Guido,San Luca 4041,Palazzo Camera di Commercio,,Presidente di Sezione,Commissariato di S. Elena,,,,,54,page_54_semantic.csv,government,4041.0,,,San Luca,False,45.43583129430079,12.333414297425046,San Luca,SAN MARCO,,,exact_sestiere_derived_from_parish,"num=4041, sestiere=SAN MARCO (derived_from_parish), single door",2,False
Gregorich dr. Otmaro,San Luca 4041,Palazzo Camera di Commercio,,Consigliere,Commissariato di S. Elena,,,,,54,page_54_semantic.csv,government,4041.0,,,San Luca,False,45.43583129430079,12.333414297425046,San Luca,SAN MARCO,,,exact_sestiere_derived_from_parish,"num=4041, sestiere=SAN MARCO (derived_from_parish), single door",2,False
Di Giuseppe dr. Berardo,San Luca 4041,Palazzo Camera di Commercio,,Consigliere,Commissariato di S. Elena,,,,,54,page_54_semantic.csv,government,4041.0,,,San Luca,False,45.43583129430079,12.333414297425046,San Luca,SAN MARCO,,,exact_sestiere_derived_from_parish,"num=4041, sestiere=SAN MARCO (derived_from_parish), single door",2,False
Alessandri dr. Alessandro,San Luca 4041,Palazzo Camera di Commercio,,Consigliere,Commissariato di S. Elena,,,,,54,page_54_semantic.csv,government,4041.0,,,San Luca,False,45.43583129430079,12.333414297425046,San Luca,SAN MARCO,,,exact_sestiere_derived_from_parish,"num=4041, sestiere=SAN MARCO (derived_from_parish), single door",2,False
Illich dr. Ernesto,San Luca 4041,Palazzo Camera di Commercio,,Consigliere,Commissariato di S. Elena,,,,,54,page_54_semantic.csv,government,4041.0,,,San Luca,False,45.43583129430079,12.333414297425046,San Luca,SAN MARCO,,,exact_sestiere_derived_from_parish,"num=4041, sestiere=SAN MARCO (derived_from_parish), single door",2,False
Ferjanin dr. Ermanno,San Luca 4041,Palazzo Camera di Commercio,,Consigliere,Commissariato di S. Elena,,,,,54,page_54_semantic.csv,government,4041.0,,,San Luca,False,45.43583129430079,12.333414297425046,San Luca,SAN MARCO,,,exact_sestiere_derived_from_parish,"num=4041, sestiere=SAN MARCO (derived_from_parish), single door",2,False
Tallandini dr. Francesco,San Luca 4041,Palazzo Camera di Commercio,,Consigliere,Commissariato di S. Elena,,,,,54,page_54_semantic.csv,government,4041.0,,,San Luca,False,45.43583129430079,12.333414297425046,San Luca,SAN MARCO,,,exact_sestiere_derived_from_parish,"num=4041, sestiere=SAN MARCO (derived_from_parish), single door",2,False
Bellano dr. Giuseppe,San Luca 4041,Palazzo Camera di Commercio,,Presidente supplente,Commissariato di S. Elena,,,,,54,page_54_semantic.csv,government,4041.0,,,San Luca,False,45.43583129430079,12.333414297425046,San Luca,SAN MARCO,,,exact_sestiere_derived_from_parish,"num=4041, sestiere=SAN MARCO (derived_from_parish), single door",2,False
Cappelletti prof. Luigi,San Luca 4041,Palazzo Camera di Commercio,,Componente privato effettivo,Commissariato di S. Elena,,,,,54,page_54_semantic.csv,government,4041.0,,,San Luca,False,45.43583129430079,12.333414297425046,San Luca,SAN MARCO,,,exact_sestiere_derived_from_parish,"num=4041, sestiere=SAN MARCO (derived_from_parish), single door",2,False
Rota prof. Antonio,San Luca 4041,Palazzo Camera di Commercio,,Componenti privati supplenti,Commissariato di S. Elena,,,,,54,page_54_semantic.csv,government,4041.0,,,San Luca,False,45.43583129430079,12.333414297425046,San Luca,SAN MARCO,,,exact_sestiere_derived_from_parish,"num=4041, sestiere=SAN MARCO (derived_from_parish), single door",2,False
Ori prof. Alessandro,San Luca 4041,Palazzo Camera di Commercio,,Componenti privati supplenti,Commissariato di S. Elena,,,,,54,page_54_semantic.csv,government,4041.0,,,San Luca,False,45.43583129430079,12.333414297425046,San Luca,SAN MARCO,,,exact_sestiere_derived_from_parish,"num=4041, sestiere=SAN MARCO (derived_from_parish), single door",2,False
Pellegrini dr. Gilberto,San Luca 4041,Palazzo Camera di Commercio,,Presidente,Commissariato di S. Elena,,,,,54,page_54_semantic.csv,government,4041.0,,,San Luca,False,45.43583129430079,12.333414297425046,San Luca,SAN MARCO,,,exact_sestiere_derived_from_parish,"num=4041, sestiere=SAN MARCO (derived_from_parish), single door",2,False
De Carli dr. Giulio,San Luca 4041,Palazzo Camera di Commercio,,Consigliere effettivo,Commissariato di S. Elena,,,,,54,page_54_semantic.csv,government,4041.0,,,San Luca,False,45.43583129430079,12.333414297425046,San Luca,SAN MARCO,,,exact_sestiere_derived_from_parish,"num=4041, sestiere=SAN MARCO (derived_from_parish), single door",2,False
Tilli dr. Alfredo,San Luca 4041,Palazzo Camera di Commercio,,Consigliere effettivo,Commissariato di S. Elena,,,,,54,page_54_semantic.csv,government,4041.0,,,San Luca,False,45.43583129430079,12.333414297425046,San Luca,SAN MARCO,,,exact_sestiere_derived_from_parish,"num=4041, sestiere=SAN MARCO (derived_from_parish), single door",2,False
Groppa dr. Nicola,San Luca 4041,Palazzo Camera di Commercio,,Consigliere effettivo,Commissariato di S. Elena,,,,,54,page_54_semantic.csv,government,4041.0,,,San Luca,False,45.43583129430079,12.333414297425046,San Luca,SAN MARCO,,,exact_sestiere_derived_from_parish,"num=4041, sestiere=SAN MARCO (derived_from_parish), single door",2,False
Grieb dr. Tommaso,San Luca 4041,Palazzo Camera di Commercio,,Supplente,Commissariato di S. Elena,,,,,54,page_54_semantic.csv,government,4041.0,,,San Luca,False,45.43583129430079,12.333414297425046,San Luca,SAN MARCO,,,exact_sestiere_derived_from_parish,"num=4041, sestiere=SAN MARCO (derived_from_parish), single door",2,False
Cabrini dr. Aldo,San Luca 4041,Palazzo Camera di Commercio,,Supplente,Commissariato di S. Elena,,,,,54,page_54_semantic.csv,government,4041.0,,,San Luca,False,45.43583129430079,12.333414297425046,San Luca,SAN MARCO,,,exact_sestiere_derived_from_parish,"num=4041, sestiere=SAN MARCO (derived_from_parish), single door",2,False
Tissi dr. Guido,San Luca 4041,Venezia,,Presidente,Commissariato di S. Elena,,,,,54,page_54_semantic.csv,government,4041.0,,,San Luca,False,45.43583129430079,12.333414297425046,San Luca,SAN MARCO,,,exact_sestiere_derived_from_parish,"num=4041, sestiere=SAN MARCO (derived_from_parish), single door",2,False
Di Giuseppe dr. Berardo,San Luca 4041,Venezia,,Consigliere effettivo,Commissariato di S. Elena,,,,,54,page_54_semantic.csv,government,4041.0,,,San Luca,False,45.43583129430079,12.333414297425046,San Luca,SAN MARCO,,,exact_sestiere_derived_from_parish,"num=4041, sestiere=SAN MARCO (derived_from_parish), single door",2,False
Pisani dr. Guido,San Luca 4041,Venezia,,supplente,Commissariato di S. Elena,,,,,54,page_54_semantic.csv,government,4041.0,,,San Luca,False,45.43583129430079,12.333414297425046,San Luca,SAN MARCO,,,exact_sestiere_derived_from_parish,"num=4041, sestiere=SAN MARCO (derived_from_parish), single door",2,False
N. N.,San Luca 4041,Belluno,,Presidente,Commissariato di S. Elena,,,,,54,page_54_semantic.csv,government,4041.0,,,San Luca,False,45.43583129430079,12.333414297425046,San Luca,SAN MARCO,,,exact_sestiere_derived_from_parish,"num=4041, sestiere=SAN MARCO (derived_from_parish), single door",2,False
Alessandri dr. Alessandro,San Luca 4041,Belluno,,Consigliere effettivo,Commissariato di S. Elena,,,,,54,page_54_semantic.csv,government,4041.0,,,San Luca,False,45.43583129430079,12.333414297425046,San Luca,SAN MARCO,,,exact_sestiere_derived_from_parish,"num=4041, sestiere=SAN MARCO (derived_from_parish), single door",2,False
Tissi dr. Guido,San Luca 4041,Padova,,Presidente,Commissariato di S. Elena,,,,,54,page_54_semantic.csv,government,4041.0,,,San Luca,False,45.43583129430079,12.333414297425046,San Luca,SAN MARCO,,,exact_sestiere_derived_from_parish,"num=4041, sestiere=SAN MARCO (derived_from_parish), single door",2,False
Guerrzazi dr. Guerrazzo,San Luca 4041,Padova,,consigliere effettivo,Commissariato di S. Elena,,,,,54,page_54_semantic.csv,government,4041.0,,,San Luca,False,45.43583129430079,12.333414297425046,San Luca,SAN MARCO,,,exact_sestiere_derived_from_parish,"num=4041, sestiere=SAN MARCO (derived_from_parish), single door",2,False
Pisani dr. Guido,San Luca 4041,Padova,,supplente,Commissariato di S. Elena,,,,,54,page_54_semantic.csv,government,4041.0,,,San Luca,False,45.43583129430079,12.333414297425046,San Luca,SAN MARCO,,,exact_sestiere_derived_from_parish,"num=4041, sestiere=SAN MARCO (derived_from_parish), single door",2,False
N. N.,San Luca 4041,Rovigo,,Presidente,Commissariato di S. Elena,,,,,54,page_54_semantic.csv,government,4041.0,,,San Luca,False,45.43583129430079,12.333414297425046,San Luca,SAN MARCO,,,exact_sestiere_derived_from_parish,"num=4041, sestiere=SAN MARCO (derived_from_parish), single door",2,False
Alessandri dr. Alessandro,San Luca 4041,Rovigo,,consigliere effettivo,Commissariato di S. Elena,,,,,54,page_54_semantic.csv,government,4041.0,,,San Luca,False,45.43583129430079,12.333414297425046,San Luca,SAN MARCO,,,exact_sestiere_derived_from_parish,"num=4041, sestiere=SAN MARCO (derived_from_parish), single door",2,False
Tissi dr. Guido,San Luca 4041,Treviso,,Presidente,Commissariato di S. Elena,,,,,54,page_54_semantic.csv,government,4041.0,,,San Luca,False,45.43583129430079,12.333414297425046,San Luca,SAN MARCO,,,exact_sestiere_derived_from_parish,"num=4041, sestiere=SAN MARCO (derived_from_parish), single door",2,False
Guerrzazi dr. Guerrazzo,San Luca 4041,Treviso,,consigliere effettivo,Commissariato di S. Elena,,,,,54,page_54_semantic.csv,government,4041.0,,,San Luca,False,45.43583129430079,12.333414297425046,San Luca,SAN MARCO,,,exact_sestiere_derived_from_parish,"num=4041, sestiere=SAN MARCO (derived_from_parish), single door",2,False
N. N.,San Luca 4041,Verona,,Presidente,Commissariato di S. Elena,,,,,54,page_54_semantic.csv,government,4041.0,,,San Luca,False,45.43583129430079,12.333414297425046,San Luca,SAN MARCO,,,exact_sestiere_derived_from_parish,"num=4041, sestiere=SAN MARCO (derived_from_parish), single door",2,False
Guerrzazi dr. Guerrazzo,San Luca 4041,Verona,,consigliere effettivo,Commissariato di S. Elena,,,,,54,page_54_semantic.csv,government,4041.0,,,San Luca,False,45.43583129430079,12.333414297425046,San Luca,SAN MARCO,,,exact_sestiere_derived_from_parish,"num=4041, sestiere=SAN MARCO (derived_from_parish), single door",2,False
Alessandri dr. A. Alessandro,San Luca 4041,Verona,,consigliere supplente,Commissariato di S. Elena,,,,,54,page_54_semantic.csv,government,4041.0,,,San Luca,False,45.43583129430079,12.333414297425046,San Luca,SAN MARCO,,,exact_sestiere_derived_from_parish,"num=4041, sestiere=SAN MARCO (derived_from_parish), single door",2,False
Tissi dr. Guido,San Luca 4041,Vicenza,,Presidente,Commissariato di S. Elena,,,,,54,page_54_semantic.csv,government,4041.0,,,San Luca,False,45.43583129430079,12.333414297425046,San Luca,SAN MARCO,,,exact_sestiere_derived_from_parish,"num=4041, sestiere=SAN MARCO (derived_from_parish), single door",2,False
Bellano dr. Giuseppe,San Luca 4041,Vicenza,,consigliere effettivo,Commissariato di S. Elena,,,,,54,page_54_semantic.csv,government,4041.0,,,San Luca,False,45.43583129430079,12.333414297425046,San Luca,SAN MARCO,,,exact_sestiere_derived_from_parish,"num=4041, sestiere=SAN MARCO (derived_from_parish), single door",2,False
Tissi dr. Guido,San Luca 4041,Bolzano,,Presidente,Commissariato di S. Elena,,,,,54,page_54_semantic.csv,government,4041.0,,,San Luca,False,45.43583129430079,12.333414297425046,San Luca,SAN MARCO,,,exact_sestiere_derived_from_parish,"num=4041, sestiere=SAN MARCO (derived_from_parish), single door",2,False
Segati dr. Giuseppe,Rialto numero 199,Palazzo Camera di Commercio,,Procuratore Generale ff.,PROCURA GENERALE PRESSO LA CORTE D'APPELLO DI VENEZIA,,,,,55,page_55_semantic.csv,government,199.0,,SAN POLO,,True,45.43919236791097,12.335370469330044,San Silvestro,SAN POLO,,,exact_sestiere_implied_from_landmark,"num=199, sestiere=SAN POLO (implied_from_landmark), single door",2,False
Prospero dr. Giuseppe,Rialto numero 199,Palazzo Camera di Commercio,,Sostituto Procuratore Generale,PROCURA GENERALE PRESSO LA CORTE D'APPELLO DI VENEZIA,,,,,55,page_55_semantic.csv,government,199.0,,SAN POLO,,True,45.43919236791097,12.335370469330044,San Silvestro,SAN POLO,,,exact_sestiere_implied_from_landmark,"num=199, sestiere=SAN POLO (implied_from_landmark), single door",2,False
Sommella dr. Armando,Rialto numero 199,Palazzo Camera di Commercio,,Sostituto Procuratore Generale,PROCURA GENERALE PRESSO LA CORTE D'APPELLO DI VENEZIA,,,,,55,page_55_semantic.csv,government,199.0,,SAN POLO,,True,45.43919236791097,12.335370469330044,San Silvestro,SAN POLO,,,exact_sestiere_implied_from_landmark,"num=199, sestiere=SAN POLO (implied_from_landmark), single door",2,False
Berni­covich dr. Antonio,Rialto numero 199,Palazzo Camera di Commercio,,Sostituto Procuratore Generale,PROCURA GENERALE PRESSO LA CORTE D'APPELLO DI VENEZIA,,,,,55,page_55_semantic.csv,government,199.0,,SAN POLO,,True,45.43919236791097,12.335370469330044,San Silvestro,SAN POLO,,,exact_sestiere_implied_from_landmark,"num=199, sestiere=SAN POLO (implied_from_landmark), single door",2,False
Zuppello dr. Antonio,Rialto numero 199,Palazzo Camera di Commercio,,Sostituto Procuratore Generale,PROCURA GENERALE PRESSO LA CORTE D'APPELLO DI VENEZIA,,,,,55,page_55_semantic.csv,government,199.0,,SAN POLO,,True,45.43919236791097,12.335370469330044,San Silvestro,SAN POLO,,,exact_sestiere_implied_from_landmark,"num=199, sestiere=SAN POLO (implied_from_landmark), single door",2,False
Dall'Alba Ugo,Rialto numero 199,Palazzo Camera di Commercio,,ff. Segretario Capo,Funzionari di Segreteria,,,,,55,page_55_semantic.csv,government,199.0,,SAN POLO,,True,45.43919236791097,12.335370469330044,San Silvestro,SAN POLO,,,exact_sestiere_implied_from_landmark,"num=199, sestiere=SAN POLO (implied_from_landmark), single door",2,False
Piovesan Giuseppe,Rialto numero 199,Palazzo Camera di Commercio,,Segretario di sezione,PROCURA GENERALE PRESSO LA CORTE D'APPELLO DI VENEZIA,,,,,55,page_55_semantic.csv,government,199.0,,SAN POLO,,True,45.43919236791097,12.335370469330044,San Silvestro,SAN POLO,,,exact_sestiere_implied_from_landmark,"num=199, sestiere=SAN POLO (implied_from_landmark), single door",2,False
Piccaguido Mario,Rialto numero 199,Palazzo Camera di Commercio,,Segretario di sezione,PROCURA GENERALE PRESSO LA CORTE D'APPELLO DI VENEZIA,,,,,55,page_55_semantic.csv,government,199.0,,SAN POLO,,True,45.43919236791097,12.335370469330044,San Silvestro,SAN POLO,,,exact_sestiere_implied_from_landmark,"num=199, sestiere=SAN POLO (implied_from_landmark), single door",2,False
Perez Giuseppe,Rialto numero 199,Palazzo Camera di Commercio,,Segretario di sezione,PROCURA GENERALE PRESSO LA CORTE D'APPELLO DI VENEZIA,,,,,55,page_55_semantic.csv,government,199.0,,SAN POLO,,True,45.43919236791097,12.335370469330044,San Silvestro,SAN POLO,,,exact_sestiere_implied_from_landmark,"num=199, sestiere=SAN POLO (implied_from_landmark), single door",2,False
Pisani Vitto,Rialto numero 199,Palazzo Camera di Commercio,,primo segretario,PROCURA GENERALE PRESSO LA CORTE D'APPELLO DI VENEZIA,,,,,55,page_55_semantic.csv,government,199.0,,SAN POLO,,True,45.43919236791097,12.335370469330044,San Silvestro,SAN POLO,,,exact_sestiere_implied_from_landmark,"num=199, sestiere=SAN POLO (implied_from_landmark), single door",2,False
Avoni Silvio,Rialto numero 199,Palazzo Camera di Commercio,,cancell. capo a riposo," riassunto ff. segretario, ",,,,,55,page_55_semantic.csv,government,199.0,,SAN POLO,,True,45.43919236791097,12.335370469330044,San Silvestro,SAN POLO,,,exact_sestiere_implied_from_landmark,"num=199, sestiere=SAN POLO (implied_from_landmark), single door",2,False
Ceoclin Giorgio,Rialto numero 199,Palazzo Camera di Commercio,,segretario avventizio,PROCURA GENERALE PRESSO LA CORTE D'APPELLO DI VENEZIA,,,,,55,page_55_semantic.csv,government,199.0,,SAN POLO,,True,45.43919236791097,12.335370469330044,San Silvestro,SAN POLO,,,exact_sestiere_implied_from_landmark,"num=199, sestiere=SAN POLO (implied_from_landmark), single door",2,False
N. N.,"Rialto numero 199, Campo Cesare Battisti 186",,,Sost. Procuratore Generale di Cassazione in funzione di Procuratore,PROCURA DELLA REPUBBLICA,,,,,55,page_55_semantic.csv,government,199.0,,SAN POLO,,True,45.43919236791097,12.335370469330044,San Silvestro,SAN POLO,,,exact_sestiere_implied_from_landmark,"num=199, sestiere=SAN POLO (implied_from_landmark), single door",2,False
Gar­buglio cav. Uff. dr. Ferdinando,Castello 5182,Sost. Procuratore Generale di Appello in funzione di Procuratore aggiunto,,CORTI D’ASSISE,PROCURA DELLA REPUBBLICA,,,,,55,page_55_semantic.csv,government,5182.0,,CASTELLO,,False,45.43783253004231,12.34223163400243,Santa Maria Formosa,CASTELLO,,,exact_sestiere_direct,"num=5182, sestiere=CASTELLO (direct), single door",1,False
Grisolera Comm. dr. Enrico,S. Marco 2546,Sostituto Procuratore,,CORTI D’ASSISE,PROCURA DELLA REPUBBLICA,,,,,55,page_55_semantic.csv,government,2546.0,,SAN MARCO,,False,45.43295095555782,12.332958101260235,Santa Maria Zobenigo,SAN MARCO,,"[{""lett"": ""A"", ""lat"": 45.433134, ""lon"": 12.332969}, {""lett"": """", ""lat"": 45.432951, ""lon"": 12.332958}]",exact_sestiere_main_entrance_direct,"num=2546, sestiere=SAN MARCO (direct), used unlettered row; 2 letter variants exist",2,False
Bernabei cav dr. Gino,Dorsoduro 3881,Sostituto Procuratore,,CORTI D’ASSISE,PROCURA DELLA REPUBBLICA,,,,,55,page_55_semantic.csv,government,3881.0,,DORSODURO,,False,45.43497263309105,12.326566547365871,San Pantaleone,DORSODURO,,,exact_sestiere_direct,"num=3881, sestiere=DORSODURO (direct), single door",1,False
Pace dr. Pietro,Castello 4844,Sostituto Procuratore,,CORTI D’ASSISE,PROCURA DELLA REPUBBLICA,,,,,55,page_55_semantic.csv,government,4844.0,,CASTELLO,,False,45.43654597768307,12.341785063310182,San Zaccaria,CASTELLO,,,exact_sestiere_direct,"num=4844, sestiere=CASTELLO (direct), single door",1,False
Carnesecchi dr. Ferdinando,"Cannaregio, 3709",,,Sostituto Procuratore,PROCURA DELLA REPUBBLICA,,,,,55,page_55_semantic.csv,government,3709.0,,CANNAREGIO,,False,45.4421360098234,12.33400957088515,San Felice,CANNAREGIO,,,exact_sestiere_direct,"num=3709, sestiere=CANNAREGIO (direct), single door",1,False
Vasta cav. dr. Giuseppe,S. Marco 1921,Segretario Capo,,CORTI D’ASSISE,PROCURA DELLA REPUBBLICA,,,,,55,page_55_semantic.csv,government,1921.0,,SAN MARCO,,False,45.43381889155044,12.33370761380946,Santa Maria Zobenigo,SAN MARCO,,,exact_sestiere_direct,"num=1921, sestiere=SAN MARCO (direct), single door",1,False
Di Caprioaccio or Ar­ dquino,S. Marco 1921,,,Segretario di Sezione,PROCURA DELLA REPUBBLICA,,,,,55,page_55_semantic.csv,government,1921.0,,SAN MARCO,,False,45.43381889155044,12.33370761380946,Santa Maria Zobenigo,SAN MARCO,,,exact_sestiere_direct,"num=1921, sestiere=SAN MARCO (direct), single door",1,False
Odo dr. Calogero,San Marco 3206,Segretario di prima classe,,CORTI D’ASSISE,PROCURA DELLA REPUBBLICA,,,,,55,page_55_semantic.csv,government,3206.0,,SAN MARCO,,False,45.43361388495585,12.328529567123896,Santo Stefano,SAN MARCO,,,exact_sestiere_direct,"num=3206, sestiere=SAN MARCO (direct), single door",1,False
Caserti dr. Felice,S. Polo numero 758,Segretario di prima classe,,CORTI D’ASSISE,PROCURA DELLA REPUBBLICA,,,,,55,page_55_semantic.csv,government,758.0,,SAN POLO,,False,45.43778284513426,12.33394477920772,San Silvestro,SAN POLO,,,exact_sestiere_direct,"num=758, sestiere=SAN POLO (direct), single door",1,False
Polichecchio Fran­cesco,Cannaregio 5251,Segretario di seconda classe,,CORTI D’ASSISE,PROCURA DELLA REPUBBLICA,,,,,55,page_55_semantic.csv,government,5251.0,,CANNAREGIO,,False,45.442124648106365,12.339369410365451,San Canziano,CANNAREGIO,,,exact_sestiere_direct,"num=5251, sestiere=CANNAREGIO (direct), single door",1,False
Murica Alfredo,S. Croce 2042,Segretario di seconda classe,,CORTI D’ASSISE,PROCURA DELLA REPUBBLICA,,,,,55,page_55_semantic.csv,government,2042.0,,SANTA CROCE,,False,45.44018647451511,12.330177554195387,San Cassiano,SANTA CROCE,,,exact_sestiere_direct,"num=2042, sestiere=SANTA CROCE (direct), single door",1,False
Ingala Francesco Vincenzo,Castello 4941,Segretario di seconda classe,,CORTI D’ASSISE,PROCURA DELLA REPUBBLICA,,,,,55,page_55_semantic.csv,government,4941.0,,CASTELLO,,False,45.43602431500554,12.342809364949352,San Zaccaria,CASTELLO,,,exact_sestiere_direct,"num=4941, sestiere=CASTELLO (direct), single door",1,False
Gasparini Aldo,S. Marco 4581,Impiegato di Segreteria,,CORTI D’ASSISE,PROCURA DELLA REPUBBLICA,,,,,55,page_55_semantic.csv,government,4581.0,,SAN MARCO,,False,45.43604150748753,12.335424948423222,San Luca,SAN MARCO,,"[{""lett"": """", ""lat"": 45.436042, ""lon"": 12.335425}, {""lett"": """", ""lat"": 45.436042, ""lon"": 12.335425}]",approximate_sestiere_first_variant_direct,"num=4581, sestiere=SAN MARCO (direct), no letter match; used first of 2 variants",3,False
Bonfa Antonio,Rialto 186,Uscieri Giudiziari,,CORTI D’ASSISE,PROCURA DELLA REPUBBLICA,,,,,55,page_55_semantic.csv,government,186.0,,SAN POLO,,True,45.4393783150476,12.33508583673029,San Silvestro,SAN POLO,,,exact_sestiere_implied_from_landmark,"num=186, sestiere=SAN POLO (implied_from_landmark), single door",2,False
Ferigo Angelo,S. Marco 4041,Uscieri Giudiziari,,CORTI D’ASSISE,PROCURA DELLA REPUBBLICA,,,,,55,page_55_semantic.csv,government,4041.0,,SAN MARCO,,False,45.43583129430079,12.333414297425046,San Luca,SAN MARCO,,,exact_sestiere_direct,"num=4041, sestiere=SAN MARCO (direct), single door",1,False
Triviello Oreste,S. Marco 2812,Agente di Pubblica Sicurezza,,CORTI D’ASSISE,PROCURA DELLA REPUBBLICA,,,,,55,page_55_semantic.csv,government,2812.0,,SAN MARCO,,False,45.43191459467854,12.33047118627841,Santo Stefano,SAN MARCO,,,exact_sestiere_direct,"num=2812, sestiere=SAN MARCO (direct), single door",1,False
Garbuglio cav. uff. dr. Ferdinando,S. Marco 2812,,,Presidente,PROCURA DELLA REPUBBLICA,,,,,55,page_55_semantic.csv,government,2812.0,,SAN MARCO,,False,45.43191459467854,12.33047118627841,Santo Stefano,SAN MARCO,,,exact_sestiere_direct,"num=2812, sestiere=SAN MARCO (direct), single door",1,False
Vasta cav. dr. Giuseppe,S. Marco 2812,,,Segretario Capo,PROCURA DELLA REPUBBLICA,,,,,55,page_55_semantic.csv,government,2812.0,,SAN MARCO,,False,45.43191459467854,12.33047118627841,Santo Stefano,SAN MARCO,,,exact_sestiere_direct,"num=2812, sestiere=SAN MARCO (direct), single door",1,False
