profession,frequency,cluster_id,category_name,likely_ad_propagation
Arredamento e temi,1,10,Office & mechanical equipment (ad-dominated),False
 specialità veneziane articoli sportivi,1,10,Office & mechanical equipment (ad-dominated),False
 Mobili di qualsiasi Tipo,1,10,Office & mechanical equipment (ad-dominated),False
 interni,1,10,Office & mechanical equipment (ad-dominated),False
 riproduzioni quadri,1,10,Office & mechanical equipment (ad-dominated),False
Tutti i prodotti ZAMPIRONI sono di massima fiducia,1,10,Office & mechanical equipment (ad-dominated),False
(dettaglio),1,10,Office & mechanical equipment (ad-dominated),False
dommatica,1,10,Office & mechanical equipment (ad-dominated),False
 aggiunto,1,10,Office & mechanical equipment (ad-dominated),False
 edicola,1,10,Office & mechanical equipment (ad-dominated),False
 Tappeti,1,10,Office & mechanical equipment (ad-dominated),False
 tessuti seterie e affini,1,10,Office & mechanical equipment (ad-dominated),False
abiti confezionati,1,10,Office & mechanical equipment (ad-dominated),False
 cardanetti,1,10,Office & mechanical equipment (ad-dominated),False
 Calze,1,10,Office & mechanical equipment (ad-dominated),False
vetrerie in genere lampadari,1,10,Office & mechanical equipment (ad-dominated),False
 vendita immobili,1,10,Office & mechanical equipment (ad-dominated),False
 articoli casalinghi,1,10,Office & mechanical equipment (ad-dominated),False
 riproduzioni di oggetti artistici,1,10,Office & mechanical equipment (ad-dominated),False
(gab. inetti di posa),1,10,Office & mechanical equipment (ad-dominated),False
Legname Compensato,1,10,Office & mechanical equipment (ad-dominated),False
radio e accessorii,1,10,Office & mechanical equipment (ad-dominated),False
mobili,1,10,Office & mechanical equipment (ad-dominated),False
 cuoi ed affini,1,10,Office & mechanical equipment (ad-dominated),False
Decorazione,1,10,Office & mechanical equipment (ad-dominated),False
Plastica Ornamentale,1,10,Office & mechanical equipment (ad-dominated),False
ARTI GRAFICHE ESPERIA,91,11,Visual and decorative arts,True
Ing. A. Carretta e Geom. M. Monopoli,33,11,Technical/engineering professions,False
"SCIENTIFICA E MAGISTRALE,",17,11,Education,False
Ragioneria generale ed applicata,2,11,Technical/engineering professions,False
"Applicato, ",2,11,Administration & directorship,False
Geometra principale del,1,11,Technical/engineering professions,False
 calcolatrice,1,11,Technical/engineering professions,False
 scientifica,1,11,Technical/engineering professions,False
(Cronometriosta),1,11,Technical/engineering professions,False
Divisione tecnologica,1,11,Technical/engineering professions,False
Statistica,1,11,Technical/engineering professions,False
Matematica generale e di Matematica finanziaria,1,11,Technical/engineering professions,False
Demografia generale,1,11,Technical/engineering professions,False
Statistica (incar.),1,11,Technical/engineering professions,False
Ragioneria generale ed applicata (id.),1,11,Technical/engineering professions,False
Matematica finanziaria (id.),1,11,Technical/engineering professions,False
Geografia,1,11,Technical/engineering professions,False
"per Mineralogia e geologia, ",1,11,Technical/engineering professions,False
"per Chimica generale ed applicata, ",1,11,Technical/engineering professions,False
"per impianti tecnici, Estimo ed esercizio professionale, ",1,11,Technical/engineering professions,False
"per Meccanica razionale e statistica grafica, ",1,11,Technical/engineering professions,False
"per Fisica, Fisica tecnica, ",1,11,Technical/engineering professions,False
"per analisi matematica e geometria analitica (2.0 anno), ",1,11,Technical/engineering professions,False
"per Analisi matematica e geometria analitica (1.0 anno), Topografia e costruzioni stradali, ",1,11,Technical/engineering professions,False
"Francese, Matematica",1,11,Technical/engineering professions,False
Scienze e Matematica,1,11,Technical/engineering professions,False
Bimestrale,1,11,Technical/engineering professions,False
Matematica e fisica,1,11,Technical/engineering professions,False
Scienze naturali chimica e geografia,1,11,Technical/engineering professions,False
Lavorazione artistica mosaici in smalto di vetro Veneziano,169,12,Visual and decorative arts,False
al Porto di Venezia,119,12,Transport and maritime,False
ASSOCIAZIONE FRA PROPRIETARI DI FABBRICATI DELLA PROVINCIA DI VENEZIA,17,12,Civic associations & clubs,False
Comitato di Venezia,17,12,Civic associations & clubs,False
CIRCOLO ARTISTICO DI VENEZIA,15,12,Civic associations & clubs,False
SEZIONE FILATELICA VENEZIANA DEL CIRCOLO ARTISTICO,6,12,Civic associations & clubs,False
GUÏDA COMMERCIALE DI VENEZIA E PROVINCIA,4,12,"Institutions, press and political parties",False
Venezia,3,12,Address fragments / non-profession,False
Altri Consolati aventi giurisdizione sulla Regione Veneta,2,12,Government offices / State administration,False
Mazzorbo di Burano,1,12,Address fragments / non-profession,False
Corsi vari di istruzione professionale per artigiani e operai in tutto il Veneto,1,12,Education,False
Ufficio Commissionario Industrie e Artigiane con Mostre campionarie permanenti di prodotti tipici dell’artigianato e delle piccole industrie venete,1,12,Provincial and state institutions,False
Agente principale della Società Autori ed Editori della Agenzia di Venezia,1,12,"Institutions, press and political parties",False
"Murano, Venezia",1,12,Address fragments / non-profession,False
 Venezia,1,12,Provincial and state institutions,False
Ca' Foscari,1,12,Provincial and state institutions,False
Agente per l Venetti E. A. Super Lux 8,1,12,Provincial and state institutions,False
Ufficio di Venezia,1,12,Provincial and state institutions,False
specialità veneziane,1,12,Provincial and state institutions,False
nomina per Valli in provincia di Venezia e Campagnaluqa,1,12,Provincial and state institutions,False
 specialità Veneziane,1,12,Provincial and state institutions,False
Deposito: Cannaregio Abazzia,1,12,Provincial and state institutions,False
 Ispet. di l. Gl. Sez. Lavori di Venezia,1,12,Provincial and state institutions,False
"VENEZIA s. Focn, 1079",1,12,Provincial and state institutions,False
Consigliere Banca Veneta Mezzana a Gretti e Conti Correnti,1,12,Provincial and state institutions,False
Sindaco effettivo Banca Veneziana di Crediti e Conti Correnti,1,12,Provincial and state institutions,False
Soprintendenza ai Monumenti Medioevali e moderni del Veneto Orientale,1,12,Provincial and state institutions,False
Capo Divisione Soprintendenza ai Monumenti Mediovali e Moderni del Veneto Orientale,1,12,Provincial and state institutions,False
 Medioevali e Moderni del Veneto Orientale,1,12,Provincial and state institutions,False
Padova,1,12,Provincial and state institutions,False
UNIONE REGIONALE CAMERE DI COMMERCIO DELLE VENEZIE,1,12,Provincial and state institutions,False
Commissariato di Cannaregio,1,12,Provincial and state institutions,False
Commissariato di Dorsoduro,1,12,Provincial and state institutions,False
ISTITUTO VITTORIO ALFIERI,2,13,Education,False
ISTIT. MAGISTRALE PARIFICATO,1,13,Education,False
ISTITUTO ITALIANO RAVA',1,13,Education,False
ISTITUTO SUORE DI NEVERS,1,13,Education,False
ISTITUTO DELLE SUORE DEL S. CUORE,1,13,Education,False
Istituto Artigianelli,1,13,Education,False
Istituto Zambler,1,13,Education,False
Istituto Univers,1,13,Education,False
Istituto U.r..straria Architettura,1,13,Education,False
prof. Istituto Universitario di Architettura,1,13,Education,False
 Rettore Istituto Crovani e Guglielmo Marconi,1,13,Education,False
Instituto Universitario di Architett.,1,13,Education,False
Instituto Universitario Architett.,1,13,Education,False
Studio Radio e Elettrotecnico,1,13,Education,False
Istituto Nazionale per l'Addestramento Professionale Lavoratori dell'Industria,1,13,Education,False
Istituto Aut. per le case popolari,1,13,Education,False
Istituto Universitario di Architett.,1,13,Education,False
ISTITUTO CONVITTO « G. MARCONI »,1,13,Education,False
Direttore Istituto Universitario di Archit.,1,13,Education,False
Ufficio postale,31,14,Government offices / State administration,False
Archivio di Stato,18,14,Government offices / State administration,False
SUDDIVISIONE DEGLI UFFICI,10,14,Government offices / State administration,False
DIREZIONE SERVIZI DI IGIENE E DI ASSISTENZA PUBBLICA,9,14,Government offices / State administration,False
DIREZIONE BELLE ARTI DEL COMUNE,4,14,Government offices / State administration,False
Questura,3,14,Government offices / State administration,False
Ufficio Politico,3,14,Government offices / State administration,False
DIREZIONE LAVORI E SERVIZI PUBBLICI,2,14,Government offices / State administration,False
"DIREZIONE LOTTO,",2,14,Government offices / State administration,False
"ISPETTORATO COMPARTIMENTALE DELLE IMPOSTE DIRETTE,",1,14,Government offices / State administration,False
"ISPETTORATO COMPARTIMENTALE DELLE TASSE E DELLE IMPOSTE INDIRETTE SUGLI AFFARI,",1,14,Government offices / State administration,False
"UFFICIO TECNICO ERARIALE,",1,14,Government offices / State administration,False
"UFFICIO TECNICO IMPOSTE DI FABBRICAZIONE,",1,14,Government offices / State administration,False
"Uffici Finanziari di Mirano,",1,14,Government offices / State administration,False
" Ufficio Idrografico, ",1,14,Government offices / State administration,False
Ufficio di assistenza economica,1,14,Government offices / State administration,False
Biblioteca di consultazione per artigiani e piccoli industriali (aperto tutti i giorni feriali nelle ore d’Ufficio),1,14,Government offices / State administration,False
"Uffici Centrali, Aiutanti tecnici",1,14,Government offices / State administration,False
Direzione Marittima e Gabinetto,1,14,Transport and maritime,False
Amm. Imposte di Consumo del Comune,1,14,Government offices / State administration,False
dell' Archivio dello Stato,1,14,Government offices / State administration,False
Aiutante Magg. della Guardia di Finanza,1,14,Government offices / State administration,False
"C, Reparto Uff. personale Ferrovie dello Stato, Direzione",1,14,Government offices / State administration,False
informazioni comm.,1,14,Government offices / State administration,False
Divisione Ragioneria,1,14,Government offices / State administration,False
Uffici Centrali dell'Amministrazione della Provincia,1,14,Government offices / State administration,False
Prov. Servizio Impianti Sportivi,1,14,Government offices / State administration,False
 Macchine Contabili,1,14,Government offices / State administration,False
 Guardia di Finanza,1,14,Government offices / State administration,False
Capo Div. Direzione Ragioneria e tributi,1,14,Government offices / State administration,False
 Imposte Comunlo del Comune,1,14,Government offices / State administration,False
Ispettore Tecnico del movimento postale,1,14,Government offices / State administration,False
Sezione Amministrativa,1,14,Government offices / State administration,False
"UFFICIO IMPOSTA GENERALE SULL'ENTRATA,",1,14,Government offices / State administration,False
"DIREZIONE SUPERIORE DI DOGANA,",1,14,Government offices / State administration,False
I. f. Ufficiale,1,14,Government offices / State administration,False
Archivio e Affari generali,1,14,Government offices / State administration,False
Contabilita di Stato,1,14,Government offices / State administration,False
Tecnica amministrativi delle aziende industriali,1,14,Government offices / State administration,False
"Studio di Ragiione ria, Consulenza ed Assistenza Tributaria. Telef. 28.042.",1,14,Government offices / State administration,False
"Revisore Ufficiale dei Conti, Amministratore Giudiziario, Consulenza e Assistenza Tributaria, Economico, Commerciale, Ragioneristica",1,14,Government offices / State administration,False
Ufficio Tecnico dell'Amministrazione della Provincia,1,14,Government offices / State administration,False
"UFFICIO DEL REGISTRO ATTI CIVILI,",1,14,Government offices / State administration,False
"UFFICIO REGISTRO ATTI GIUDIZIARI E CONCESSIONI GOVERNATIVE,",1,14,Government offices / State administration,False
"UFFICIO DEL REGISTRO SUCCESSIONI E DEMANIO,",1,14,Government offices / State administration,False
"UFFICIO IMPOSTA IN SURROGAZIONE,",1,14,Government offices / State administration,False
"ISPETTORATO COMPARTIMENTALE DELLE DOGANE,",1,14,Government offices / State administration,False
panificio. SS.,53,15,Food & grocery retail,True
pittrice,7,15,Visual and decorative arts,False
 gioielleria,6,15,General retail shops,False
falegname,4,15,Industry and construction,False
 cartoleria,4,15,General retail shops,False
 pasticceria,4,15,General retail shops,False
Tesoriere,3,15,Administration & directorship,False
 chincaglierie,3,15,General retail shops,False
panificio,3,15,Food & grocery retail,False
sarta da uomo,3,15,Textile and tailoring,False
 saponi,3,15,General retail shops,False
 pelletterie,2,15,General retail shops,False
calzature,2,15,General retail shops,False
 cesellatore,2,15,General retail shops,False
latteria,2,15,Food & grocery retail,False
tabaccheria,2,15,General retail shops,False
 Qualsiasi lavoro in fiori,1,15,General retail shops,False
chinaglieie,1,15,General retail shops,False
macelleria (introduttore Ac. stime),1,15,General retail shops,False
profumeria,1,15,General retail shops,False
cartoleria profumeria,1,15,General retail shops,False
"mercerie, filati e affini",1,15,General retail shops,False
polleria,1,15,Food & grocery retail,False
perle (product. e commercio),1,15,General retail shops,False
 bottiglieria. (esercizi),1,15,General retail shops,False
confezionisti,1,15,General retail shops,False
fraganai,1,15,General retail shops,False
caffè (esercizi),1,15,Food & hospitality,False
 Fori perle,1,15,General retail shops,False
porcellane,1,15,General retail shops,False
 gioieileria,1,15,General retail shops,False
salumi (negozio),1,15,Food & grocery retail,False
 liquori,1,15,General retail shops,False
parrucchiere per signora,1,15,Personal care,False
orologeria,1,15,General retail shops,False
 manifature,1,15,General retail shops,False
 mercerie,1,15,General retail shops,False
 molino,1,15,General retail shops,False
lavanderia e stireria,1,15,Personal care,False
libreria,1,15,General retail shops,False
parruccchiere per signora,1,15,General retail shops,False
bottiglieria,1,15,General retail shops,False
 drogheria,1,15,General retail shops,False
Telef: ab. bigliamento,1,15,General retail shops,False
Ditta Cecchetti Pradel & C.,1,15,General retail shops,False
 pellic-erie manifatture fiutate,1,15,General retail shops,False
 orologeria,1,15,General retail shops,False
Calzature,1,15,General retail shops,False
Droghiere,1,15,General retail shops,False
Barbiere,1,15,General retail shops,False
fuoro,1,15,General retail shops,False
perle (lavoro,1,15,General retail shops,False
Manifattura Tabacchi,1,15,General retail shops,False
petrolio,1,15,General retail shops,False
 cinghialerie,1,15,General retail shops,False
"terraglie, porcellane",1,15,General retail shops,False
barbiere,1,15,General retail shops,False
bottiglieriа,1,15,General retail shops,False
grossisti spettaclli medicinali,1,15,General retail shops,False
industria,177,16,Industry and construction,True
Category: Acqua - Gas - Elettricità,7,16,Industry and construction,False
Fabbro Ferrario e Meccanico,3,16,Industry and construction,False
 Olii minerali,1,16,Industry and construction,False
elettricista e idraulico,1,16,Industry and construction,False
officina meccanica metal. lurgica e costruzioni in ferro,1,16,Industry and construction,False
 prodot. ti chimici,1,16,Industry and construction,False
 carbone e legna (dettaglio),1,16,Industry and construction,False
ferramenta metalli,1,16,Industry and construction,False
 chimico del La..,1,16,Industry and construction,False
 idraulica-sanitaria,1,16,Industry and construction,False
 idraulica e gas,1,16,Industry and construction,False
comm. e lavorazione,1,16,Industry and construction,False
 industria,1,16,Industry and construction,False
 cristalli e spechi (commercio e lavorazione),1,16,Industry and construction,False
 Vetro neutro,1,16,Industry and construction,False
 liquori (fabbrica e deposito),1,16,Industry and construction,False
carbone e legna,1,16,General retail shops,False
fluviali e terrestri,1,16,Transport and maritime,False
Disinfestazioni con gas tossici,1,16,Industry and construction,False
 benzina,1,16,Industry and construction,False
industries boschive,1,16,Industry and construction,False
 combustibili liquidi (geonotta),1,16,Industry and construction,False
 acque minerali,1,16,Industry and construction,False
 carburanti olii ed affnii,1,16,Industry and construction,False
apparecchi elettromeccanici,1,16,Industry and construction,False
 industria chimica,1,16,Industry and construction,False
 carburanti,1,16,Industry and construction,False
olii minerali,1,16,Industry and construction,False
prodotti chimici,1,16,Industry and construction,False
elettricità (produzione distribuzione),1,16,Industry and construction,False
ossidi metallici,1,16,Industry and construction,False
 officina meccanica e metallurgica,1,16,Industry and construction,False
officina meccanica e saldatura,1,16,Industry and construction,False
 acque gassaste,1,16,Industry and construction,False
 impianti terrestri e navali,1,16,Industry and construction,False
vetro lavorazioni,1,16,Industry and construction,False
 tubi in ferro,1,16,Industry and construction,False
Impianti di illuminazione a gas vari,1,16,Industry and construction,False
 impianti elettrici,1,16,Industry and construction,False
 pelli e materiale per costruzioni edilizie,1,16,Industry and construction,False
prodotti siderurgici e metallurgici,1,16,Industry and construction,False
materiali ferrosi da riutilizzo,1,16,Industry and construction,False
vetro e ceramica,1,16,Industry and construction,False
elettricità ed idraulica,1,16,Industry and construction,False
rivieditori zenergi ni Monopolio,1,16,Industry and construction,False
grossisti combustibili e solidi,1,16,Industry and construction,False
detàglian- ti legna e charbonc,1,16,Industry and construction,False
CIRCOLO FILOLOGICO,11,17,Language education,False
Biblioteca,3,17,Provincial and state institutions,False
teatro,2,17,Visual and decorative arts,False
Storia,1,17,Language education,False
Filologia romanza,1,17,Language education,False
Filologia germanica,1,17,Language education,False
Storia della filosofia,1,17,Language education,False
Pedagogia,1,17,Language education,False
Filosofia,1,17,Language education,False
Glottologia romanza,1,17,Language education,False
Storia Ec. Ebraico,1,17,Language education,False
"Patrologia, Arte, Eloquenza",1,17,Language education,False
"italiano (liceo), Storia",1,17,Language education,False
biblica,1,17,Language education,False
sacra liturgia,1,17,Language education,False
filosofia,1,17,Language education,False
"latino, greco (liceo)",1,17,Language education,False
Filiiiai a Roma,1,17,Language education,False
arte antica,1,17,Language education,False
orologie,1,17,Language education,False
Storia dell’arte,1,17,Language education,False
Storia dell'arte,1,17,Language education,False
religione,1,17,Language education,False
Personale degli Uffici - Segreteria della Sezione di Lingue e letterature straniere,10,18,Language education,False
Lingua tedesca,4,18,Language education,False
Lingua inglese,3,18,Language education,False
Lingua francese,3,18,Language education,False
Lingua e letteratura francese,2,18,Language education,False
Lingua e letteratura spagnola,2,18,Language education,False
Lingua e letteratura tedesca,2,18,Language education,False
Lingua spagnola,2,18,Language education,False
Lettere (ginnasio),2,18,Language education,False
lettere (ginnasio),2,18,Language education,False
Lingua e letteratura italiana,1,18,Language education,False
Lingua serbo-croata,1,18,Language education,False
Lingua e letteratura russa,1,18,Language education,False
Lingua e letteratura inglese,1,18,Language education,False
Lingua e letteratura latina,1,18,Language education,False
Lingua russa,1,18,Language education,False
Lingua rumena,1,18,Language education,False
"per Letteratura italiana, ",1,18,Language education,False
Letteratura italiana e storia,1,18,Language education,False
Letteratura Italiana e storia,1,18,Language education,False
Rappresentante di case produttrici di medicinali,186,19,Sales representatives / Commercial agents,False
pittore,67,19,Visual and decorative arts,False
illuminazione pubblica,65,19,Government offices / State administration,True
PROFESSIONISTI E ARTISTI,41,19,Visual and decorative arts,False
Pittore,14,19,Visual and decorative arts,False
presso Camera del Lavoro,5,19,Provincial and state institutions,False
Giornalista professionista,3,19,"Institutions, press and political parties",False
Pittura,2,19,Visual and decorative arts,False
Rappresentante cingalmerie,1,19,Sales representatives / Commercial agents,False
Rapprcsentanti e A.,1,19,Sales representatives / Commercial agents,False
pittore decoratore,1,19,Visual and decorative arts,False
cinema (sale di proiezione e gestione),1,19,Sales representatives / Commercial agents,False
agenzia nolleggio film,1,19,Sales representatives / Commercial agents,False
agenzia d’affari,1,19,Sales representatives / Commercial agents,False
Rappresentante e Depositi,1,19,Sales representatives / Commercial agents,False
rappresentante articoli casalinghi,1,19,Sales representatives / Commercial agents,False
cinema (produzione film stabii-,1,19,Sales representatives / Commercial agents,False
Rappresentanze varie,1,19,Sales representatives / Commercial agents,False
Commissione Direttiva del Circolo Artistico,1,19,Sales representatives / Commercial agents,False
rappresentante esercenti cinema e teatri,1,19,Sales representatives / Commercial agents,False
rappresentante dei medici,1,19,Sales representatives / Commercial agents,False
rappresentante dei veterinari,1,19,Sales representatives / Commercial agents,False
Consigliere,20,20,Governance and leadership titles,True
Commissione del Listino,5,20,Economic administration (academic),False
Comm. Agg.,4,20,Governance and leadership titles,False
Fid. Prov.,4,20,Governance and leadership titles,False
Consigliere Municipale,4,20,Governance and leadership titles,False
Commissario,3,20,Government offices / State administration,False
Mediatore,3,20,General goods trade,False
V. Comm.,2,20,Governance and leadership titles,False
consigliere effettivo,2,20,Governance and leadership titles,False
"Consigliere, ",2,20,Governance and leadership titles,False
perito,2,20,Technical/engineering professions,False
V. Comm. Agg.,1,20,Governance and leadership titles,False
"Consigliere,",1,20,Governance and leadership titles,False
Commissariato,1,20,Government offices / State administration,False
Consigliere Segr.,1,20,Governance and leadership titles,False
tenente,1,20,Governance and leadership titles,False
commissario,1,20,Governance and leadership titles,False
Giudice,1,20,Governance and leadership titles,False
" ""Consigliere Municipale""",1,20,Governance and leadership titles,False
Questore,1,20,Governance and leadership titles,False
mediatori generali,1,20,Governance and leadership titles,False
mediatore,1,20,Governance and leadership titles,False
Consigliere (TELVE),1,20,Governance and leadership titles,False
 Perito,1,20,Governance and leadership titles,False
Comando Vigili,1,20,Governance and leadership titles,False
Ispettore,1,20,Governance and leadership titles,False
" 1. Procuratore, ",1,20,Governance and leadership titles,False
Vicario,1,20,Governance and leadership titles,False
 Atti giud. e conlesso governativo,1,20,Governance and leadership titles,False
Consigliere di l. classe,1,20,Governance and leadership titles,False
Consigliere di I. cl.,1,20,Governance and leadership titles,False
Consigliere i. cl.,1,20,Governance and leadership titles,False
Commissariato di Castello,1,20,Governance and leadership titles,False
SPORT OLIMPICI,4,21,Sports organizations,False
Fed. Ginnastica d'Italia (FGDI),1,21,Sports organizations,False
Fed. It. Pugilato (FIP),1,21,Sports organizations,False
Fed. It. Scherma (FIS),1,21,Sports organizations,False
Fed. It. Sport Equestri (FISE),1,21,Sports organizations,False
Unione It. Tiro a Segno (UITS),1,21,Sports organizations,False
"Pres. Reg., Fed. It. Sport Invernali (FISI)",1,21,Sports organizations,False
Fed. It. Pattinaggio su Ghiaccio,1,21,Sports organizations,False
Fed. It. Hockey su Ghiaccio,1,21,Sports organizations,False
Fed. It Gioco Calcio (FIGC),1,21,Sports organizations,False
Pres. Reg. della (F.I.S.I.),1,21,Sports organizations,False
COMITATO OLIMPICO NAZIONALE ITALIANO,1,21,Sports organizations,False
Fed. It. di Atletica Leggera (FIDAL),1,21,Sports organizations,False
Unione Velocipedistica It (UVI),1,21,Sports organizations,False
"Com. Reg., Fed. It. Canottaggio (FIC)",1,21,Sports organizations,False
 grossista,5,22,General goods trade,False
grossista,4,22,General goods trade,False
negozio,2,22,General goods trade,False
 (grossista),2,22,General goods trade,False
 negozio,1,22,General goods trade,False
ingrosso,1,22,General goods trade,False
gros.,1,22,General goods trade,False
 (commercio),1,22,General goods trade,False
 (gross),1,22,General goods trade,False
grossisti,1,22,General goods trade,False
 ingrosso,1,22,General goods trade,False
Latte (grossista),1,22,General goods trade,False
 vini (gros. s] sta),1,22,General goods trade,False
 Compra-vendita,1,22,General goods trade,False
(negozio),1,22,General goods trade,False
 vendita),1,22,General goods trade,False
Categoria IX,10,23,Trade guild categories,False
Categoria XIII,9,23,Trade guild categories,False
Categoria XXII,8,23,Trade guild categories,False
Categoria VII,4,23,Trade guild categories,False
Categoria X,4,23,Trade guild categories,False
Divisione I.a,2,23,Trade guild categories,False
Categoria VIII,1,23,Trade guild categories,False
Categoria XI,1,23,Trade guild categories,False
Divisione II.a,1,23,Trade guild categories,False
Seconda Divisione,1,23,Trade guild categories,False
Divisione III.a,1,23,Trade guild categories,False
Tutti i prodotti ZAMPIRONI INSETTIFUGHI di massima fiducia,195,24,General goods trade (ad-dominated),False
Alimentari (Dett.),6,24,Food & grocery retail,True
 piante e sementi,2,24,Food & grocery retail,False
piante e sementi,1,24,Food & grocery retail,False
"alimentari, (dett.)",1,24,Food & grocery retail,False
alimentari (dett.),1,24,Food & grocery retail,False
frutta e verdura,1,24,Food & grocery retail,False
 erane vegetale,1,24,General goods trade (ad-dominated),False
alimentari,1,24,Food & grocery retail,False
 fabbricati e aziende agricole,1,24,General goods trade (ad-dominated),False
 Agrumi,1,24,Food & grocery retail,False
"fiori, piante e sementi",1,24,General goods trade (ad-dominated),False
essicazione frutta ed erbaggi,1,24,General goods trade (ad-dominated),False
 frutta alimentari,1,24,General goods trade (ad-dominated),False
Fruttiera Francesco,1,24,General goods trade (ad-dominated),False
 acquisto fabbricati e aziende agricole,1,24,General goods trade (ad-dominated),False
legumi,1,24,Food & grocery retail,False
 vini rappresentante generi alimentari,1,24,General goods trade (ad-dominated),False
 grassi,1,24,General goods trade (ad-dominated),False
artic. commestibili (commercio),1,24,General goods trade (ad-dominated),False
 frutta e verdura,1,24,Food & grocery retail,False
"agrumi, essicazione frutta ed erbaggi",1,24,General goods trade (ad-dominated),False
" ""Frutta e verdura",1,24,General goods trade (ad-dominated),False
 alimentari,1,24,Food & grocery retail,False
Sezione specializzata di Zootecnia,1,24,General goods trade (ad-dominated),False
Tribunale Civile e Penale,3,25,Law and judiciary (academic),False
Avvocato,2,25,Law and judiciary (academic),False
Diritto del lavoro,2,25,Law and judiciary (academic),False
Diritto amministrativo,2,25,Law and judiciary (academic),False
Diritto processuale civile,2,25,Law and judiciary (academic),False
Asp. Civile,1,25,Law and judiciary (academic),False
Sostituto Proc. Tribunale Civile e Penale,1,25,Law and judiciary (academic),False
Procuratore Tribunale dei Minorenni,1,25,Law and judiciary (academic),False
Segretario Tribunale dei Minorenni,1,25,Law and judiciary (academic),False
Tribunale dei Minorenni,1,25,Law and judiciary (academic),False
Tribunale del Minorenni,1,25,Law and judiciary (academic),False
presso la Corte d’Appello,1,25,Law and judiciary (academic),False
Diritto commerciale,1,25,Law and judiciary (academic),False
Scienza delle finanze e diritto finanziario,1,25,Law and judiciary (academic),False
Diritto internazionale,1,25,Law and judiciary (academic),False
Diritto della navigazione,1,25,Law and judiciary (academic),False
Istituzioni di diritto pubblico,1,25,Law and judiciary (academic),False
Istituzioni di diritto privato,1,25,Law and judiciary (academic),False
Diritto aeronautico,1,25,Law and judiciary (academic),False
Diritto pubblico (id.),1,25,Law and judiciary (academic),False
Diritto privato (incar.),1,25,Law and judiciary (academic),False
Scienze delle ze e diritto finanziario (incar.),1,25,Law and judiciary (academic),False
Diritto e procedura penale,1,25,Law and judiciary (academic),False
Diritto civile,1,25,Law and judiciary (academic),False
Elementi di diritto e procedura penale,1,25,Law and judiciary (academic),False
Elementi di diritto processuale civile,1,25,Law and judiciary (academic),False
Laboratorio di Scienza delle finanze e diritto finanziario,1,25,Law and judiciary (academic),False
Diritto Canonico,1,25,Law and judiciary (academic),False
esperto materie amministrative,1,25,Law and judiciary (academic),False
S.A.,13,26,Companies/business entities,True
"Solesin,",12,26,Address fragments / non-profession,False
Attuari,7,26,Economic administration (academic),False
sarta,7,26,Textile and tailoring,False
da A. Joggna,4,26,Address fragments / non-profession,False
prof.,3,26,Education,False
Mensile,3,26,"Institutions, press and political parties",False
dett.,2,26,General retail shops,False
arciprete,2,26,Religious & civic institutions,False
Geom.,2,26,Technical/engineering professions,False
Vetrocke,1,26,Address fragments / non-profession,False
Comm.,1,26,Address fragments / non-profession,False
Pittrice,1,26,Visual and decorative arts,False
 Alberoni,1,26,Address fragments / non-profession,False
fram. Santi 3,1,26,Address fragments / non-profession,False
Conterie 24,1,26,Address fragments / non-profession,False
(abbigra),1,26,Textile and tailoring,False
Enego,1,26,Address fragments / non-profession,False
"Antonio,",1,26,Address fragments / non-profession,False
bar,1,26,Food & hospitality,False
dettuanaglio,1,26,Address fragments / non-profession,False
Tenenzia,1,26,Address fragments / non-profession,False
s. r. l.,1,26,Address fragments / non-profession,False
 Dese,1,26,Address fragments / non-profession,False
Numero 5576-A,1,26,Address fragments / non-profession,False
RICHMAR,1,26,Address fragments / non-profession,False
Brendole,1,26,Address fragments / non-profession,False
Litugi Achieri,1,26,Address fragments / non-profession,False
Telefono 34-285,1,26,Address fragments / non-profession,False
 chinicalgile,1,26,Address fragments / non-profession,False
S. Pantalon,1,26,Address fragments / non-profession,False
(eredi),1,26,Address fragments / non-profession,False
 glati,1,26,Address fragments / non-profession,False
pal. Patriarcale,1,26,Address fragments / non-profession,False
 juors,1,26,Address fragments / non-profession,False
sqiurero,1,26,Address fragments / non-profession,False
t'atoria,1,26,Address fragments / non-profession,False
Titto,1,26,Address fragments / non-profession,False
Radio,1,26,Address fragments / non-profession,False
 radio,1,26,Address fragments / non-profession,False
ortagagi,1,26,Address fragments / non-profession,False
materassai,1,26,Address fragments / non-profession,False
 (dett.),1,26,Address fragments / non-profession,False
Arcprete,1,26,Address fragments / non-profession,False
arcirepe,1,26,Address fragments / non-profession,False
D'allefitanni,1,26,Address fragments / non-profession,False
Navagero 34,1,26,Address fragments / non-profession,False
Ann. Castellan G. & Santon A.,1,26,Address fragments / non-profession,False
Duro 3188-29,1,26,Address fragments / non-profession,False
Lari,1,26,Address fragments / non-profession,False
ispett.,1,26,Address fragments / non-profession,False
n. r. 1.,1,26,Address fragments / non-profession,False
infe.,1,26,Address fragments / non-profession,False
in translator biz,1,26,Address fragments / non-profession,False
Fidibus against mosquitoes,1,26,Address fragments / non-profession,False
 Prodalta,1,26,Address fragments / non-profession,False
 latteria,1,26,Address fragments / non-profession,False
 rdm,1,26,Address fragments / non-profession,False
G. V,1,26,Address fragments / non-profession,False
M 40,1,26,Address fragments / non-profession,False
Sarta,1,26,Address fragments / non-profession,False
