category_value,override_name,cluster_id,default_name_would_have_been
Ponte delle Guglie,,3.0,Institutions/companies
S. Cassiano,,3.0,Institutions/companies
S. Croce 1051,,3.0,Institutions/companies
Calle Goldoni,,3.0,Institutions/companies
S. Croce,,3.0,Institutions/companies
VENEZIA,,3.0,Institutions/companies
Strada Nuova,,3.0,Institutions/companies
S. Croce 862,,3.0,Institutions/companies
"S. Marco, 378,,,",,3.0,Institutions/companies
S. Marco 2553,,3.0,Institutions/companies
"S. Marco, 553",,3.0,Institutions/companies
"S. Marco, 2670 A",,3.0,Institutions/companies
"S. Marco, 4611",,3.0,Institutions/companies
San Marco,,3.0,Institutions/companies
S. Samuele 3357,,3.0,Institutions/companies
Campo S. Maria Formosa,,3.0,Institutions/companies
San Luca Calle del Magazen,,3.0,Institutions/companies
S. Luca 4371,,3.0,Institutions/companies
San Lio,,3.0,Institutions/companies
"S. Marco 3416""",,3.0,Institutions/companies
Via Torre Belfredo,,3.0,Institutions/companies
Telefono 23.050,,3.0,Institutions/companies
S. Marco 4651,,3.0,Institutions/companies
S. Elena,,3.0,Institutions/companies
S. Polo 1077,,3.0,Institutions/companies
"S. Croce 772, Dorsod. 2727, S. Marco 4578 e Lido, Via Malamocco 91",,3.0,Institutions/companies
"Telefono, 23-257",,3.0,Institutions/companies
S. Fosca 2223,,3.0,Institutions/companies
S. Marco 914,,3.0,Institutions/companies
Telefono 42-562,,3.0,Institutions/companies
S. Marco 3727,,3.0,Institutions/companies
"Pellestrina, S. Pietro in Volta",,3.0,Institutions/companies
Via Piave,,3.0,Institutions/companies
P.za Umber. I,,3.0,Institutions/companies
S. Marco 4346,,3.0,Institutions/companies
Piazz. 27 Ottobre,,3.0,Institutions/companies
Telefono 22-534,,3.0,Institutions/companies
Via Acquileia,,3.0,Institutions/companies
S. Moisè,,3.0,Institutions/companies
Sede di Venezia,,3.0,Institutions/companies
Bacino Orseolo 1198,,3.0,Institutions/companies
S. Marco 1957A,,3.0,Institutions/companies
S. Marco 1393 e Marghera,,3.0,Institutions/companies
S. M. Elisabetta 31,,3.0,Institutions/companies
Piazzale Stazione,,3.0,Institutions/companies
Via L. Manvrello,,3.0,Institutions/companies
S. Lucia,,3.0,Institutions/companies
Favaro Veneto Campalto,,3.0,Institutions/companies
S. Giuliano.,,3.0,Institutions/companies
Calle Larga S. Marco,,3.0,Institutions/companies
Giudecca,,3.0,Institutions/companies
S. Maria della Presentazione (Zitelle),,3.0,Institutions/companies
S. Maria Gloriosa dei Frari,,3.0,Institutions/companies
S. Marco Piazza Riva S. Chiara,,3.0,Institutions/companies
Piazzale Roma,,3.0,Institutions/companies
Calle Larga San Marco,,3.0,Institutions/companies
S. Bartolomeo,,3.0,Institutions/companies
Calle del Mistro,,3.0,Institutions/companies
S. Marco 4292,,3.0,Institutions/companies
"Via Galuppi, Burano",,3.0,Institutions/companies
S. Giovanni Decollato,,3.0,Institutions/companies
S. Marco 1119-20,,3.0,Institutions/companies
Riva Schiavoni,,3.0,Institutions/companies
Marco 7,,3.0,Institutions/companies
Piazzale S. M. Elisabetta 21,,3.0,Institutions/companies
S. Pietro in Volto,,3.0,Institutions/companies
S. Polo 2380,,3.0,Institutions/companies
S. Polo 1421-A,,3.0,Institutions/companies
S. Marco 570,,3.0,Institutions/companies
S. Polo 2355,,3.0,Institutions/companies
S. Angelo 3880,,3.0,Institutions/companies
S. Angelo 3538,,3.0,Institutions/companies
"San Trovasso, Palazzo Giustinian",,3.0,Institutions/companies
"S. Trovasso, Palazzo Giustinian",,3.0,Institutions/companies
Favaro Veneto Dese,,3.0,Institutions/companies
Riva Schiavoni 4207,,3.0,Institutions/companies
S. Polo 1418,,3.0,Institutions/companies
S. Croce 772,,3.0,Institutions/companies
Corso del Popolo 28,,3.0,Institutions/companies
"Riva del Carboni ""Palazzo Benlo",,3.0,Institutions/companies
Via Pasqualegio,,3.0,Institutions/companies
"S. Marco, numero 367",,3.0,Institutions/companies
"Chioggia, Calle Gradasa 4716",,3.0,Institutions/companies
San Angelo 2984,,3.0,Institutions/companies
Mestre Piazza Umberto Primo,,3.0,Institutions/companies
S. Maria degli Angeli (Murano),,3.0,Institutions/companies
MILANO,,3.0,Institutions/companies
San Giovanni e Paolo,,3.0,Institutions/companies
Piazzale Roma 497,,3.0,Institutions/companies
Zattere 1406,,3.0,Institutions/companies
S. Marco 597-B,,3.0,Institutions/companies
S. Luca 1578-C,,3.0,Institutions/companies
S. Maria delle Penitenti,,3.0,Institutions/companies
S. Lodo. vico (S. Alvise),,3.0,Institutions/companies
S. Marco numero 1321,,3.0,Institutions/companies
Ponte dell’ Olivo,,3.0,Institutions/companies
numero 4514,,3.0,Institutions/companies
