category,frequency,cluster_id
P. Marghera,1,3
Piazz. 27 Ottobre,1,3
Telefono 22-534,1,3
Via Acquileia,1,3
S. Moisè,1,3
Porto secco,1,3
"""Lido Gran Viale 27""",1,3
Labor. Via Cà Rossea 4,1,3
Sede di Venezia,1,3
"La più caratteristica Trattoria, di Polo Pietro fu Osvaldo, Telefono 25-463",1,3
Il ritrovo dei buongustai,1,3
Bacino Orseolo 1198,1,3
"Alla Colonna, trattoria,",1,3
S. Marco 1957A,1,3
"Sanpoli Lux, S. Molsi 2025",1,3
Stazione di Mestre,1,3
S. Marco 1393 e Marghera,1,3
Locanda,1,3
S. M. Elisabetta 31,1,3
Piazzale Stazione,1,3
Canal Palazzo Widmann,1,3
Via L. Manvrello,1,3
Trattoria Locanda „Alle Anche Figure„,1,3
S. Lucia,1,3
Favaro Veneto Campalto,1,3
S. Giuliano.,1,3
Casa del Regalo,1,3
Calle Larga S. Marco,1,3
Demanio e Pesca Capparinesi di Porto,1,3
Giudecca,1,3
"Filiala: Pietrasanta (Carrara), Viale Oberdan 4, teleg. Castaman Pietrasanta",1,3
Capo Stazione,1,3
S. Maria della Presentazione (Zitelle),1,3
S. Maria Gloriosa dei Frari,1,3
S. Marco Piazza Riva S. Chiara,1,3
Piazzale Roma,1,3
portabagagli | nella Stazione di Venezia,1,3
Calle Larga San Marco,1,3
S. Bartolomeo,1,3
arpicprete Basilica di San Marco,1,3
Calle del Mistro,1,3
S. Marco 4292,1,3
bandaro a luttioniere,1,3
"Via Galuppi, Burano",1,3
S. Giovanni Decollato,1,3
a M arcianca,1,3
Trattoria vini,1,3
alla Basilica d’Oro,1,3
Purroco San Polo Apostolo,1,3
delle Cliniche di Venezia,1,3
Viale Miranese 98,1,3
S. Marco 1119-20,1,3
Riva Schiavoni,1,3
dirigente Commissariato di S. Marco,1,3
Marco 7,1,3
santo da uomo,1,3
Marangon,1,3
"Carte da Gioco ""Modiano""",1,3
Piazzale S. M. Elisabetta 21,1,3
Salvi Marco 2887,1,3
S. Pietro in Volto,1,3
"Pelletseun, Sarn Pietro in Volta",1,3
Adriatico,1,3
Parocco,1,3
trattoria | P. Marghera Vi Rossanrol,1,3
S. Polo 2380,1,3
Frari,1,3
S. Polo 1421-A,1,3
S. Marco 570,1,3
S. Polo 2355,1,3
S. Angelo 3880,1,3
S. Angelo 3538,1,3
di Giovanni Lucangei,1,3
terrazzano,1,3
deposito Marghera,1,3
"San Trovasso, Palazzo Giustinian",1,3
"S. Trovasso, Palazzo Giustinian",1,3
Favaro Veneto Dese,1,3
Basilica di S. Marco,1,3
Gran Viale 17,1,3
nuclei Scal. Marghera,1,3
Riva Schiavoni 4207,1,3
parroco S. Maria Elisabetta di Lido,1,3
S. Polo 1418,1,3
Biblioteca Marcinina,1,3
piasza Giovanni,1,3
Gran Viale,1,3
trattoria a Il Fureto Risoro,1,3
"parroco, S. Giacomo dall’Orio",1,3
S. Croce 772,1,3
Stazioned di Venezia,1,3
Ca' Rossa,1,3
Corso del Popolo 28,1,3
Basiljca S. Marco,1,3
Basilica di San Marco,1,3
Macellazione Venezia,1,3
"Riva del Carboni ""Palazzo Benlo",1,3
Lungomare Malamocco,1,3
"caffè (eserzio), Castello 4565",1,3
Via Pasqualegio,1,3
"S. Marco, numero 367",1,3
parroco Treporti,1,3
"Chioggia, Calle Gradasa 4716",1,3
parroco S. Maria del Gi glio,1,3
Naviglio,1,3
arciprete Basilica di S. Marco,1,3
San Angelo 2984,1,3
Circolo della Spidal,1,3
Alberoni Bagni,1,3
Vi ale di S. Elishabetta 57,1,3
Mestre Piazza Umberto Primo,1,3
tabaccheria | Vie Macello,1,3
trattoria | Burano Treporti,1,3
osteria | Murase fdm. Navagero,1,3
"Geriatrico del Seminario Patriarcale, Santa Maria della Salute",1,3
Veneto,1,3
"Spt, S. Zaccaria",1,3
terrazzi piorellane,1,3
S. Maria degli Angeli (Murano),1,3
Palazzo ex Reale,1,3
Banchi Lotto,1,3
MILANO,1,3
San Giovanni e Paolo,1,3
Piazzale Roma 497,1,3
Zattere 1406,1,3
Ospizio Marino,1,3
trattoria e Albergo il  Accademia,1,3
A.l S. Biagio,1,3
S. Marco 597-B,1,3
Acquedotti,1,3
S. Luca 1578-C,1,3
S. Maria delle Penitenti,1,3
S. Lodo. vico (S. Alvise),1,3
Stazione A.,1,3
S. Marco numero 1321,1,3
Ponte dell’ Olivo,1,3
numero 4514,1,3
"locale ideale per il buongustaio, Salone per banchetti e feste danzanti",1,3
medicina generale,78,4
ZAGO F.LLI,58,4
AGENZIA P. BORTOLUZZI,49,4
avvocato,36,4
avv.,32,4
"agenzia di viaggi e turismo,Cappellont Aldo",28,4
Lavoro,22,4
Società di assicurazioni,22,4
Istituti di credito,20,4
rappresentante,17,4
Avvocato,17,4
Consigliere Municipale,17,4
Consiglio di Amministrazione,15,4
Specialisti veneziane,13,4
Falegname,11,4
Banco di Sicilia,9,4
Ragioniere,8,4
Istituzioni,8,4
mediatore,7,4
Mediatori,6,4
Medicina Generale,6,4
Medicina generale,6,4
Carta da macero,5,4
Facchini pubblici,5,4
Avv.,5,4
Insegnante,4,4
rappresentante varie,4,4
legatoria di libri,4,4
professore,4,4
Direttore,3,4
Carta da impacco,3,4
Cordami e Spaghi,3,4
Ispettore,3,4
Presidente,3,4
Giudice,3,4
vicario,3,4
Pretore della Pretura Civile e Penale,3,4
Perito,3,4
Prefettura,3,4
Segretario,2,4
Istituti d'informazioni e di investigazioni,2,4
Sindaco,2,4
Consigliere,2,4
Vicario,2,4
Assitenza,2,4
rappresentanti,2,4
Genio Civile,2,4
Vice Direttore,2,4
avv,2,4
Commissario,2,4
medico generale,2,4
Giudice Tribunale Civile e Penale,2,4
Soc. An. Condizione Immobilit,2,4
Vice Comm.,2,4
Amministrazione della Provincia,1,4
Soc. Elenchi Abbonati al Telelef. An.,1,4
in Nome coll.,1,4
Gerente Baldi Antonio,1,4
Uffici,1,4
di Guido Rusconi,1,4
v. Principe di Piemonte 10,1,4
Comune di S. Elena Gestione Ospedale Civile,1,4
Soc. per Az.,1,4
LEGNAME E IMBALLAGGI,1,4
Officina,1,4
ZAGO F. LLI,1,4
Agente per il Veneto: S. A. Supper Lux,1,4
Banco di Interesse Nazionale,1,4
Lavori pubblici in genere,1,4
La Mercantile Azienda Veneta Rappresentanze Commerciali Industriali,1,4
s.r.l.,1,4
Quadri di manovra e commando,1,4
Concessionario Marelli,1,4
S. A. Fondiaria Italiana,1,4
S. in nome collettivo,1,4
Società per Azioni,1,4
"Consiglio di Amministrazione: Presidente Giovanni Scaramanga di Altomonte; Vice Presidente: cav. di gr. cr. ing. dr. Luigi Macalina; Consiglieri comm. dr. Rodolfo Bernardi; comm. dott. Pardè Formentini; avv. Bruno Forti conte Mario Moretti; dott. Mario Valenti. nuzzi. - Collegio dei Sindaci: gr. uff. rag. Amedeo Fracassi; gr. uff. dott, Cesare Cichi; dott. Girolamo Manzutto; dott. Mario Renzi; dr. rag. Antonio Tedeschi. Direttore Generale: gr. uff. cap. Guido Cosulich, - Sede di Venezia, Direzione ed ufficio merci: Piazza S. Marco. Direttore della sede di Venezia: Com.te, cav. uff, Filibert Francesco.",1,4
Lussero Cl. rag. Cesare,1,4
Spettacoli educativi e morali,1,4
Mazzagni Fasolato,1,4
gestione S. A.,1,4
Gesitone S. A. «I. C. S. A.»,1,4
gestione S. A. «I. C. S. A.»,1,4
gestione Furlan cav. Giovanni,1,4
Succ. Lorenzo Rubelli e Figlio,1,4
Alla Salute Risorta,1,4
Vetri sanitari,1,4
diret. uff. del Registro,1,4
Comandante Legione Terr. della Guardia di Finanza,1,4
ing. Sez. Corpo del Genio Civile,1,4
segretaria Istituto Universitario di Economia e Comm. Cà Foscari,1,4
Capitale sociale L. 150.000.000,1,4
Accomandita Gestioni,1,4
Azienda Generale Italiana Petrolii,1,4
Capo rip. personale Polrvice dello Stato,1,4
Casa Italiana Rappresentanze Depositi affini C.I.R.L.A.,1,4
Fid. Prova-della (V.U.V.),1,4
Ingegner Capo del Corpo del Genio Civile,1,4
Direttore Ass,1,4
Capo Servizio Sez. Deposito Franco,1,4
Avogado degli Azzoni,1,4
Medico Chirurgo,1,4
Cassiere Banca Nazionale del Lavoro,1,4
Rettore,1,4
Società di Assicurazioni,1,4
"Istituto di Informazioni e di Investigazioni, Ricerche, agenzia d'informazioni e investigazioni",1,4
Succ. Ditta Perissinotto Giuseppe di Nicola,1,4
rappresentante pellami,1,4
Direttore Banco San Marco,1,4
Ass. Naz. Combattenti,1,4
Dogana Principale,1,4
Procuratore presso la Corte d’Appello,1,4
legatoria di Libri,1,4
Direttore Banqueca Veneziana di Cprediti e Conti Corrrenti,1,4
Associazione,1,4
Capo Uff. Amministrazione,1,4
Capitano Addetto,1,4
V. Direttore,1,4
Vice Presidente Deputazione Provinciale dell’Amministrazione della Provincia,1,4
Relatore Comando di Legione Guardia di Finanza,1,4
Pres. Soc. Ven. della (IFSE),1,4
segreteria Istituto Universitarlo Economía e Com. Ca' Foscari,1,4
"Segetarjo Capo Uff. Impianti Elettrici e di Segnalamento, Ferrovie dello Stato, Direzione S. Lucia",1,4
Presidente di Sez.,1,4
Medico Provinciale,1,4
"Istituto Universitario di Economia e Commercio, Ca' Foscari",1,4
Legione Territ. Guardia di Finanza di Marghera,1,4
Istituto Nazionale per il Commercio Estero,1,4
Vicc. Presid. Club Alpino Italiano,1,4
Capo Cantiere da A. C. N. I. L.,1,4
Dep. Fornaggi,1,4
applicato segreteria Istituto Universitario di Aretich.,1,4
Presidente Tribunale Civile e Penale,1,4
Gestione P. Y. Socimezarea,1,4
curato autonomo,1,4
Bibliotecc 1. stituto Universitario Economia Commercio Co Foscar.,1,4
Archivista,1,4
Patrocinatore legale,1,4
Sostituto Proc.,1,4
"vicario S. Leone, (S. Lio)",1,4
Istituto Ortopedioco Elioteropico,1,4
Direttore Banca d'A. mercica e d'Italia,1,4
Com. Esecutivo della Cam. Conf. del lavoro,1,4
Segretaria della Camera Conf. del Lavoro,1,4
"Vice Cam. dirigente ""Commissariato di Castello""",1,4
medicina generale-Ospedale Civile,1,4
"Gespppe Vec-tore s. N., Società mineraria",1,4
Vice Presd. Società Canottieri,1,4
Aiutante di CancelI. della Pietura,1,4
I. Archiviasti del Genio Civile,1,4
Cassiere Principale Banca di Napoli,1,4
Ing. Capo Ufficio Tecnico dell’Amministrazione del Provincia,1,4
rappresentante assicurazioni,1,4
facchini pubblici,1,4
Comunità Israelitica,1,4
Segretario Società Costruzioni Bincionaro,1,4
"Revisore Ufficiale dei Conti, Amministratore Giudiziario",1,4
Capo Stazione di Prima Classe,1,4
Segret. presso la Corte d'Appello,1,4
"Geometra, prin.e del Genio Civile",1,4
Revisore dei Cont.,1,4
Capo uff. Trasmissioni,1,4
Condirettore,1,4
Ispettore Capo Ufficio scritture,1,4
"Addetto ""Consigliere""",1,4
sindaco supplente,1,4
Vicario S. Sofia,1,4
"consigliere Istituto Univers. di Economia e Commerico, C'a Foscari",1,4
Comandante le tenenze Legione Territoriale dei Carabinieri,1,4
Ispettorato del Lavoro,1,4
"Ispett. Capo, Uff. Impianti Elettrici e di Segnalamento, Ferrovie dello Stato, Direzione S. Lucia",1,4
rappresentante goiieri alametari,1,4
Segretario Regionale del Lavoro per le Venezie,1,4
Tribunale dei Minorenni,1,4
Vice Presidente Deputazione Provinciale dell'Amministrazione della Provincia,1,4
Forniture e Rappresentanze Articoli tecnici di Actis Caporale Letizia,1,4
Dirig. Uff. Srrvizio,1,4
Direttore Amm.,1,4
Campo Bandiera e Moro,1,4
Reparto Compart. di Mobilitazione,1,4
Cassiere Economo,1,4
Istituto di Cultura Fisica,1,4
Istituto Aut. per le case popolari,1,4
Consigliere (TELVE),1,4
Pretura di Mestre,1,4
Pres della (FLG),1,4
Vice Comm. Acqs.,1,4
Capo Servizi Sgx. Mag. Gen.,1,4
Segretario Banca Nazionale del Lavoro,1,4
Rappresentante Carta,1,4
Comm. Agaxit. Ufficio Stranieri dalla Questura,1,4
vicario S. Barnaba,1,4
Comando Mil. lit. Maritt. Aut,1,4
Commissariato Compartimentale di Polizia Ferroviaria,1,4
Gabinetto Prefettura,1,4
Comm. dirigente,1,4
Σegretario,1,4
Silvio. Giovanni e Mario,1,4
"Appareohgl per saldatura e taglio osalacetilenici, Riduttori di presslone, Impiantì di distrlbufione gas compressl, Rappresentanti per il Veneto: Soc. Rapprentazne Generali, S. Molse.",1,4
Consegnatario Magazino Distretto Militaire dl Veniuzia,1,4
Vescovo Ausiliare,1,4
Giudice: Tribunale Civile e Penale,1,4
Presidente Tstinto Veneto di Scienze Lettere ed Arti,1,4
Medico generale,1,4
"Ass. Naz. Mutilati ed Invalidi di Guerra, ex Palazzo Reale",1,4
medicina generale | Osp. Infettivi,1,4
Ass. dei Commercianti,1,4
rappresentanze generali e limenari,1,4
ispett. comp. dell'Ispettorato delle Imposte direttc,1,4
Ispettrice Gener. Opera Pia; Asili di Carità per l'Infanzia,1,4
Pres. Società degli Amici dei Monumenti,1,4
vic. intend. dell’Intendenza di Finanza,1,4
Ospedale Civile,1,4
Reggente Uff. Ist. Naz. Ass. Malattia ai Lavoratori,1,4
"C. Reparto, Uff. personale Ferrovie dello Stato",1,4
Direttore Banca d’Italia,1,4
Acc. Senni.,1,4
Rappresentante,1,4
"Distribuzione e l'ispezione di giornali, Distribuzione giornali, Distribuzione Libri",1,4
rappresentante attorcchi in vitro,1,4
di Eugenio e Mario Miozzi,1,4
Commissario dela Casa Previd. Lavoratori Portuali,1,4
"Istituto Universitario di Economia e Commercio, Ca Foscari",1,4
Provveditoria Marittima,1,4
I Assistente del Genio Civile,1,4
Dirigente,1,4
Specialisti in malattie oculari,1,4
"Segretario di prima classe Tribunale Civile e Penale, Rialto numero 186",1,4
Contabili ecc.,1,4
"C. Reparto Gl. personale Ferrovie dello Stato, Direzione",1,4
specialita veneziane,1,4
rappresentante macchiarer,1,4
Proc. Tribunale Civile e Penale,1,4
PSC. Soc. Ven. dell (UITIS),1,4
Segretario Generale Deputazione Provinciale dell'Amministrazione della Provincia,1,4
fed. It. della Vela (FIV),1,4
Statistica Sez. Dogana,1,4
Intend. di Finanza,1,4
P.esqnd. Automobile Club d’Italia,1,4
"Ispetore Capo, Sez, Lavori di Venezia",1,4
Agenzia Bufolo Gina,1,4
avvz.,1,4
disegnatore Soprintendenza ai Monumenti Medioevali e Moderni del Veneto Orientale,1,4
Tenenza delle Legioni Territ. Guardia di Finanza 44 tre,1,4
Direttore dell’Istituto Nazionale per l’Assicurazione contro gli Infortunii sul Lavoro,1,4
segretario,1,4
professore Istituto Universitario di Architet,1,4
"Pres. Reg., Sci Club Veneto",1,4
Cooperato',1,4
Capo della Sezione price. Sez. Movimento Ferrovie Dello Stato,1,4
"Uff. personale Ferrovie dello Stato, Direzione S. Lucia",1,4
Direttore Generale Istituto Federale delle Casse di Risparmio delle Venezie,1,4
Segretario Consulate Regionale per l'Agroclultura e Foreste,1,4
rappresentante carta,1,4
Consigliere Istituto Aut. per le case popolari,1,4
Direttore Banca Commerciale Italiana,1,4
Aiutante di Cancelleria della Pretura di Mestre,1,4
s. r. Compien venditti automobilie,1,4
"Comand. Circolo Iozione Tetrti, Guardia di Finanza",1,4
Serveto di consulenze tecnice,1,4
Primo Pretore dirige entf,1,4
"Sostituto capo Sez. Materiale Trazione, Ferrovie dello Stato, Direzione",1,4
Cerioniero del Patriarcato,1,4
Società Carburanti Italiana Anonima,1,4
Vice Comm. Agg.,1,4
Comm. Aggi.,1,4
Vice Presid. Sc.,1,4
Membro Ann.,1,4
Capitale Lire 60.000.000,1,4
Imp. Gen. per Costruzioni,1,4
Ass. Sportiva Veneziana C. Renyen,1,4
Archivista dell’ Avvercatura dello Stato,1,4
"Soc. R. Rappresentanze e Attività affini, case editric",1,4
"Comando iplepii, Legione Territ, Guardia di Finanza",1,4
società di assicurazioni,1,4
Essiccato lozzoli,1,4
Agricoltura R.I.A.C.,1,4
reprezntanze varie,1,4
comm. al'oglio,1,4
(Consultivo dei Comune),1,4
Presidente dell'Associaz ione fra i dipendenti di Aziende Commerci alie della Provincia,1,4
Uff. I. Ragioniere Intenden. za di Finanza Direzione Lotto,1,4
Presidente del ACCNl,1,4
Ispett. Comp. delle Tasse e delle II. DD. sugli Affari,1,4
Servizio,1,4
soprintendente dell’Ente autonomo del Teatro la Fenice,1,4
segretario Istituto C. T. universitario di Economia e Comm.,1,4
Presidente Deputazione Provinciale dell’Amministrazione della Provincia,1,4
Agente principale di Venezia: Soc. Rappresentanza Generali,1,4
Lo Ragioniere Ghn. neto Prefettura,1,4
Segret. Capo,1,4
Comandante in 2.,1,4
"Comm, esecutivo",1,4
pensione (dipendenza Excelsior),1,4
Vice Direttore Istituto Vittorio Alfierl,1,4
Ispett. Contabile Am,1,4
rappresentante macchinarl,1,4
Consigliere del Circlo Fi,1,4
Instituto Universi di Economia e Commerc,1,4
Insegnanti Circolo Filologico,1,4
"Pres. Assoc. Naz. Reduci, Palazzo ex Reale",1,4
Ditta Fiorin Pietro,1,4
capo ufficio matricola,1,4
Accademico,1,4
Comandante,1,4
Capo del Compartimento Ferrovie dello Stato,1,4
assistente Soprintendenza ai Monumenti Medievali e Moderni di Veneto Orientale,1,4
Commissario Straord.,1,4
Ispettor Prov. agricoltura,1,4
Capo Sez. Uff. Dazio,1,4
Istituto Universitario di Architettura,1,4
avvocate,1,4
Rettore Istituto Italiano Bava,1,4
Compagnia Legione Territoriale dei Carabinieri,1,4
Istituto Universitario di Economia e Commercio,1,4
Libreria Universitaria,1,4
Genio Magistrato alle Acque,1,4
Capo di Stato Magg. Comando Militare Marittimo Autonomo Dell'Alto Adriatico,1,4
Pres. dell'Associazione Prov. tra gli Agenti di Assicurazione,1,4
Concessionaria per le reclandiazioni circolari,1,4
Istituto Nazionale per l'Assie. contro gli Infortuni sul Lavoro,1,4
Distretto Militare di Venezia,1,4
lo porta orlat. uff. nostra generale sull’entrata,1,4
professore Istituto Universitario di Architettura,1,4
"Ispettore di Zona, Azienda di Stato per i servizi Telefonici",1,4
Tendomna Volante Legione Ferrit,1,4
Soprintendenza ai Monumenti Medioevali e Moderni del Veneto Orientale,1,4
Archivista Soprintendenza ai Monumenti Medioevali e Moderni del Veneto Orientale,1,4
Istituto Universitario di Architett.,1,4
Magistrato alle Acque,1,4
Ispettrice Reale Infermiere Volont. Croce Rossa Italiana,1,4
(già Pardo e Bassani),1,4
Ufficio Rappresentanza Prodotti Italiani URPI,1,4
In. dell’intendenza di finanza,1,4
casa di cura fdm.,1,4
I.Q prof. titol. un. post,1,4
autoligenzio e straflutione sa,1,4
Lavoro (ANPI),1,4
Ispettore Capo l'Uffcio visite,1,4
Specialista,1,4
Capo Gruppo Regionale,1,4
Pres. della Soc,1,4
dirett. uff. distrett. delle Imposte Dirette,1,4
Geludio Civile,1,4
Uflicio Stampa Cabineto di Prefettura,1,4
Capo Divisione 2-na,1,4
Ass. Supattiva Venziana e C. Reper D.,1,4
Rappresentante Procuratore Riunione Adriatica di Sicurtà e dell'Assicuratrice Italiana,1,4
MOBILI e ACCESSORI per UFFICIО,79,5
Forniture complete MOBILI e ACCESSORI per UFFICIO,75,5
OCCASIONI - CAMBI - RICOSTRUZIONI - NOLEGGI,75,5
AFFITTANO APPARTAMENTI,49,5
Imprese ed appalti vari,45,5
impresa edile,39,5
Commerciale,38,5
Compra - vendita Immobili,32,5
Società immobiliari,32,5
articoli casalinghi,27,5
COSTRUZIONI EDILI ED AFFINI,22,5
IMPRESA ARTIGIANA,21,5
Società immobiliare,20,5
Assicurazioni,18,5
PENSIONI,17,5
commercialista,17,5
casa editrice,16,5
assicurazioni,15,5
Azienda,15,5
Affitti Appartamenti,15,5
Carpentieri,14,5
Insegne e cartelli reclame,12,5
Mobili,11,5
MOBILI USATI,11,5
Soc. An. d'Acquisto di materiali,11,5
(vendita),9,5
Società mobiliari e agricole,9,5
Compra-vendita immobili,9,5
Alberghi,9,5
Legatorie di libri,8,5
Acquisto e conduzione,7,5
MOBILI ARTISTICI,7,5
Commercialista,7,5
Impresa edile,7,5
compravendita immobili,7,5
Agenzie e d'affari,6,5
Costruttori edili,6,5
Imprese di Costruzioni,6,5
Disinfezioni,5,5
Pubblicità,5,5
mobili (negozio),5,5
imprese ed appalti vari,4,5
Impresa Edile,4,5
liquori (fabbrica e deposito),4,5
MOBILI LACCATI,3,5
Casse e Arredi Mortuari,3,5
Case Editrici,3,5
Corredi sposa,3,5
Società mobiliare e agricola,3,5
mobili (fabbriche),3,5
mobili usati,3,5
Articoli casalinghi,3,5
compra-vendita immobili,3,5
construction enterprise,3,5
Attività Immobiliari in genere,2,5
Acquisto,2,5
Agenzie di pubblicità,2,5
Approvvigionamenti,2,5
Forniture enti vari,2,5
"Imprese Lavori, Commercio Legnami, Forniture, Demolizioni, Costruzioni in Legno, Appalti",2,5
Imprese immobiliari,2,5
MOBILI DI LUSSO E COMUNI,2,5
Serramenti,2,5
agenzia d'affari,2,5
terrazziario,2,5
mobili,2,5
Forniture complete MOBILI e ACCESSORI per UFFICI,2,5
mobili (negozi),2,5
liquori (fabrica e deposito),2,5
Articoli Casalinghi,2,5
rappresentante materiali edili,2,5
imprese edili,2,5
rimorchiatori,2,5
acquisto fabbricati e aziende agricole,2,5
acquisto costruzioni immobili,2,5
compra.vendita immobili,2,5
Impresa,2,5
compravendita beni agricoli,1,5
Acquisto Alberghi,1,5
Affissioni e pubblicità,1,5
Agenzie di pagno,1,5
Commercio terreni,1,5
Automobili,1,5
Autonoleggi e Autorimesse,1,5
Costruzione e gestione alberghi,1,5
"FABBRICA - Cucine economiche, Stufe - Letti - Reti - Brande Turche",1,5
decoratore in stuepici e costruzioni,1,5
Disinfestazioni,1,5
AFFITTI APPARTAMENTI COMPRA - VENDITA AMMINISTRAZIONE,1,5
Imposte di consumo,1,5
Fornitura per lavori ed opera edilizia stradali,1,5
Impresa Lavori Edili e Marittimi,1,5
OFFICINA RIPARAZIONI,1,5
"Impresa Costruzioni Edilizie, Lavori edilizi in cemento armato, ferro e legno",1,5
Schedari - Mobili per Uffici - Macchine Contabili,1,5
Imprese lavori,1,5
Imprese e pompe funebri,1,5
Magazzini di deposito,1,5
"Impresa Edile, Costruzioni In Cemento",1,5
Premiato Mobilificio,1,5
ARREDAMENTI NEGOZI,1,5
Costruzioni Edili,1,5
affitti appartamenti vuoti e ammobilitati,1,5
"RADIORIPARAZIONI A DOMICILIO, NOLEGGIO RADIOGRAMMFONI",1,5
"Affitti, Appartamenti, Compravendita Case, Terrei, Dent, Immobili",1,5
Adriatica Costruzioni Edilizie,1,5
navi compravendita,1,5
Azienda Generale (carrozzieri,1,5
Raffineria e Depositi,1,5
Azienda Immobiliare Anonima,1,5
informazioni commerciali,1,5
Arredamenti,1,5
Azienda Agricola,1,5
Impresario Edile,1,5
articoli Casalinghi,1,5
costruttore edile,1,5
liquori fabbrica e depositi,1,5
Imprese ed Appalti Vari,1,5
Automoleggigo e Autorimessa,1,5
Imprese ed Appalti,1,5
Magazzino Ferro,1,5
impresa di costruzioni e falegnameria,1,5
riparazioni carrozzerie per auto,1,5
mobilio (negozio),1,5
Arredamenti completi,1,5
mobilit (negozio),1,5
Compagnia Immobiliare Edile,1,5
impresa Edile,1,5
comprvendita immobili,1,5
imp::e(.9 ed appalti,1,5
impresa-edile,1,5
Leva e Mobilitazione,1,5
imprese Edili,1,5
impresa edili,1,5
Società Immobiliare,1,5
Rivendita giornalai,1,5
mobiliti usati,1,5
Ass. fra Proprietari di Fabbricati,1,5
autonoleggio e automorsa,1,5
casa e editrice,1,5
Soc. Acc. Sempl. Mobili (Negozio),1,5
Articoli Casalin,1,5
lavori municipalizzati,1,5
Cucine economiche,1,5
impresa edile riscaldamento fumisteria,1,5
Abiti (riparazioni),1,5
Cinema (agenzia noleggio film),1,5
Deposito mobili,1,5
Consigliere Isttautiz Aut. per le case poplari,1,5
mobili sati,1,5
pensione albergo,1,5
compravendita,1,5
"Società Italiana Cinemato-grafia, Soc. a r. l., cinema (aggenzi noleggio film)",1,5
Magazzino Deposito Materiali da Costruzioni,1,5
Albergo e ristorante,1,5
"Rappresentanze Industriali, Commerciali ed affini",1,5
mobili di lusso e comuni,1,5
"legnami e pali da costruzioni, (grossista)",1,5
Impresa Lavori,1,5
Imprese Edile,1,5
Impresa Edile Falegnameria,1,5
Veneta Costruzioni,1,5
Societa immobiliare,1,5
"Società automezzi Roma, automoleggi Automosport",1,5
impresa di costruzioni,1,5
Immobiliare,1,5
mobili (fabbrica),1,5
c .i o noleggi,1,5
attività immobiliari,1,5
Società mobiliare immobiliare e agricola,1,5
Attività immobiliare,1,5
Acquisto fabbricati e aziende agricole,1,5
compra vendita immobili,1,5
impresa pompe funebri,1,5
attività immobiliare,1,5
"Costruzioni edili, civili e industriali, industri inoshiva",1,5
comperavendita immobili,1,5
rappresentante articoli casalinghi,1,5
impresa ed appalti vari,1,5
costruzione e gestione alberghi,1,5
"Lavori Edili i cementi armati, Opere pubbliche",1,5
cinema e agenzia noleggio film,1,5
Quartiere Urbano,1,5
rappresentante articoli casalinghici,1,5
servizi,1,5
Importazione,1,5
Società Coop. dell’Arte e dei Lavoratori dell’edilizia ed affini,1,5
compra-vendita,1,5
Arredamento,1,5
Hotel-Restaurant,1,5
FORNITURE COMPLETE,1,5
Compravendita immobili,1,5
Affitti,1,5
mobili fabbriche,1,5
"commmercio e lavorazione, Stabilimento : Murano, Fondamenta Manin numero 78",1,5
Negozi,1,5
per Imprese di Costruzioni,1,5
"s. 8. a r. 1., lavori manovalanza",1,5
Negoziante,1,5
Costruzioni mercante,1,5
AFFITTI-APPARTAMENTI CASE,1,5
impresa edile e appalti vari,1,5
S. A. Ricomimenti Alveraggo aux Verenti autorimoti,1,5
Forniture complete mobili e accessori per ufficio,1,5
Forniture,1,5
prodotti chimici,43,6
Legnami e pali da costruzioni,29,6
Materiali per costruzioni edilizie,25,6
Carboni Fossili e Ligniti,23,6
Prodotti chimici,20,6
carbone e legna (dettaglio),17,6
carbone e legna,17,6
Carboni - Legna,13,6
Olii minerali,13,6
Impermeabili,12,6
Marmi,11,6
Combustibili solidi,10,6
Fornaci da calce e laterizi,10,6
Combustibili liquidi,9,6
Articoli di Gomma e affini,8,6
Lubrificanti,8,6
Carbone,7,6
Ferri e metalli usati,7,6
Riscaldamento e fumisterie,7,6
Carbone e Legna,6,6
Olii combustibili,6,6
refrattari e laterizi,6,6
rappresentante prodotti chimici,6,6
Candele,5,6
Metano,5,6
Minerali,5,6
stoffe e tessuti,5,6
legnami e pali da costruzioni,5,6
Articoli Igienici,4,6
Carburanti Olii ed affini,4,6
Manipolazione carboni,4,6
Metalli usati,4,6
acque gassate,4,6
malattie polmonari,4,6
Acque gassate,3,6
Acque minerali,3,6
Alluminio,3,6
"Armi, munizioni, proiettili",3,6
Fumisti,3,6
Granaglie,3,6
Metalli greggi e lavorati,3,6
Navi in legno,3,6
Pietra artificiale,3,6
carbone e legna (grossista),3,6
articoli di gomma,3,6
marmi,3,6
friggitore e commestibili cotti,3,6
detersivi,3,6
materiali refrattari e laterizi,3,6
Materiali,3,6
fertilizzanti e anticrittogamici,3,6
MOBILI DI FERRO,2,6
Carburanti,2,6
Carburo di calcio,2,6
Cementi,2,6
Estintori da incendio,2,6
Fertilizzanti e anticrittogamici,2,6
Fibre vegetali ed affini,2,6
Isolanti termici ed acustici,2,6
Lavorazione droghe,2,6
Legna per cellulosa,2,6
Legname compensato,2,6
Materiale per agricoltura,2,6
Navi in cemento,2,6
Oggetti di piombo,2,6
Prodotti antiparassitari,2,6
Prodotti e sottoprodotti petroliferi,2,6
materiali edili,2,6
Rivestimenti,2,6
Timbri di gomma,2,6
