canonical_label,frequency,cluster_id
inn/hostel,1,8
leather goods store,1,8
grocer,1,8
restaurant/café,1,8
Grocery and pastry,1,8
Hardware Store,1,8
Hotel-Restaurant,1,8
Farm,1,8
Furniture Store,1,8
Lighting Shop,1,8
Inn,1,8
Innkeeper,1,8
Café services,1,8
Barber | Fishmonger,1,8
Bazar,1,8
Butchery services,1,8
"Bar, Café",1,8
Bank Cashier,1,8
"Bakery, pasta shop",1,8
University bookstore,1,8
Trattoria,1,8
Vegetarian restaurants,1,8
beauty salon,1,8
boatyard,1,8
cabinet maker,1,8
carpet store,1,8
cashier,1,8
Osteria,1,8
Packaging shop,1,8
Pastry Shop,1,8
Repair Shop,1,8
Restaurant and hotel,1,8
Catering service,1,8
men's shirts,238,9
men's clothing,105,9
tailor,80,9
Footwear,65,9
seamstresses,63,9
Fabrics,54,9
lingerie and knitwear,49,9
leather and footwear manufacturing,40,9
Men's tailor,37,9
shoe manufacturing,28,9
Fabrics and yarns,25,9
knitwear,21,9
clothing,20,9
Women's tailoring,20,9
laundries,20,9
Millinery,19,9
haberdashery,19,9
Tailoring,19,9
Tailor,16,9
upholsterers,15,9
fashion,14,9
laundry and ironing,13,9
linens,12,9
rubber goods,11,9
Upholsterer,11,9
lace and embroidery,11,9
men's tailor,10,9
Ready-made clothing,10,9
children's clothing,9,9
Hosiery,9,9
leather goods,9,9
fabrics,8,9
Leather goods,8,9
women's tailoring,8,9
sanitary articles,7,9
fabrics and textiles,6,9
Textile representative,6,9
Silk trade,6,9
leather,6,9
Yarn textiles,6,9
Textiles,6,9
sewing machines,6,9
Carpets,6,9
Secondhand goods,5,9
Furrier,5,9
Venetian hat factory,5,9
millinery,4,9
Notions and yarns,4,9
Rags,4,9
textile representative,4,9
Slippers,4,9
Luggage and leather goods,4,9
Sacks and bags,4,9
silk mills,4,9
shoemaker,4,9
Dry cleaning,4,9
laundry services,4,9
Men's tailoring,3,9
linen and related,3,9
stockings,3,9
luggage,3,9
Ropes and twines,3,9
Bridal accessories,3,9
furrier,3,9
Wholesale yarns,3,9
leather and hides,3,9
Shoe and hat repairs,3,9
Shoe factory,3,9
Silk textiles,3,9
hosiery,3,9
hemp and linen,3,9
upholstery,2,9
Wool and hair,2,9
upholsterer,2,9
Notions and Yarns,2,9
Linen products,2,9
Shoemaker,2,9
Clothing,2,9
Textiles and wool,2,9
Textiles and fabrics,2,9
"goods, yarns, and related",2,9
dry cleaning,2,9
Furnishing Fabrics,2,9
Shoe polish (manufacturers),2,9
shoe polish,2,9
leather trade,2,9
sporting goods,2,9
Printed fabrics,2,9
leather belts,2,9
laundry service,2,9
shoe and hair repairs,2,9
Women's Clothing,2,9
fur and textiles,1,9
silk treatment commerce,1,9
silk mill,1,9
silk and wool,1,9
printed fabrics,1,9
second-hand goods,1,9
milliner,1,9
fashion and leather goods,1,9
fashion and tailoring,1,9
shoe and boot supply,1,9
wool and silk goods,1,9
wool and silk,1,9
footwear,1,9
shoes,1,9
women's fashion,1,9
saddlery,1,9
lingerie,1,9
laundry,1,9
textiles,1,9
tailored clothing,1,9
knitwear shop,1,9
textile industry,1,9
laundress,1,9
leather representative,1,9
timber and haberdashery,1,9
gloves and embroidery,1,9
lace making,1,9
uniforms,1,9
sewing goods,1,9
Hand Embroidery,1,9
Fabric Storage,1,9
Lingerie,1,9
Men's Tailoring,1,9
Men's shirts,1,9
Linen industry,1,9
Linen and Knitwear,1,9
Knitwear Shop,1,9
Knitwear store,1,9
Lace and Embroidery,1,9
Laundry,1,9
Leather Goods,1,9
Carpets and decorations,1,9
Children's Clothing,1,9
Clothing Repairs,1,9
Clothing Retail,1,9
Cordage,1,9
Cotton Products,1,9
Curtains and Carpets,1,9
Women's Fashion,1,9
Women's Fur and Tailoring,1,9
Women's Linens,1,9
Women's clothing,1,9
Yarn,1,9
Wholesale Knitwear,1,9
Uniforms,1,9
Upholstery,1,9
Wedding Attire,1,9
dressmaker,1,9
carpets,1,9
clothing manufacturing,1,9
clothing trade,1,9
Textile Manufacturing,1,9
Textile manufacturing,1,9
Textiles and Lace,1,9
Sewing Machines,1,9
Sewing machines,1,9
