Name,Address,Location,section,Role,page_num,nom_classification,is_provincia,provincia_town,geocoding_tier,match_confidence,match_note,nominatim_query,nominatim_flagged,matched_lat,matched_lon
Toffolo Elena,Sottomarina 812,Chioggia,COMMERCIO E INDUSTRIA,Biade e alimentari,509,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Sottomarina 812, Chioggia, Italy | type=suburb class=place | FLAGGED","Sottomarina 812, Chioggia, Italy",True,45.2148983,12.2938879
Vianelli Angelo,Riva Vena,Chioggia,COMMERCIO E INDUSTRIA,Biade e alimentari,509,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Riva Vena, Chioggia, Italy | type=pedestrian class=highway | FLAGGED","Riva Vena, Chioggia, Italy",True,45.2179168,12.2789381
Vianelli Luigi,Sottomarina 6837,Chioggia,COMMERCIO E INDUSTRIA,Biade e alimentari,509,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Sottomarina 6837, Chioggia, Italy | type=suburb class=place | FLAGGED","Sottomarina 6837, Chioggia, Italy",True,45.2148983,12.2938879
Gardolo Antonio,Andrea 165,Chioggia,COMMERCIO E INDUSTRIA,"Biade, olimentari (grossisti)",509,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Andrea 165, Chioggia, Italy | type=pedestrian class=highway | FLAGGED","Andrea 165, Chioggia, Italy",True,45.2211433,12.2810443
Pettini Luca,Sottamarina VIA 5. Mar 13,Chioggia,COMMERCIO E INDUSTRIA,"Iscluttclv dresses, LCD riparation accessories",509,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Via Sottomarina 5, Chioggia, Italy | type=living_street class=highway | FLAGGED","Via Sottomarina 5, Chioggia, Italy",True,45.213864,12.2891327
Tiozzo Dante,Via Cesare Battisti,Chioggia,COMMERCIO E INDUSTRIA,"Biande, pesa e migure (ripporazionl)",509,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Via Cesare Battisti, Chioggia, Italy | type=residential class=highway | FLAGGED","Via Cesare Battisti, Chioggia, Italy",True,45.2198512,12.2777839
Monaro Flaminio,Calle Filippini,Chioggia,COMMERCIO E INDUSTRIA,Bottai e Mastellal,509,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Calle Filippini, Chioggia, Italy | type=residential class=highway | FLAGGED","Calle Filippini, Chioggia, Italy",True,45.2193417,12.2807039
Bullo Rosò,S. Giacomo 212,Chioggia,COMMERCIO E INDUSTRIA,Caffè,509,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Giacomo 212, Chioggia, Italy | type=tertiary class=highway | FLAGGED","S. Giacomo 212, Chioggia, Italy",True,45.2188658,12.2793924
Mrasauculo Mara,S. Andrea 450,Chioggia,COMMERCIO E INDUSTRIA,Caffè,509,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Andrea 450, Chioggia, Italy | type=pedestrian class=highway | FLAGGED","S. Andrea 450, Chioggia, Italy",True,45.2213194,12.2799813
Penzo Mario,S. Giacomo 294,Chioggia,COMMERCIO E INDUSTRIA,Caffè,509,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Giacomo 294, Chioggia, Italy | type=tertiary class=highway | FLAGGED","S. Giacomo 294, Chioggia, Italy",True,45.2185946,12.2803852
Sambo Maria,S. Andrea 24,Chioggia,COMMERCIO E INDUSTRIA,Caffè,509,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Andrea 24, Chioggia, Italy | type=pedestrian class=highway | FLAGGED","S. Andrea 24, Chioggia, Italy",True,45.2213194,12.2799813
Pennaro Emilio,Riva Vena,Chioggia,COMMERCIO E INDUSTRIA,Calzature,509,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Riva Vena, Chioggia, Italy | type=pedestrian class=highway | FLAGGED","Riva Vena, Chioggia, Italy",True,45.2179168,12.2789381
Zennarno Salute,Sottomarina 827,Chioggia,COMMERCIO E INDUSTRIA,Calzature,509,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Sottomarina 827, Chioggia, Italy | type=suburb class=place | FLAGGED","Sottomarina 827, Chioggia, Italy",True,45.2148983,12.2938879
Voldonia Felice,Calle S. Giacomo,Chioggia,COMMERCIO E INDUSTRIA,Cantieri Navali (piccolo tonneggiaggio),509,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Calle S. Giacomo, Chioggia, Italy | type=tertiary class=highway | FLAGGED","Calle S. Giacomo, Chioggia, Italy",True,45.2188658,12.2793924
Notrio Antonio Ca: lice, Duomo 82,Chioggia,COMMERCIO E INDUSTRIA,Cantieri Navali (piccolo tonneggiaggio),509,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Duomo 82, Chioggia, Italy | type=living_street class=highway | FLAGGED","Duomo 82, Chioggia, Italy",True,45.2175174,12.2766967
Volticina cino,Calle S. Giacomo,Chioggia,COMMERCIO E INDUSTRIA,Cantieri Navali (piccolo tonneggiaggio),509,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Calle S. Giacomo, Chioggia, Italy | type=tertiary class=highway | FLAGGED","Calle S. Giacomo, Chioggia, Italy",True,45.2188658,12.2793924
Menetto Felle e Fratelli,S. Giacomo 669,Chioggia,COMMERCIO E INDUSTRIA,Menetto,510,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Giacomo 669, Chioggia, Italy | type=tertiary class=highway | FLAGGED","S. Giacomo 669, Chioggia, Italy",True,45.2188658,12.2793924
Ravagnan Fausto,Corso del Popolo 212,Chioggia,COMMERCIO E INDUSTRIA,Ravagnan,510,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Corso del Popolo 212, Chioggia, Italy | type=tertiary class=highway | FLAGGED","Corso del Popolo 212, Chioggia, Italy",True,45.216303,12.2776116
Beloimo Guido,Calle Fattorini,Chioggia,COMMERCIO E INDUSTRIA,Campanini,510,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Calle Fattorini, Chioggia, Italy | type=residential class=highway | FLAGGED","Calle Fattorini, Chioggia, Italy",True,45.222143,12.2788449
Bazzarello Emilio,Duomo 249,Chioggia,COMMERCIO E INDUSTRIA,Carbone,510,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Duomo 249, Chioggia, Italy | type=pedestrian class=highway | FLAGGED","Duomo 249, Chioggia, Italy",True,45.2171542,12.2774706
Costantini Francesco,S. Andrea 733,Chioggia,COMMERCIO E INDUSTRIA,Carbone,510,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Andrea 733, Chioggia, Italy | type=pedestrian class=highway | FLAGGED","S. Andrea 733, Chioggia, Italy",True,45.2213194,12.2799813
Contadin, Sottomarina 1305,Chioggia,COMMERCIO E INDUSTRIA,"Carbone, Boscolo Giovanni",510,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Sottomarina 1305, Chioggia, Italy | type=suburb class=place | FLAGGED","Sottomarina 1305, Chioggia, Italy",True,45.2148983,12.2938879
Boscolo Salute di Oreste,Sottomarina 1075,Chioggia,COMMERCIO E INDUSTRIA,Carbone,510,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Sottomarina 1075, Chioggia, Italy | type=suburb class=place | FLAGGED","Sottomarina 1075, Chioggia, Italy",True,45.2148983,12.2938879
Costantini Aristide,S. Andrea 432,Chioggia,COMMERCIO E INDUSTRIA,Carbone,510,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Andrea 432, Chioggia, Italy | type=pedestrian class=highway | FLAGGED","S. Andrea 432, Chioggia, Italy",True,45.2213194,12.2799813
De Bei Narciso,S. Andrea 212,Chioggia,COMMERCIO E INDUSTRIA,Carbone,510,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Andrea 212, Chioggia, Italy | type=pedestrian class=highway | FLAGGED","S. Andrea 212, Chioggia, Italy",True,45.2213194,12.2799813
Feredigo Luigi,Duomo 733,Chioggia,COMMERCIO E INDUSTRIA,Carbone,510,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Duomo 733, Chioggia, Italy | type=living_street class=highway | FLAGGED","Duomo 733, Chioggia, Italy",True,45.2175174,12.2766967
Cliviero Marcello,Corso del Popolo 111,Chioggia,COMMERCIO E INDUSTRIA,Carburanti,510,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Corso del Popolo 111, Chioggia, Italy | type=tertiary class=highway | FLAGGED","Corso del Popolo 111, Chioggia, Italy",True,45.2163477,12.2775039
Scarpa Bruno,Stradale Ponte Caneva 635,Chioggia,COMMERCIO E INDUSTRIA,Carburanti,510,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Stradale Ponte Caneva 635, Chioggia, Italy | type=residential class=highway | FLAGGED","Stradale Ponte Caneva 635, Chioggia, Italy",True,45.2219527,12.2802204
Fratelli Cester,Calle Olivi,Venezia,COMMERCIO E INDUSTRIA,Falegnami,511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: Calle Olivi, Venezia, Italy | type=residential class=highway | FLAGGED","Calle Olivi, Venezia, Italy",True,45.2206582,12.2779636
Fratelli Furritano,Calle Piva,Venezia,COMMERCIO E INDUSTRIA,Falegnami,511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: Calle Piva, Venezia, Italy | type=residential class=highway | FLAGGED","Calle Piva, Venezia, Italy",True,45.2189632,12.2805404
Dal Gesso Gaillo,Calle S. Domenico,Venezia,COMMERCIO E INDUSTRIA,Falegnami,511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: Calle S. Domenico, Venezia, Italy | type=pedestrian class=highway | FLAGGED","Calle S. Domenico, Venezia, Italy",True,45.4313241,12.3545826
Friziero e Giuseppina,Duomo 266,Venezia,COMMERCIO E INDUSTRIA,Ferramenta,511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: Duomo 266, Venezia, Italy | type=living_street class=highway | FLAGGED","Duomo 266, Venezia, Italy",True,45.2175174,12.2766967
Panaiotti Pollio,S. Giacomo 363,Venezia,COMMERCIO E INDUSTRIA,Ferramenta,511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Giacomo 363, Venezia, Italy | type=isolated_dwelling class=place | FLAGGED","S. Giacomo 363, Venezia, Italy",True,45.7583503,12.8558294
Sambo Vittorino,S. Giacomo 207,Venezia,COMMERCIO E INDUSTRIA,Ferramenta,511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Giacomo 207, Venezia, Italy | type=isolated_dwelling class=place | FLAGGED","S. Giacomo 207, Venezia, Italy",True,45.7583503,12.8558294
Zennaro Dionina,S. Andrea 90,Venezia,COMMERCIO E INDUSTRIA,Ferramenta,511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Andrea 90, Venezia, Italy | type=pedestrian class=highway | FLAGGED","S. Andrea 90, Venezia, Italy",True,45.2213194,12.2799813
Civera Marcello,Corso del Popolo 111,Venezia,COMMERCIO E INDUSTRIA,Forniture marittime,511,outside_venice,True,venezia,5,nominatim_provincia,"Nominatim provincia: Corso del Popolo 111, Mestre, Italy | type=house class=place","Corso del Popolo 111, Mestre, Italy",False,45.4872207,12.2427607
Bafo Luigi,S. Giacomo 510,Venezia,COMMERCIO E INDUSTRIA,Formaggi e Burro,511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Giacomo 510, Venezia, Italy | type=isolated_dwelling class=place | FLAGGED","S. Giacomo 510, Venezia, Italy",True,45.7583503,12.8558294
Pietrini Edoardo,S. Giacomo 381,Venezia,COMMERCIO E INDUSTRIA,Formaggi e Burro,511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Giacomo 381, Venezia, Italy | type=isolated_dwelling class=place | FLAGGED","S. Giacomo 381, Venezia, Italy",True,45.771052,12.8585022
Crovara Edoardo,Riva Vena,Venezia,COMMERCIO E INDUSTRIA,Formaggi e Burro,511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: Riva Vena, Venezia, Italy | type=pedestrian class=highway | FLAGGED","Riva Vena, Venezia, Italy",True,45.2191485,12.279594
Bettcto Elnstacchio,Riva Vena,Venezia,COMMERCIO E INDUSTRIA,Formaggi e Burro,511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: Riva Vena, Chioggia, Italy | type=pedestrian class=highway | FLAGGED","Riva Vena, Chioggia, Italy",True,45.2179168,12.2789381
Bullo Fernanda,S. Andrea 229,Venezia,COMMERCIO E INDUSTRIA,Fotografie (materiale e gabinetti di posa),511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Andrea 229, Venezia, Italy | type=pedestrian class=highway | FLAGGED","S. Andrea 229, Venezia, Italy",True,45.2213194,12.2799813
Zennaro Andrea,S. Giacomo 628,Venezia,COMMERCIO E INDUSTRIA,Fotografie (materiale e gabinetti di posa),511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Giacomo 628, Venezia, Italy | type=isolated_dwelling class=place | FLAGGED","S. Giacomo 628, Venezia, Italy",True,45.771052,12.8585022
Mezzo Giuseppina,S. Andrea 512,Venezia,COMMERCIO E INDUSTRIA,Fotografie (materiale e gabinetti di posa),511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Andrea 512, Venezia, Italy | type=pedestrian class=highway | FLAGGED","S. Andrea 512, Venezia, Italy",True,45.2213194,12.2799813
Pu Gaetano, Orti 473,Venezia,COMMERCIO E INDUSTRIA,"Frutta e verdura (dettaglio), Baldi Aristide",511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: Orti 473, Venezia, Italy | type=pedestrian class=highway | FLAGGED","Orti 473, Venezia, Italy",True,45.4267652,12.3157786
Ballarin Maria,S. Andrea 504,Venezia,COMMERCIO E INDUSTRIA,Frutta e verdura (dettaglio),511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Andrea 504, Venezia, Italy | type=pedestrian class=highway | FLAGGED","S. Andrea 504, Venezia, Italy",True,45.2213194,12.2799813
Boccolo Adele e Ccgzon,S. Giacomo 812,Venezia,COMMERCIO E INDUSTRIA,Frutta e verdura (dettaglio),511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Giacomo 812, Venezia, Italy | type=isolated_dwelling class=place | FLAGGED","S. Giacomo 812, Venezia, Italy",True,45.7583503,12.8558294
Boscolo Angelo Caruo,Sottomarina 162,Venezia,COMMERCIO E INDUSTRIA,Frutta e verdura (dettaglio),511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: Sottomarina 162, Italy | type=suburb class=place | FLAGGED","Sottomarina 162, Italy",True,45.2148983,12.2938879
Boscolo Angelo eCbiolom,Sottomarina 565,Venezia,COMMERCIO E INDUSTRIA,Frutta e verdura (dettaglio),511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: Sottomarina 565, Italy | type=suburb class=place | FLAGGED","Sottomarina 565, Italy",True,45.2148983,12.2938879
Boscolo Cesira Gaiazzon,Sottomarina 824,Venezia,COMMERCIO E INDUSTRIA,Frutta e verdura (dettaglio),511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: Sottomarina 824, Italy | type=suburb class=place | FLAGGED","Sottomarina 824, Italy",True,45.2148983,12.2938879
Boscolo Elisa Natan,Sottomarina 1278,Venezia,COMMERCIO E INDUSTRIA,Frutta e verdura (dettaglio),511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: Sottomarina 1278, Italy | type=suburb class=place | FLAGGED","Sottomarina 1278, Italy",True,45.2148983,12.2938879
Boscolo Erminia Chieronon,Sottomarina 711,Venezia,COMMERCIO E INDUSTRIA,Frutta e verdura (dettaglio),511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: Sottomarina 711, Italy | type=suburb class=place | FLAGGED","Sottomarina 711, Italy",True,45.2148983,12.2938879
Boscolo Ernimina Biragadin,Sottomarina 1020,Venezia,COMMERCIO E INDUSTRIA,Frutta e verdura (dettaglio),511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: Sottomarina 1020, Italy | type=suburb class=place | FLAGGED","Sottomarina 1020, Italy",True,45.2148983,12.2938879
Boscolo Fortina a Begaon,Sottomarina 89,Venezia,COMMERCIO E INDUSTRIA,Frutta e verdura (dettaglio),511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: Sottomarina 89, Italy | type=suburb class=place | FLAGGED","Sottomarina 89, Italy",True,45.2148983,12.2938879
Boscolo J. de Marchini,Sottomarina 972,Venezia,COMMERCIO E INDUSTRIA,Frutta e verdura (dettaglio),511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: Sottomarina 972, Italy | type=suburb class=place | FLAGGED","Sottomarina 972, Italy",True,45.2148983,12.2938879
Boscolo Maria Anzolettin,Sottomarina 475,Venezia,COMMERCIO E INDUSTRIA,Frutta e verdura (dettaglio),511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: Sottomarina 475, Chioggia, Italy | type=suburb class=place | FLAGGED","Sottomarina 475, Chioggia, Italy",True,45.2148983,12.2938879
Boc solo Salute eBrsino,Sottomarina 701,Venezia,COMMERCIO E INDUSTRIA,Frutta e verdura (dettaglio),511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: Sottomarina 701, Italy | type=suburb class=place | FLAGGED","Sottomarina 701, Italy",True,45.2148983,12.2938879
Boscolo Salute,S. Andrea 417,Venezia,COMMERCIO E INDUSTRIA,Frutta e verdura (dettaglio),511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Andrea 417, Venezia, Italy | type=pedestrian class=highway | FLAGGED","S. Andrea 417, Venezia, Italy",True,45.2213194,12.2799813
Boscolo Teresa eBiston,S. Andrea 670,Venezia,COMMERCIO E INDUSTRIA,Frutta e verdura (dettaglio),511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Andrea 670, Venezia, Italy | type=pedestrian class=highway | FLAGGED","S. Andrea 670, Venezia, Italy",True,45.2213194,12.2799813
Boscolo Teresa Marchi,Sottomarina 1070,Venezia,COMMERCIO E INDUSTRIA,Frutta e verdura (dettaglio),511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: Sottomarina 1070, Italy | type=suburb class=place | FLAGGED","Sottomarina 1070, Italy",True,45.2148983,12.2938879
Bulli Ernesta,Duomo 286,Venezia,COMMERCIO E INDUSTRIA,Frutta e verdura (dettaglio),511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: Duomo 286, Venezia, Italy | type=pedestrian class=highway | FLAGGED","Duomo 286, Venezia, Italy",True,45.2171542,12.2774706
Callegher Maria,S. Giacomo 484,Venezia,COMMERCIO E INDUSTRIA,Frutta e verdura (dettaglio),511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Giacomo 484, Venezia, Italy | type=isolated_dwelling class=place | FLAGGED","S. Giacomo 484, Venezia, Italy",True,45.771052,12.8585022
Camifu Jolanda,S. Giacomo 152,Venezia,COMMERCIO E INDUSTRIA,Frutta e verdura (dettaglio),511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Giacomo 152, Venezia, Italy | type=isolated_dwelling class=place | FLAGGED","S. Giacomo 152, Venezia, Italy",True,45.771052,12.8585022
Cavallini Giovanna,Sottomarina 143,Venezia,COMMERCIO E INDUSTRIA,Frutta e verdura (dettaglio),511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: Sottomarina 143, Chioggia, Italy | type=suburb class=place | FLAGGED","Sottomarina 143, Chioggia, Italy",True,45.2148983,12.2938879
Cavazzana Vincenzo,S. Andrea 1541,Venezia,COMMERCIO E INDUSTRIA,Frutta e verdura (dettaglio),511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Andrea 1541, Venezia, Italy | type=pedestrian class=highway | FLAGGED","S. Andrea 1541, Venezia, Italy",True,45.2213194,12.2799813
Celter Angelina,S. Andrea 1363,Venezia,COMMERCIO E INDUSTRIA,Frutta e verdura (dettaglio),511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Andrea 1363, Venezia, Italy | type=pedestrian class=highway | FLAGGED","S. Andrea 1363, Venezia, Italy",True,45.2213194,12.2799813
Dorin Clorinda,S. Giacomo 72,Venezia,COMMERCIO E INDUSTRIA,Frutta e verdura (dettaglio),511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Giacomo 72, Venezia, Italy | type=isolated_dwelling class=place | FLAGGED","S. Giacomo 72, Venezia, Italy",True,45.7583503,12.8558294
Gamba Mafalda,S. Andrea 836,Venezia,COMMERCIO E INDUSTRIA,Frutta e verdura (dettaglio),511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Andrea 836, Venezia, Italy | type=pedestrian class=highway | FLAGGED","S. Andrea 836, Venezia, Italy",True,45.2213194,12.2799813
Genuari DosaImo,Duomo 873,Venezia,COMMERCIO E INDUSTRIA,Frutta e verdura (dettaglio),511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: Duomo 873, Venezia, Italy | type=living_street class=highway | FLAGGED","Duomo 873, Venezia, Italy",True,45.2175174,12.2766967
Mastrelle Annibale,S. Andrea 972,Venezia,COMMERCIO E INDUSTRIA,Frutta e verdura (dettaglio),511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Andrea 972, Venezia, Italy | type=pedestrian class=highway | FLAGGED","S. Andrea 972, Venezia, Italy",True,45.2213194,12.2799813
De Antoni Pierina,S. Giacomo 736,Venezia,COMMERCIO E INDUSTRIA,Frutta e verdura (dettaglio),511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Giacomo 736, Venezia, Italy | type=isolated_dwelling class=place | FLAGGED","S. Giacomo 736, Venezia, Italy",True,45.771052,12.8585022
De Grandis Antonia,S. Andrea 1181,Venezia,COMMERCIO E INDUSTRIA,Frutta e verdura (dettaglio),511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Andrea 1181, Venezia, Italy | type=pedestrian class=highway | FLAGGED","S. Andrea 1181, Venezia, Italy",True,45.2213194,12.2799813
Pajodan Giovanni,S. Giacomo 101,Venezia,COMMERCIO E INDUSTRIA,Frutta e verdura (dettaglio),511,outside_venice,True,venezia,5,nominatim_provincia,"Nominatim provincia: S. Giacomo 101, Venezia, Italy | type=house class=place","S. Giacomo 101, Venezia, Italy",False,45.7659509,12.8666017
Marzala Severino,Orti 164,Venezia,COMMERCIO E INDUSTRIA,Frutta e verdura (dettaglio),511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: Orti 164, Venezia, Italy | type=pedestrian class=highway | FLAGGED","Orti 164, Venezia, Italy",True,45.4267652,12.3157786
Manar Normo,Duomo 841,Venezia,COMMERCIO E INDUSTRIA,Frutta e verdura (dettaglio),511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: Duomo 841, Venezia, Italy | type=pedestrian class=highway | FLAGGED","Duomo 841, Venezia, Italy",True,45.2171542,12.2774706
Morello Maria,Orti 967,Venezia,COMMERCIO E INDUSTRIA,Frutta e verdura (dettaglio),511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: Orti 967, Venezia, Italy | type=pedestrian class=highway | FLAGGED","Orti 967, Venezia, Italy",True,45.4267652,12.3157786
Pagan Feliciano,S. Andrea 1064,Venezia,COMMERCIO E INDUSTRIA,Frutta e verdura (dettaglio),511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Andrea 1064, Venezia, Italy | type=pedestrian class=highway | FLAGGED","S. Andrea 1064, Venezia, Italy",True,45.2213194,12.2799813
Pezzo Angela,S. Andrea 407,Venezia,COMMERCIO E INDUSTRIA,Frutta e verdura (dettaglio),511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Andrea 407, Venezia, Italy | type=pedestrian class=highway | FLAGGED","S. Andrea 407, Venezia, Italy",True,45.2213194,12.2799813
Penzo Carlotta,S. Andrea 541,Venezia,COMMERCIO E INDUSTRIA,Frutta e verdura (dettaglio),511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Andrea 541, Venezia, Italy | type=pedestrian class=highway | FLAGGED","S. Andrea 541, Venezia, Italy",True,45.2213194,12.2799813
Penzo Colombo,Sottomarina 445,Venezia,COMMERCIO E INDUSTRIA,Frutta e verdura (dettaglio),511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: Sottomarina 445, Italy | type=suburb class=place | FLAGGED","Sottomarina 445, Italy",True,45.2148983,12.2938879
Penzo Irama,Duomo 879,Venezia,COMMERCIO E INDUSTRIA,Frutta e verdura (dettaglio),511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: Duomo 879, Venezia, Italy | type=residential class=highway | FLAGGED","Duomo 879, Venezia, Italy",True,45.2174243,12.2762494
Peron Norma,S. Andrea 713,Venezia,COMMERCIO E INDUSTRIA,Frutta e verdura (dettaglio),511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Andrea 713, Venezia, Italy | type=pedestrian class=highway | FLAGGED","S. Andrea 713, Venezia, Italy",True,45.2213194,12.2799813
Sambo Amalia,S. Giacomo 381,Venezia,COMMERCIO E INDUSTRIA,Frutta e verdura (dettaglio),511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Giacomo 381, Venezia, Italy | type=isolated_dwelling class=place | FLAGGED","S. Giacomo 381, Venezia, Italy",True,45.771052,12.8585022
Sambo Vincenzo,S. Andrea 534,Venezia,COMMERCIO E INDUSTRIA,Frutta e verdura (dettaglio),511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Andrea 534, Venezia, Italy | type=pedestrian class=highway | FLAGGED","S. Andrea 534, Venezia, Italy",True,45.2213194,12.2799813
Sanavia Luigi,S. Andrea 1057,Venezia,COMMERCIO E INDUSTRIA,Frutta e verdura (dettaglio),511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Andrea 1057, Venezia, Italy | type=pedestrian class=highway | FLAGGED","S. Andrea 1057, Venezia, Italy",True,45.2213194,12.2799813
Scarpa Amedeo,Duomo 394,Venezia,COMMERCIO E INDUSTRIA,Frutta e verdura (dettaglio),511,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: Duomo 394, Venezia, Italy | type=residential class=highway | FLAGGED","Duomo 394, Venezia, Italy",True,45.2174243,12.2762494
